2theta,Intensity,Model,Residual,Background,bcc Fe
23.8079386,107.4568024,107.80455401101021,-0.3477516110102101,106.71315611469618,1.0913978963140394
23.8153129,107.3370743,107.74258271533992,-0.40550841533992354,106.6288141457735,1.1137685695664208
23.82268721,107.31185149999999,107.68141526087413,-0.36956376087414355,106.54458127121131,1.1368339896628186
23.83006151,107.35664369999999,107.62108087088109,-0.2644371708810951,106.46045771945944,1.1606231514216392
23.83743581,107.2918243,107.56161005396662,-0.26978575396661597,106.37644337621919,1.1851666777474377
23.84481012,107.149498,107.50303495646935,-0.35353695646935535,106.29253812778381,1.2104968286855333
23.85218442,107.03125759999999,107.44538970118526,-0.4141321011852739,106.2087422017147,1.2366474994705696
23.85955872,107.02794650000001,107.38871002447799,-0.36076352447797433,106.12505548415686,1.2636545403211263
23.86693303,106.8911057,107.3330336430157,-0.44192794301569904,106.04147786184842,1.2915557811672753
23.87430733,106.8585281,107.27840060648161,-0.41987250648161023,105.95800956146172,1.3203910450198957
23.88168163,106.8870926,107.22485298701721,-0.33776038701721234,105.87465046958664,1.3502025174305716
23.88905594,106.9230804,107.17243526624868,-0.2493548662486802,105.79140047340513,1.3810347928435514
23.89643024,106.81847379999999,107.12119470822144,-0.3027209082214455,105.70825979870074,1.4129349095207
23.90380454,106.66260530000001,107.07118111271092,-0.40857581271090737,105.62522833250807,1.4459527802028442
23.91117885,106.6336899,107.02244723071195,-0.38875733071195384,105.54230596245338,1.4801412682585668
23.91855315,106.6103287,106.97504916623717,-0.36472046623717347,105.45949291343186,1.5155562528053164
23.92592745,106.7374115,106.92904620856942,-0.1916347085694241,105.37678907292184,1.5522571356475736
23.93330176,106.81543729999999,106.88450128751833,-0.06906398751834786,105.29419432899374,1.5903069585245966
23.94067606,106.8334122,106.84148141613517,-0.0080692161351692,105.21170890565463,1.6297725104805396
23.94805036,106.7646561,106.8000576218553,-0.03540152185530587,105.12933269082725,1.6707249310280468
23.95542467,106.4801178,106.76030545727737,-0.2801876572773665,105.0470655730262,1.7132398842511687
23.96279897,106.22245790000001,106.72230550073695,-0.4998476007369419,104.96490777536962,1.7573977253673327
23.97017327,106.08634950000001,106.68614341309014,-0.5997939130901244,104.88285918622455,1.8032842268655902
23.97754758,106.10971070000001,106.65191052618088,-0.5421998261808767,104.80091969455032,1.8509908316305623
23.98492188,106.11536409999998,106.61970442530092,-0.5043403253009444,104.7190895225765,1.9006149027244221
23.99229618,106.07144170000001,106.58962916798993,-0.5181874679899181,104.63736855911407,1.9522606088758536
23.99967049,105.9065094,106.5617959816927,-0.6552865816926925,104.55575669356642,2.0060392881262774
24.00704479,105.8618622,106.53632396252648,-0.6744617625264766,104.47425414727513,2.062069815251355
24.0144191,105.79849240000001,106.51334047688921,-0.7148480768891972,104.3928606991949,2.1204797776943183
24.0217934,105.8635635,106.49298216068,-0.6294186606800025,104.31157657007475,2.181405590605252
24.0291677,105.912056,106.47539549004453,-0.5633394900445268,104.23040164946599,2.24499384057854
24.03654201,105.88183590000001,106.46073777143077,-0.5789018714307588,104.14933582751257,2.3114019439182
24.04391631,105.7540054,106.44917815606395,-0.695172756063954,104.06837932407473,2.380798831989222
24.05129061,105.7327499,106.44089859546627,-0.7081486954662637,103.98753202914861,2.453366566317655
24.05866492,105.76811979999998,106.4360951123452,-0.6679753123452201,103.90679383332201,2.529301279023192
24.06603922,105.6110916,106.43497912195191,-0.8238875219519173,103.82616495556681,2.6088141663850974
24.07341352,105.50655359999999,106.43777886167699,-0.9312252616769996,103.74564528632311,2.6921335753538824
24.08078783,105.53595729999999,106.44474106992334,-0.9087837699233461,103.66523471662333,2.779506353300004
24.08816213,105.61751559999999,106.45613275740298,-0.838617157402993,103.58493346455077,2.8711992928522116
24.09553643,105.7411575,106.47224330005484,-0.7310858000548421,103.50474142098972,2.967501879065128
24.10291074,105.6556091,106.49338671861283,-0.8377776186128187,103.42465847741687,3.068728241195949
24.11028504,105.5308304,106.51990411850687,-0.989073718506873,103.34468485102661,3.1752192674802657
24.11765934,105.34304809999999,106.55216673040253,-1.2091186304025427,103.26482043314797,3.2873462972545595
24.12503365,105.4020996,106.59057908794087,-1.1884794879408673,103.18506511570217,3.4055139722386993
24.13240795,105.34660339999999,106.6355824767753,-1.2889790767753055,103.10541911499456,3.5301633617807378
24.13978225,105.28713229999998,106.68765935948176,-1.4005270594817745,103.02588232279834,3.661777036683411
24.14715656,105.35341640000001,106.74733792010387,-1.3939215201038593,102.94645463147913,3.8008832886247395
24.15453086,105.47223659999999,106.81519706380544,-1.3429604638054542,102.86713625645416,3.9480608073512853
24.16190516,105.55924990000001,106.89187291363012,-1.332623013630112,102.78792708994081,4.103945823689318
24.16927947,105.7457886,106.97806547703632,-1.2322768770363268,102.70882702474853,4.269238452287788
24.17665377,105.84674840000002,107.07454607746128,-1.227797677461254,102.62983627540586,4.444709802055412
24.18402807,105.9086838,107.18216703434386,-1.273483234343857,102.55095473457504,4.631212299768823
24.19140238,105.96234129999999,107.301871699843,-1.3395303998430137,102.47218229550947,4.82968940433354
24.19877668,106.034523,107.43470579466228,-1.4001827946622853,102.39351917184968,5.041186622812603
24.20615098,106.1981277,107.58183212177573,-1.3837044217757324,102.31496525670116,5.2668668650745785
24.21352529,106.3740005,107.74454609606126,-1.3705455960612625,102.23652044376252,5.508025652298735
24.22089959,106.4849243,107.92429351794354,-1.4393692179435362,102.15818494578525,5.766108572158294
24.22827389,106.5930405,108.12269350502275,-1.5296530050227517,102.07995865631938,6.042734848703381
24.2356482,106.7629318,108.34156324545182,-1.578631445451819,102.00184146950767,6.339721775944159
24.2430225,106.9166946,108.58294672591867,-1.6662521259186747,101.9238335972127,6.659113128705965
24.2503968,107.22760009999999,108.849151591818,-1.6215514918180105,101.84593493342936,7.003216658388638
24.25777111,107.4485855,109.14279000334989,-1.6942045033498943,101.76814537274436,7.374644630605529
24.26514541,107.61398319999999,109.46682689766018,-1.852843697660191,101.69046512613227,7.776361771527916
24.27251971,107.7952423,109.82464203185984,-2.02939973185984,101.61289408803157,8.21174794382827
24.27989402,107.96121979999998,110.22010165796733,-2.258881857967353,101.53543215347315,8.684669504494183
24.28726832,108.34708400000001,110.65764702713636,-2.3105630271363538,101.4580795325436,9.199567494592777
24.29464263,109.09895320000001,111.1424142741957,-2.0434610741956902,101.3808360154527,9.761578258743004
24.30201693,109.8764801,111.68038603353266,-1.8039059335326613,101.30370181169417,10.376684221838488
24.30939123,110.65523529999999,112.27862092532781,-1.6233856253278276,101.22667681644714,11.051944108880674
24.31676554,111.4679337,112.94560029276636,-1.4776665927663544,101.14976092548284,11.795839367283524
24.32413984,112.413475,113.69180132858244,-1.2783263285824376,101.07295434740684,12.618846981175603
24.33151414,113.4051895,114.53070156378978,-1.1255120637897704,100.99625697784234,13.534444585947439
24.33888845,114.43390659999999,115.48054938104426,-1.0466427810442696,100.9196687130052,14.56088066803906
24.34626275,115.91941829999999,116.56750933795144,-0.6480910379514455,100.84318976061161,15.724319577339822
24.35363705,117.91325379999999,117.8311836389081,0.08207016109189169,100.76682001672941,17.064363622178686
24.36101136,120.40304569999999,119.33400858993902,1.0690371100609752,100.6905593780192,18.643449211919812
24.36838566,123.328392,121.17671934795551,2.151672652044482,100.61440805130815,20.562311296647366
24.37575996,127.04901890000001,123.5227915809236,3.526227319076412,100.53836593310882,22.98442564781477
24.38313427,131.83320619999998,126.63521055412144,5.197995645878535,100.46243292052509,26.172777633596347
24.39050857,138.4177856,130.92885879821426,7.4889268017857376,100.38660921949668,30.542249578717588
24.39788287,147.1725311,137.04061338114064,10.131917718859341,100.31089472697988,36.72971865416076
24.40525718,159.38922119999998,145.9160813970371,13.47313980296289,100.2352893405232,45.68079205651391
24.41263148,175.1510162,158.90661918875583,16.24439701124416,100.15979326517731,58.746825923578506
24.42000578,196.77993769999998,177.86285644035075,18.917081259649223,100.08440639834282,77.77845004200793
24.42738009,225.3280182,205.20163737826107,20.126380821738934,100.00912863801295,105.19250874024812
24.43475439,263.8077698,243.91531427767896,19.892455522321058,99.93396018834972,143.98135408932924
24.44212869,316.4932861,297.4893381915617,19.00394790843825,99.85890094719798,197.63043724436375
24.449503,382.93304439999997,369.69845610574123,13.234588294258742,99.78395081299482,269.9145052927464
24.4568773,468.7044983,464.2713424188848,4.433155881115226,99.709109989014,364.5622324298708
24.4642516,571.2825928,584.4505244160404,-13.167931616040391,99.63437837354479,484.8161460424956
24.47162591,701.2978516,732.5236688598474,-31.225817259847418,99.55975586546856,632.9639129943788
24.47900021,852.7070312000001,909.4699039118083,-56.7628727118082,99.48524266717038,809.9846612446379
24.48637451,1051.904297,1114.9413312734296,-63.037034273429526,99.41083867738348,1015.530492596046
24.49374882,1297.8813480000001,1347.8656079650023,-49.98425996500214,99.33654379543418,1248.529064169568
24.50112312,1610.421875,1607.9816173789688,2.440257621031151,99.26235822281865,1508.7192591561502
24.50849742,1971.982666,1898.3139899833754,73.66867601662466,99.1882818587145,1799.1257081246608
24.51587173,2349.689697,2226.5514520284814,123.13824497151836,99.11431460289202,2127.4371374255893
24.52324603,2680.342529,2594.5554919682336,85.78703703176643,99.04045665595879,2495.515035312275
24.53062033,2896.6716309999997,2947.1597995646907,-50.48816856469102,98.96670791753718,2848.1930916471533
24.53799464,2951.360352,3106.506309836158,-155.14595783615778,98.89306828784152,3007.613241548316
24.54536894,2848.005371,2939.186635674495,-91.18126467449474,98.81953796659104,2840.367097707904
24.55274324,2618.9729,2584.268831148527,34.70406885147304,98.74611685385207,2485.522714294675
24.56011755,2313.5004879999997,2216.898356871433,96.60213112856673,98.672804850283,2118.2255520211497
24.56749185,1980.2515870000002,1889.6219785711298,90.62960842887037,98.59960215471506,1791.0223764164148
24.57486616,1655.4571529999998,1600.0205313733773,55.43662162662258,98.52650856861351,1501.4940228047637
24.58224046,1361.397461,1340.4928748924576,20.9045861075424,98.45352429021648,1242.0393506022413
24.58961476,1099.5786130000001,1108.1340012023838,-8.55538820238371,98.38064922033118,1009.7533519820527
24.59698907,877.5725707999999,903.2543366303175,-25.68176583031766,98.30788326035622,804.9464533699613
24.60436337,696.6640014999999,726.9230616334947,-30.259060133494813,98.23522660764195,628.6878350258528
24.61173767,550.248291,579.4572524247753,-29.20896142477534,98.16267916343907,481.2945732613363
24.61911198,439.7043152,459.8404613676099,-20.136146167609922,98.09024082959115,361.75022053801877
24.62648628,352.5144958,365.7549383040872,-13.240442504087184,98.0179118025593,267.7370265015279
24.63386058,290.1906128,293.93909150096863,-3.748478700968633,97.94569198403883,195.99339951692983
24.64123489,242.168869,240.6574781208528,1.5113908791472,97.87358127631774,142.78389684453506
24.64860919,207.9665985,202.13948962778048,5.827108872219526,97.80157987496852,104.33790975281195
24.65598349,182.60945130000002,174.91058357600667,7.698867723993345,97.72968768213093,77.18089589387573
24.6633578,164.4101105,155.99291120096257,8.417199299037435,97.65790460053643,58.335006600426155
24.6707321,151.2279816,142.98509925042126,8.242882349578736,97.58623082486974,45.39886842555151
24.6781064,141.67015080000002,134.05069923379492,7.6194515662051,97.51466625771457,36.53603297608036
24.68548071,134.191452,127.85028270220019,6.341169297799809,97.44321080224711,30.407071899953074
24.69285501,128.6387787,123.4476368327429,5.1911418672570875,97.37186465226296,26.075772180479948
24.70022931,123.96013640000001,120.21278012878071,3.747356271219303,97.3006277107902,22.912152417990516
24.70760362,120.63893130000001,117.73564538912129,2.903285910878722,97.22949988144956,20.506145507671725
24.71497792,117.42359920000001,115.75648047104957,1.6671187289504417,97.15848135714816,18.597999113901412
24.72235222,115.0664139,114.11387232917725,0.9525415708227456,97.08757204135804,17.026300287819208
24.72972653,113.0717392,112.7083573499177,0.3633818500822912,97.01677183814422,15.691585511773484
24.73710083,111.16336820000001,111.47827357607123,-0.3149053760712235,96.94608093952502,14.53219263654621
24.74447513,109.8875961,110.38447169711995,-0.49687559711995277,96.87549924941754,13.508972447702405
24.75184944,108.5898666,109.40104982694646,-0.8111832269464685,96.80502667233054,12.596023154615914
24.75922374,107.4845581,108.50992204132369,-1.0253639413236897,96.7346633993941,11.775258641929593
24.76659804,106.39575959999999,107.6977076340532,-1.3019480340532112,96.66440933496904,11.033298299084166
24.77397235,105.55517579999999,106.95398973176368,-1.3988139317636978,96.59426438400885,10.359725347754827
24.78134665,104.8337708,106.27033353763744,-1.4365627376374448,96.52422873675494,9.746104800882511
24.78872095,104.2310791,105.63971208674307,-1.408632986743072,96.45430229801264,9.185409788730444
24.79609526,103.5466156,105.0561655626471,-1.5095499626470996,96.38448497317927,8.671680589467831
24.80346956,102.9524002,104.51458065788299,-1.562180457882988,96.31477695160777,8.199803706275226
24.81084386,102.5979385,104.01053078939789,-1.4125922893978924,96.24517813854789,7.7653526508500095
24.81821817,102.19193270000001,103.54016354415948,-1.348230844159474,96.17568843984145,7.364475104318037
24.82559247,101.8237152,103.10011259108556,-1.2763973910855668,96.10630804395271,6.993804547132855
24.83296678,101.35215759999998,102.68742104862291,-1.335263448622925,96.03703676271357,6.650384285909334
24.84034108,100.9678574,102.2994869150594,-1.3316295150594044,95.96787478399563,6.331612131063783
24.84771538,100.6113892,101.9340096820399,-1.3226204820398948,95.89882201378941,6.035187668250483
24.85508969,100.3168869,101.58895074560351,-1.2720638456035118,95.82987835867698,5.759072386926536
24.86246399,99.91682434,101.26249974366955,-1.3456754036695457,95.7610440056419,5.501455738027639
24.86983829,99.64154053,100.95304214744901,-1.3115016174490108,95.692318861118,5.260723286331012
24.8772126,99.4083252,100.65913557417545,-1.2508103741754582,95.6237028321325,5.03543274204295
24.8845869,99.12700653,100.37948935670926,-1.2524828267092545,95.55519610477984,4.824293251929423
24.8919612,98.83957672,100.1129437061347,-1.273366986134704,95.48679858593869,4.626145120196013
24.89933551,98.55344391,99.85845512094767,-1.3050112109476686,95.41851018308,4.43994493786767
24.90670981,98.30066681,99.61508365316027,-1.3144168431602736,95.35033108140976,4.264752571750508
24.91408411,98.12184143,99.38197899348415,-1.2601375634841503,95.28226118825125,4.0997178052328955
24.92145842,97.9392395,99.15837128830157,-1.219131788301567,95.21430041151928,3.9440708767822965
24.92883272,97.80461884,98.94356303876927,-1.1389441987692663,95.14644893553191,3.79711410323736
24.93620702,97.63581085,98.7369194746074,-1.1011086246074058,95.07870666805593,3.6582128065514814
24.94358133,97.67947388,98.53786268218342,-0.8583888021834127,95.01107351745054,3.5267891647328784
24.95095563,97.63183594,98.34586637258545,-0.7140304325854459,94.9435496671457,3.4023167054397407
24.95832993,97.69725037,98.16044899517983,-0.4631986251798281,94.87613502535226,3.2843139698275796
24.96570424,97.62496948,97.98116994542524,-0.356200465425232,94.80882950087403,3.1723404445512062
24.97307854,97.66099548,97.80762615405706,-0.14663067405706443,94.7416332762516,3.065992877805462
24.98045284,97.4937439,97.63944700041381,-0.14570310041381163,94.67454626014046,2.9649007402733454
24.98782715,97.22886658,97.47629185603924,-0.24742527603923747,94.60756836178916,2.8687234942500703
24.99520145,97.01702118,97.31784785527135,-0.30082667527135243,94.54069976284927,2.7771480924220784
25.00257575,96.9021759,97.16382602138432,-0.26165012138432076,94.473940372421,2.6898856489633283
25.00995006,96.71658325,97.01395968509694,-0.2973764350969361,94.4072901001964,2.606669584900529
25.01732436,96.52688599,96.86800303639396,-0.34111704639396123,94.34074912693893,2.527253909455026
25.02469866,96.41793823,96.72572808738492,-0.30778985738491826,94.27431736219319,2.451410725191731
25.03207297,96.25563812,96.58692367372898,-0.33128555372897495,94.20799471609553,2.378928957633449
25.03944727,96.1541214,96.45139453182628,-0.29727313182628734,94.14178136852081,2.3096131633054684
25.04682157,96.18579102,96.31895885164792,-0.13316783164792412,94.07567722945737,2.2432816221905547
25.05419588,96.1753006,96.18944767233664,-0.014147072336641031,94.0096822094863,2.179765462850347
25.06157018,95.94198608,96.06270431793877,-0.12071823793876035,93.94379648759423,2.1189078303445448
25.06894448,95.66851044,95.93858237476535,-0.2700719347653404,93.87801997421354,2.060562400551809
25.07631879,95.48856354,95.81694535695054,-0.3283818169505395,93.81235258036963,2.004592776580904
25.08369309,95.45980835,95.69766639000908,-0.23785804000907262,93.74679448415964,1.9508719058494393
25.09106739,95.52293396,95.5806264995577,-0.05769253955769216,93.6813455964616,1.8992809030961042
25.0984417,95.49398804,95.4657144637411,0.028273576258911248,93.61600582874439,1.8497086349967073
25.105816,95.48891449,95.35282666996484,0.13608782003515785,93.55077535821738,1.8020513117474677
25.11319031,95.42527771,95.24186548688668,0.18341222311332217,93.48565400796736,1.756211478919331
25.12056461,95.37095642,95.13273999335983,0.2382164266401645,93.42064195461114,1.712098038748689
25.12793891,95.13603973,95.02536446521165,0.11067526478834111,93.35573910976655,1.6696253554451
25.13531322,94.94017792,94.9196584227897,0.02051949721030155,93.29094538564345,1.6287130371462437
25.14268752,94.85018921,94.8155466707992,0.03464253920080296,93.22626095797011,1.5892857128290758
25.15006182,94.95537567,94.71295809058918,0.24241757941081232,93.16168573880782,1.5512723517813691
25.15743613,94.90349579,94.61182576039354,0.2916700296064505,93.09721964081155,1.514606119581994
25.16481043,94.82287598,94.51208706439226,0.3107889156077448,93.03286283882073,1.4792242255715318
25.17218473,94.56900787,94.4136826005703,0.15532526942969582,92.96861524534131,1.445067355228987
25.17955904,94.5894165,94.31655635235094,0.2728601476490553,92.90447677347186,1.4120795788790832
25.18693334,94.5272522,94.2206558471842,0.3065963528158022,92.84044759716335,1.380208250020854
25.19430764,94.37561798,94.12593115581825,0.24968682418175092,92.77652762936646,1.34940352645179
