File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,bcc Fe a,bcc Fe Vol
Fe_Ambient_020,0.029235224348302665,0.40627211299153343,23,26,0.860255,3,2.8625398460019413,23.456036137472505
