File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,extrapeak a,hcp FeNi a,hcp FeNi c,extrapeak Vol,hcp FeNi Vol,hcp FeNi c/a
FeNi_DAC11_P3a_015,0.0034696779314969052,0.06469307487528418,22,29,0.860255,3,2.96523575547541,2.4535607887340634,3.948634174357572,26.072200357690868,20.58596245719246,1.6093484182207303
