2theta,Intensity,Model,Residual,Background,extrapeak,hcp FeNi
22.00325979,326.9016113,325.2699812494822,1.6316300505177992,325.0081983975598,0.01580420727278886,0.24597864464962754
22.01054637,326.9283752,325.30755606220487,1.620819137795138,325.0436173228935,0.015942658716098786,0.24799608059524178
22.01783295,327.15881349999995,325.34512558791334,1.813687912086607,325.07900014624727,0.01608293669277456,0.2500425049733203
22.02511954,327.1598816,325.3826905060838,1.7771910939162012,325.1143469161058,0.016225073655592975,0.25211851632242493
22.03240612,326.82278439999993,325.4202513579879,1.40253304201201,325.1496575354501,0.01636910218577024,0.25422472035206306
22.0396927,326.7669373,325.4578088565375,1.3091284434624981,325.18493205281453,0.016515056182381624,0.2563617475405674
22.04697928,326.9484253,325.4953636806072,1.45306161939277,325.22017046819894,0.016662970104384618,0.25853024230392285
22.05426587,327.01406860000003,325.532916578692,1.4811520213080485,325.2553728298899,0.01681287939182496,0.26073086941025003
22.06155245,327.2214355,325.5704681633455,1.650967336654503,325.2905390412649,0.01696481966111998,0.2629643024194803
22.06883903,327.7233582,325.6080192210091,2.1153389789909056,325.32566915065996,0.017118827960991845,0.2652312423881409
22.07612562,327.83407589999996,325.6455705580272,2.188505341972757,325.3607632062128,0.01727494219033862,0.26753240962403946
22.0834122,327.5940857,325.6831228467007,1.9109628532992815,325.3958211115984,0.01743320046572516,0.26986853463653926
22.09069878,327.3219299,325.7206769351742,1.6012529648257896,325.4308429150041,0.017593642430545377,0.2722403777395509
22.09798536,327.0769043,325.7582336420042,1.318670657995824,325.4658286164298,0.01775630842549499,0.2746487171489165
22.10527195,326.952301,325.79579385997727,1.1565071400227112,325.50077826381516,0.017921239954600786,0.2770943562074841
22.11255853,326.9918518,325.83335835067925,1.1584934493207584,325.5356917612314,0.018088478802860866,0.2795781106449652
22.11984511,326.9291992,325.8709280545688,1.0582711454312062,325.5705691566678,0.018258068421245593,0.28210082947982373
22.1271317,326.9380188,325.90850393719194,1.029514862808071,325.60541049791505,0.018430053290048667,0.28466338598686064
22.13441828,326.9963684,325.946086835301,1.0502815646989916,325.64021568934197,0.018604478225079907,0.2872666677339783
22.14170486,327.26281739999996,325.9836777671549,1.2791396328450446,325.67498477878894,0.018781389823504704,0.2899115985424693
22.14899144,327.7911377,326.02127772718165,1.769859972818324,325.70971776625584,0.018960835553833953,0.2925991253720102
22.15627803,327.89508060000003,326.0588877901305,1.8361928098695444,325.74441469933566,0.019142864273688078,0.2953302265211225
22.16356461,327.8623352,326.09650890559914,1.7658262944008811,325.7790754827932,0.01932752525986121,0.29810589754609135
22.17085119,327.5841675,326.13414220877047,1.4500252912295082,325.8137001642708,0.019514869741059825,0.30092717475859077
22.17813777,327.5387878,326.1717888150533,1.366998984946747,325.8482887437684,0.019704949937389107,0.30379512134747955
22.18542436,327.6584778,326.2094499245203,1.4490278754797146,325.88284126868064,0.019897819611328353,0.3067108362283604
22.19271094,327.4720764,326.2471266163268,1.2249497836731962,325.9173576441689,0.020093533042714475,0.3096754391151977
22.19999752,327.4013367,326.2848201600507,1.1165165399493162,325.95183791767715,0.020292146655635137,0.3126900957178863
22.20728411,327.6730652,326.3225318620223,1.3505333379777085,325.9862821364513,0.020493718282474458,0.31575600728854164
22.21457069,327.9135742,326.36026291129184,1.553311288708187,326.02069020595013,0.02069830635770514,0.31887439898401815
22.22185727,327.9108582,326.3980146915487,1.512843508451283,326.05506217346897,0.020905971620633148,0.32204654645912273
22.22914385,327.92568969999996,326.4357885755823,1.4899011244176563,326.08939803900785,0.021116776057593812,0.3252737605168452
22.23643044,328.071106,326.4735860304291,1.5975199695708966,326.1236978496146,0.021330783518626762,0.3285573972958561
22.24371702,327.95642089999996,326.51140841143166,1.4450124885682953,326.157961511144,0.02154805858609127,0.3318988417015662
22.2510036,327.7537537,326.54925727512267,1.204496424877334,326.19218907069353,0.021768668386239188,0.33529953604292706
22.25829018,327.741333,326.5871341734917,1.1541988265083205,326.22638052826306,0.02199268147019283,0.33876096375840137
22.26557677,327.7908936,326.62504075968445,1.1658528403155515,326.26053593070225,0.02222016847318244,0.3422846605090488
22.27286335,327.91931150000005,326.66297858175295,1.2563329182470966,326.29465518426235,0.02245120091605925,0.34587219657456275
22.28014993,327.7077026,326.70094939674976,1.0067532032502413,326.32873833584244,0.022685853135412645,0.34952520777191465
22.28743652,327.56192020000003,326.7389550169174,0.8229651830826583,326.3627854321436,0.022924201428491026,0.35324538334531247
22.2947231,327.5340271,326.7769971551544,0.7570299448456126,326.3967963797144,0.02316632311086783,0.35703445232916714
22.30200968,327.9623108,326.8150777402048,1.1472330597952123,326.43077122530514,0.02341229854252702,0.360894216357113
22.30929626,327.924469,326.8531987104215,1.0712702895784787,326.4647099689159,0.023662209890618045,0.3648265316149891
22.31658285,327.9658508,326.89136212076005,1.0744886792399484,326.49861265704953,0.023916141873751094,0.36883332183676104
22.32386943,327.92721560000007,326.9295699357894,0.9976456642106655,326.5324791966509,0.0241741804335613,0.3729165587049341
22.33115601,327.94345089999996,326.9678243466261,0.9756265533738429,326.56630963427233,0.024436414899200943,0.3770782974545988
22.3384426,328.102356,327.00612761691275,1.0962283830872366,326.6001040162679,0.024702937044300863,0.38132066360053773
22.34572918,328.2622986,327.04448192777807,1.217816672221943,326.6338622498798,0.024973840043190886,0.3856458378550456
22.35301576,328.2394409,327.08288969632275,1.1565512036772247,326.66758438151186,0.025249220747835307,0.39005609406308467
22.36030234,327.93936160000004,327.1213533686599,0.8180082313401158,326.70127041116393,0.02552917831647658,0.3945537791795351
22.36758893,327.7130432,327.15987552875043,0.5531676712495823,326.734920384992,0.025813815059360576,0.3991413286990674
22.37487551,327.5580139,327.1984586904132,0.35955520958680154,326.7685342106346,0.026103234962326763,0.4038212448163071
22.38216209,327.72039789999997,327.23710561825663,0.4832922817433314,326.8021119342973,0.02639754612652526,0.40859613783283066
22.38944867,327.6543579,327.2758191202103,0.37853877978966466,326.83565355598,0.026696859312427153,0.4134687049178732
22.39673526,327.67730710000006,327.31460215773745,0.3627049422626101,326.86915912164056,0.027001288852503184,0.4184417472444033
22.40402184,327.838562,327.35345763715554,0.48510436284448133,326.9026285393138,0.027310951081133922,0.4235181467605876
22.41130842,327.71804810000003,327.3923887335149,0.3256593664851266,326.9360618550071,0.02762596695356082,0.4287009115542477
22.41859501,327.33789060000004,327.43139873615297,-0.09350813615293418,326.9694591145296,0.02794646094254546,0.4339931606808234
22.42588159,327.200531,327.47049089262185,-0.2699598926218414,327.00282022621354,0.028272559807512303,0.4393981066008162
22.43316817,327.58663939999997,327.50966873516387,0.0769706648360966,327.0361452359175,0.028604395360045106,0.44491910388632183
22.44045475,327.96148680000005,327.54893587221164,0.4125509277884021,327.06943414364144,0.028942102844172216,0.45055962572600067
22.44774134,328.30963130000004,327.58829610177435,0.7213351982256881,327.1026869949964,0.02928582198571608,0.45632328479223416
22.45502792,328.6218872,327.6277532013675,0.994133998632492,327.135903698711,0.0296356952403366,0.4622138074162075
22.4623145,328.5074463,327.6673112585579,0.8401350414421245,327.16908430044555,0.029991870772633742,0.4682350873397202
22.46960109,328.29162599999995,327.70697451632674,0.5846514836732126,327.2022288456625,0.03035450123532621,0.4743911694289117
22.47688767,328.39102169999995,327.7467472163001,0.64427448369986,327.2353372433876,0.03072374239930172,0.48068623051319104
22.48417425,328.5932617,327.78663393287906,0.8066277671209718,327.2684095391328,0.03109975630819577,0.48712463743804774
22.49146083,328.63824460000006,327.8266393636054,0.8116052363946551,327.30144573289806,0.03148270947296368,0.4937109212344092
22.49874742,328.5175171,327.8667684470637,0.6507486529363291,327.3344458699475,0.03187277408910771,0.5004498030270996
22.506034,328.3778381,327.9070261512651,0.4708119487349336,327.36740985970323,0.03227012607741903,0.5073461654844316
22.51332058,328.3352966,327.94741781340525,0.3878787865947402,327.40033774747917,0.03267494849563334,0.5144051174304616
22.52060716,328.57498169999997,327.987948929604,0.5870327703959788,327.43322953327504,0.033087429616106036,0.5216319667128207
22.52789375,328.94638060000005,328.0286252762249,0.9177553237751681,327.4660852621569,0.03350776425670931,0.5290322498112605
22.53518033,329.1691895,328.06945269737855,1.0997368026214644,327.49890484394336,0.03393615169054096,0.5366117017446606
22.54246691,328.86224369999996,328.1104374514742,0.7518062485257815,327.5316883237499,0.03437279934476542,0.5443763283795233
22.5497535,328.98080439999995,328.15158605701026,0.8292183429896909,327.5644357464937,0.034817921369887136,0.5523323891466962
22.55704008,329.028656,328.1929051351885,0.8357508648115299,327.5971470222908,0.035271737016221195,0.560486375881456
22.56432666,329.2413635,328.23440176248744,1.0069617375125404,327.6298221961079,0.03573447457072485,0.5688450918087901
22.57161324,329.23632810000004,328.27608325957755,0.9602448404224901,327.6624612679451,0.036206369209986614,0.5774156224224283
22.57889983,328.97640989999996,328.3179573207085,0.6584525792914633,327.69506428252134,0.03668766457002497,0.586205373617118
22.58618641,328.647644,328.36003179992514,0.2876122000748751,327.7276311503491,0.03717861040293797,0.5952220391730871
22.59347299,328.47625730000004,328.40231507318185,0.07394222681818974,327.7601619161969,0.03767946686570739,0.6044736901192141
22.60075958,328.2400818,328.44481588560694,-0.20473408560695816,327.79265662463513,0.038190502941447,0.6139687580303685
22.60804616,328.54595950000004,328.4875431947263,0.05841630527373809,327.82511518647345,0.03871199463200312,0.623716013620815
22.61533274,329.0947876,328.5305065411014,0.5642810588986436,327.8575376463318,0.03924422954037178,0.633724665229192
22.62261932,329.259552,328.5737158373059,0.6858361626941019,327.8899240042103,0.039787504472786124,0.644004328622783
22.62990591,329.2546082,328.6171815092764,0.6374266907236006,327.92227430448105,0.04034212731419606,0.6545650774811707
22.63719249,329.0095215,328.660914282167,0.34860721783297777,327.95458845835,0.040908414400393944,0.6654174094166664
22.64447907,328.98962400000005,328.70492556461596,0.2846984353840867,327.986866510239,0.04148669553780083,0.6765723588391863
22.65176565,328.5627747,328.74922723857,-0.18645253856999489,328.0191084601481,0.04207731145088853,0.6880414669709555
22.65905224,328.58633419999995,328.7938318100516,-0.20749761005163236,328.0513143522514,0.0426806158720364,0.6998368419281399
22.66633882,328.55023189999997,328.8387521956889,-0.2885202956889543,328.08348409815096,0.0432969727371877,0.7119711248007595
22.6736254,328.7203369,328.8840021238525,-0.16366522385249027,328.11561774207064,0.043926761704283876,0.7244576200775563
22.68091199,328.46423339999996,328.92959598915076,-0.4653625891508,328.1477153280358,0.0445703763318486,0.7373102847830825
22.68819857,328.2793579,328.97554870117375,-0.6961908011737705,328.1797767679461,0.04522822195540939,0.7505437112722173
22.69548515,328.38388060000005,329.0218761009629,-0.6379955009628588,328.21180210587636,0.04590072162714577,0.7641732734594242
22.70277173,328.52581789999994,329.0685947550491,-0.5427768550491692,328.2437913418267,0.04658831327650922,0.7782150999458978
22.71005832,328.6016541,329.115722129554,-0.5140680295539823,328.27574451962437,0.0472914522693276,0.7926861576603138
22.7173449,328.68396,329.1632763809292,-0.47931638092916273,328.3076615515653,0.048010608273745044,0.8076042210901718
22.72463148,328.84329219999995,329.21127679742466,-0.3679845974247087,328.3395424815262,0.048746271835978246,0.8229880440624763
22.73191807,328.795105,329.2597436649687,-0.4646386649687315,328.3713873531858,0.049498952416471245,0.838857359366418
22.73920465,328.6809082,329.3086981260141,-0.6277899260141453,328.4031960791374,0.05026917606297646,0.855232870813759
22.74649123,328.3990784,329.3581626440409,-0.9590842440408665,328.4349687031089,0.05105749252886999,0.8721364484031102
22.75377781,328.3631287,329.4081608082701,-1.0450321082701066,328.46670522510055,0.05186447213769967,0.8895911110318645
22.7610644,328.4719543,329.4587175447446,-0.9867632447446226,328.49840568859264,0.05269070897783142,0.9076211471741171
22.76835098,328.9013977,329.509858918559,-0.6084612185590004,328.53007000657476,0.05353681742386485,0.9262520945604171
22.77563756,329.18350219999996,329.5616126364695,-0.3781104364695125,328.561698222577,0.05440344008313564,0.9455109738093562
22.78292414,329.55538939999997,329.6140078628414,-0.058618462841423025,328.59329033659924,0.05529124449664211,0.9654262817454867
22.79021073,329.77581789999994,329.6670754614434,0.10874243855653276,328.6248463919238,0.05620092680172076,0.9860281427178781
22.79749731,329.86044310000005,329.72084781008465,0.13959528991540537,328.65636630193666,0.05713320806054489,1.0073483000874628
22.80478389,329.6221619,329.7753593523638,-0.15319745236382687,328.6878501099695,0.05808884317994072,1.0294203992143696
22.81207048,329.63342289999997,329.830646507219,-0.19722360721902987,328.71929785915603,0.059068618825024434,1.052280029237969
22.81935706,329.7542725,329.88674756953816,-0.13247506953814536,328.7507094631795,0.06007335084536188,1.0759647555132963
22.82664364,330.0531921,329.94370330824125,0.10948879175873572,328.78208496522296,0.061103894041252285,1.1005144489770617
22.83393022,330.17639160000004,330.0015568177571,0.17483478224295368,328.81342436528644,0.06216113862241334,1.1259713138482392
22.84121681,330.1935425,330.06035384042247,0.13318865957751314,328.84472770630543,0.06324601495681105,1.152380119160218
22.84850339,330.0161438,330.12014262097324,-0.10399882097323143,328.87599490235954,0.06435948960808321,1.179788229005609
22.85578997,330.0021362,330.1809745830436,-0.17883838304362598,328.9072259964337,0.06550257642388643,1.208246010186067
22.86307656,329.88269039999994,330.2429043010501,-0.3602139010501446,328.9384210313146,0.06667633454558554,1.2378069351899097
22.87036314,329.434082,330.3059894626032,-0.8719074626031897,328.96957992137925,0.067881865832897,1.2685276753910417
22.87764972,329.35406489999997,330.3702916198515,-1.0162267198515451,329.000702709464,0.06912032712546942,1.300468583262016
22.8849363,329.6595764,330.43587611177827,-0.7762997117782788,329.0317893955688,0.07039292661397788,1.3336937895954761
22.89222289,329.9859924,330.50281252265586,-0.5168201226558722,329.06284002228233,0.07170093020724222,1.3682715701663037
22.89950947,329.96936039999997,330.57117461661744,-0.6018142166174698,329.09385450437765,0.07304565746532254,1.4042744547744612
22.90679605,330.3564758,330.64104121682766,-0.284565416827661,329.124832884493,0.07442849575283565,1.4417798365818386
