File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,hcp FeNiSi a,hcp FeNiSi c,extrapeak a,hcp FeNiSi Vol,hcp FeNiSi c/a,extrapeak Vol
FeNiSi_DAC13_P6d_025,0.0014702305520300713,0.061482263395617846,23,28.8,0.860255,3,2.3360689182865726,3.6030022909775887,2.9843476691230983,17.02811098666318,1.5423356146616893,26.579588190730544
