# == pyFAI calibration ==
# SplineFile: None
# PixelSize: 7.900e-05, 7.900e-05 m
# PONI: 1.411e-01, 1.028e-01 m
# Distance Sample to Detector: 0.252389920345 m
# Rotations: 0.001947 0.002954 0.000003 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 252.392 mm
# Center: x=1295.273, y=1795.185 pix
# Tilt: 0.203 deg  TiltPlanRot: 123.397 deg
# 
# Wavelength: 8.603e-11
# Polarization factor: 0.99
# Normalization factor: None
#
# 2th_deg	 I
3.335335913E+00  6.937192871E+03
3.345515043E+00  6.946548340E+03
3.355694174E+00  6.968396484E+03
3.365873304E+00  6.954566895E+03
3.376052435E+00  6.948458984E+03
3.386231566E+00  6.950836426E+03
3.396410696E+00  6.970000977E+03
3.406589827E+00  6.986270020E+03
3.416768958E+00  6.995604492E+03
3.426948088E+00  7.016862793E+03
3.437127219E+00  7.052045410E+03
3.447306349E+00  7.094885742E+03
3.457485480E+00  7.118981445E+03
3.467664611E+00  7.121963379E+03
3.477843741E+00  7.139964355E+03
3.488022872E+00  7.160204102E+03
3.498202002E+00  7.160735352E+03
3.508381133E+00  7.146776367E+03
3.518560264E+00  7.150943359E+03
3.528739394E+00  7.172442871E+03
3.538918525E+00  7.175847656E+03
3.549097656E+00  7.179416992E+03
3.559276786E+00  7.178611328E+03
3.569455917E+00  7.197717285E+03
3.579635047E+00  7.221110352E+03
3.589814178E+00  7.238942383E+03
3.599993309E+00  7.235382812E+03
3.610172439E+00  7.234968262E+03
3.620351570E+00  7.245213867E+03
3.630530701E+00  7.271504883E+03
3.640709831E+00  7.288614258E+03
3.650888962E+00  7.325181152E+03
3.661068092E+00  7.361621094E+03
3.671247223E+00  7.383505371E+03
3.681426354E+00  7.383125488E+03
3.691605484E+00  7.383451660E+03
3.701784615E+00  7.391908691E+03
3.711963745E+00  7.413658203E+03
3.722142876E+00  7.418743652E+03
3.732322007E+00  7.438698242E+03
3.742501137E+00  7.451556641E+03
3.752680268E+00  7.455008301E+03
3.762859399E+00  7.462607422E+03
3.773038529E+00  7.458333008E+03
3.783217660E+00  7.457039551E+03
3.793396790E+00  7.457529785E+03
3.803575921E+00  7.464222168E+03
3.813755052E+00  7.469688477E+03
3.823934182E+00  7.479596680E+03
3.834113313E+00  7.483157227E+03
3.844292444E+00  7.481732422E+03
3.854471574E+00  7.492166992E+03
3.864650705E+00  7.490308594E+03
3.874829835E+00  7.490425781E+03
3.885008966E+00  7.488010742E+03
3.895188097E+00  7.500698242E+03
3.905367227E+00  7.501428711E+03
3.915546358E+00  7.498853027E+03
3.925725488E+00  7.498852539E+03
3.935904619E+00  7.486098145E+03
3.946083750E+00  7.469020508E+03
3.956262880E+00  7.473913574E+03
3.966442011E+00  7.483752441E+03
3.976621142E+00  7.494003418E+03
3.986800272E+00  7.493979980E+03
3.996979403E+00  7.494462402E+03
4.007158533E+00  7.498241699E+03
4.017337664E+00  7.499664551E+03
4.027516795E+00  7.489140137E+03
4.037695925E+00  7.493438965E+03
4.047875056E+00  7.509907715E+03
4.058054187E+00  7.523248535E+03
4.068233317E+00  7.509009277E+03
4.078412448E+00  7.496510254E+03
4.088591578E+00  7.499128418E+03
4.098770709E+00  7.508851562E+03
4.108949840E+00  7.512634277E+03
4.119128970E+00  7.517313477E+03
4.129308101E+00  7.535041992E+03
4.139487231E+00  7.535304688E+03
4.149666362E+00  7.535121582E+03
