Fit results
,Deviator,norm,background
value,1.534E-01,-1.60859E+01, 3.00727E+00
error,0.000E+00, 3.76301E+00, 3.18932E-01

Correlation matrix
,norm,background
norm, 1.00000E+00,-9.88135E-01
background,-9.88135E-01, 1.00000E+00

Iteration history
Deviator,Quality,norm,,background,,
7.003E+00, 5.034E+00,-7.000E+00,  , 3.000E+00,  
3.135E+00, 2.120E+00,-7.800E+00, L, 2.720E+00,  
1.445E+00, 8.362E-01,-8.680E+00, L, 2.570E+00,  
8.057E-01, 2.445E-01,-9.648E+00, L, 2.507E+00,  
6.144E-01, 4.605E-03,-1.071E+01, L, 2.527E+00,  
5.110E-01, 1.019E-02,-1.188E+01, L, 2.658E+00,  
3.200E-01, 1.139E-01,-1.317E+01, L, 2.787E+00,  
1.815E-01, 1.047E-02,-1.442E+01,  , 2.823E+00,  
1.740E-01, 2.186E-02,-1.480E+01,  , 2.872E+00,  
1.987E-01, 1.342E-01,-1.637E+01, L, 3.135E+00,  
1.799E-01, 2.068E-02,-1.464E+01, L, 2.885E+00,  
1.556E-01, 4.503E-03,-1.620E+01, L, 3.001E+00,  
1.534E-01, 1.124E-06,-1.610E+01,  , 3.008E+00,  
1.534E-01,,-1.609E+01,  , 3.007E+00,  
