File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,bcc FeNiSi a,bcc FeNiSi Vol
FeNiSi_DAC14_P2a_006,0.0029933733956698646,0.06777754981160546,24,26,0.860255,3,2.817242086776051,22.36003623913875
