,bcc FeNiSi Peak 0 Intensity,bcc FeNiSi Peak Width,bcc FeNiSi Peak Shape,bcc FeNiSi a,Background 0,Background 1,Background 2
bcc FeNiSi Peak 0 Intensity,2.0333729164349035,-0.007747006854223299,-0.34913747737033207,-1.096556925342326e-06,137.69196570237335,-11.024292235750393,0.22061923682439077
bcc FeNiSi Peak Width,-0.007747006854223299,3.958628001144355e-05,0.0013780307804583797,2.7557589413884738e-09,-0.009925583038822452,0.0007168860585813745,-1.3674155762068033e-05
bcc FeNiSi Peak Shape,-0.34913747737033207,0.0013780307804583793,0.060233500061928485,1.7606151387545155e-07,-20.299135815308603,1.6247743392483975,-0.03251112818819195
bcc FeNiSi a,-1.0965569253423258e-06,2.7557589413884738e-09,1.7606151387545155e-07,6.080573535231413e-09,-0.0008335517666889306,6.517223106576737e-05,-1.2723889377665327e-06
Background 0,137.69196570237338,-0.009925583038822452,-20.299135815308603,-0.0008335517666889307,86189.74208394748,-6903.808620861281,138.13626187678744
Background 1,-11.024292235750393,0.0007168860585813741,1.6247743392483973,6.517223106576736e-05,-6903.80862086128,553.021971312943,-11.06576670569203
Background 2,0.22061923682439075,-1.3674155762068033e-05,-0.03251112818819195,-1.2723889377665323e-06,138.13626187678744,-11.065766705692031,0.2214321092686472
