File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,bcc FeNiSi a,bcc FeNiSi Vol
FeNiSi_DAC14_P1a_004,0.0026422195429435893,0.08160369495868583,24,26,0.860255,3,2.8221676818377284,22.477522581549543
