Fit results
,Deviator,norm,background
value,2.877E+00, 1.09054E+01, 2.40551E+00
error,0.000E+00, 2.01819E+00, 2.27613E-01

Correlation matrix
,norm,background
norm, 1.00000E+00,-7.10119E-01
background,-7.10119E-01, 1.00000E+00

Iteration history
Deviator,Quality,norm,,background,,
1.141E+01, 1.270E+01, 1.200E+01,  , 3.000E+00,  
3.498E+00, 1.046E+00, 1.071E+01,  , 2.600E+00, L
2.896E+00, 4.645E-02, 1.066E+01,  , 2.447E+00,  
2.878E+00, 2.130E-03, 1.097E+01,  , 2.396E+00,  
2.877E+00, 1.953E-04, 1.089E+01,  , 2.408E+00,  
2.877E+00, 2.031E-05, 1.091E+01,  , 2.404E+00,  
2.877E+00,, 1.091E+01,  , 2.406E+00,  
