@page size 600,600
@view 0.12,0.1,0.97,0.93
@subtitle "PHOENIX module phox, 01/26/18 at 13:58:12 -08:00"
@xaxes scale Normal
@yaxes scale Normal
@xaxis label "energy (meV)"
@yaxis label "normalized data (1/eV)"
@s0 errorbar size 0.0
@type xydy
 -7.91557E+01 -4.87575E-02  2.22682E-03
 -7.89091E+01  2.36700E-02  2.01313E-01
 -7.86625E+01  8.25379E-02  2.23034E-01
 -7.84159E+01  1.12267E-02  4.48278E-02
 -7.81693E+01 -8.59991E-02  0.00000E+00
 -7.79227E+01 -8.92682E-02  0.00000E+00
 -7.76761E+01 -1.03694E-02  2.00438E-01
 -7.74295E+01  8.50855E-02  2.25482E-01
 -7.71829E+01  2.16247E-02  1.20738E-01
 -7.69364E+01  8.70376E-02  1.76147E-01
 -7.66898E+01  1.26034E-01  1.48434E-01
 -7.64432E+01 -3.97913E-02  2.17391E-02
 -7.61966E+01 -8.88805E-02  2.76206E-02
 -7.59500E+01 -2.78881E-02  8.95033E-02
 -7.57034E+01  3.44691E-02  1.00108E-01
 -7.54568E+01 -2.30067E-02  4.62090E-02
 -7.52102E+01 -1.27354E-02  6.04297E-02
 -7.49636E+01  4.44221E-02  6.80291E-02
 -7.47170E+01  3.53511E-03  4.60665E-02
 -7.44704E+01 -2.80626E-02  4.01980E-02
 -7.42239E+01 -4.38829E-02  2.63676E-02
 -7.39773E+01 -4.11982E-02  4.91815E-02
 -7.37307E+01  1.53034E-02  7.18175E-02
 -7.34841E+01  7.32031E-02  7.16623E-02
 -7.32375E+01  1.49932E-02  5.38613E-02
 -7.29909E+01  3.50489E-02  7.68128E-02
 -7.27443E+01  9.42105E-02  7.91038E-02
 -7.24977E+01  1.28056E-02  4.86221E-02
 -7.22511E+01 -7.54615E-03  5.53538E-02
 -7.20045E+01  2.96376E-02  6.58676E-02
 -7.17579E+01  2.15985E-02  6.94619E-02
 -7.15114E+01  5.05976E-02  7.25315E-02
 -7.12648E+01  7.07976E-02  6.99514E-02
