Fit results
,Deviator,background
value,1.221E+00, 8.65986E-01
error,0.000E+00, 1.11164E-01

Iteration history
Deviator,Quality,background,,
6.421E+01, 2.429E+01, 3.000E+00,  
4.236E+01, 1.747E+01, 2.600E+00, L
2.684E+01, 1.230E+01, 2.240E+00, L
1.604E+01, 8.379E+00, 1.916E+00, L
8.888E+00, 5.394E+00, 1.624E+00, L
4.456E+00, 3.130E+00, 1.362E+00, L
2.088E+00, 1.460E+00, 1.126E+00, L
1.241E+00, 5.760E-02, 9.132E-01, L
1.221E+00, 1.471E-05, 8.668E-01,  
1.221E+00,, 8.660E-01,  
