Vj,Vk,xi(Vk/Vj),dxi(Vk/Vj),Vi,xi(Vj/Vi),dxi(Vj/Vi),Vk/Vi,xi(Vk/Vi),dxi(Vk/Vi)
19.901,19.901,1.0,0.0151,18.397,1.1435,0.0195,1.0818,1.1435,0.026
19.901,19.305,0.9485,0.0178,18.397,1.1435,0.0195,1.0494,1.0846,0.0275
19.901,19.087,0.9095,0.0182,18.397,1.1435,0.0195,1.0375,1.04,0.0273
19.901,17.829,0.8445,0.0196,18.397,1.1435,0.0195,0.9691,0.9657,0.0278
19.901,17.258,0.7925,0.0268,18.397,1.1435,0.0195,0.9381,0.9062,0.0343
19.305,19.901,1.04,0.024,18.397,1.086,0.0184,1.0818,1.1294,0.0323
19.305,19.305,1.0,0.0156,18.397,1.086,0.0184,1.0494,1.086,0.025
19.305,19.087,0.9505,0.0192,18.397,1.086,0.0184,1.0375,1.0322,0.0272
19.305,17.829,0.8865,0.0195,18.397,1.086,0.0184,0.9691,0.9627,0.0267
19.305,17.258,0.8365,0.0275,18.397,1.086,0.0184,0.9381,0.9084,0.0336
19.087,19.901,1.0985,0.0176,18.397,1.04,0.0195,1.0818,1.1424,0.0282
19.087,19.305,1.0525,0.0185,18.397,1.04,0.0195,1.0494,1.0946,0.0281
19.087,19.087,1.0,0.0163,18.397,1.04,0.0195,1.0375,1.04,0.0258
19.087,17.829,0.9275,0.02,18.397,1.04,0.0195,0.9691,0.9646,0.0276
19.087,17.258,0.8795,0.028,18.397,1.04,0.0195,0.9381,0.9147,0.0338
18.397,19.901,1.1435,0.0195,18.397,1.0,0.0191,1.0818,1.1435,0.0293
18.397,19.305,1.086,0.0184,18.397,1.0,0.0191,1.0494,1.086,0.0277
18.397,19.087,1.04,0.0195,18.397,1.0,0.0191,1.0375,1.04,0.0278
18.397,17.829,0.955,0.0215,18.397,1.0,0.0191,0.9691,0.955,0.0282
18.397,17.258,0.9125,0.0288,18.397,1.0,0.0191,0.9381,0.9125,0.0337
17.829,19.901,1.1915,0.0186,18.397,0.955,0.0215,1.0818,1.1379,0.0312
17.829,19.305,1.126,0.0189,18.397,0.955,0.0215,1.0494,1.0753,0.0302
17.829,19.087,1.073,0.0209,18.397,0.955,0.0215,1.0375,1.0247,0.0305
17.829,17.829,1.0,0.0189,18.397,0.955,0.0215,0.9691,0.955,0.0281
17.829,17.258,0.9385,0.0299,18.397,0.955,0.0215,0.9381,0.8963,0.035
17.258,19.901,1.2635,0.0196,18.397,0.9125,0.0288,1.0818,1.1529,0.0405
17.258,19.305,1.1955,0.0208,18.397,0.9125,0.0288,1.0494,1.0909,0.0393
17.258,19.087,1.158,0.0255,18.397,0.9125,0.0288,1.0375,1.0567,0.0407
17.258,17.829,1.0625,0.0212,18.397,0.9125,0.0288,0.9691,0.9695,0.0362
17.258,17.258,1.0,0.0284,18.397,0.9125,0.0288,0.9381,0.9125,0.0387
