File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,hcp FeNi a,hcp FeNi c,extrapeak a,hcp FeNi Vol,hcp FeNi c/a,extrapeak Vol
FeNi_DAC11_P6a_023,0.0017008147945046295,0.034374774326832544,22,29,0.860255,3,2.3886853436716504,3.7909693840481893,2.964699941772041,18.73263186692113,1.5870526413583996,26.058069287648514
