Parameters,Values,Std
hcp FeNi Peak 0 Intensity,19.027495728247366,0.24505970966410232
hcp FeNi Peak 1 Intensity,8.164566037648622e-07,0.096634856259622
hcp FeNi Peak 2 Intensity,32.394370039278385,0.35336939427617026
extrapeak Peak 0 Intensity,5.493426871746018,0.8220158971475005
hcp FeNi Peak Width,0.22377076630567092,0.001403213314741428
extrapeak Peak Width,0.20943410853333555,0.006189016484947952
hcp FeNi Peak Shape,0.04064382113199671,0.002446768433189162
extrapeak Peak Shape,0.6318223786063054,0.12813726103751913
hcp FeNi a,2.3886853436716504,0.0002083774327834672
hcp FeNi c,3.7909693840481893,0.0011961937442117629
extrapeak a,2.964699941772041,9.773650292779884e-05
Background 0,656.1146128186531,4.439884768170936
Background 1,-33.82770222226746,0.35054262517157747
Background 2,0.9207385295269265,0.006870190941751831
