File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,hcp FeNi a,hcp FeNi c,extrapeak a,hcp FeNi Vol,hcp FeNi c/a,extrapeak Vol
FeNi_DAC11_P8b_029,0.0020762951378712727,0.045551994621118086,22,30,0.860255,4,2.341293030250994,3.706901093335206,2.959605405144501,17.5975891773911,1.5832708872574632,25.923965535742024
