File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,hcp FeNi a,hcp FeNi c,extrapeak a,hcp FeNi Vol,hcp FeNi c/a,extrapeak Vol
FeNi_DAC11_P5b_020,0.00210832573123809,0.041796492919004544,22,29,0.860255,3,2.400780531030509,3.837375055707441,2.9636304725406033,19.154455061769053,1.5983864439538291,26.029879333824187
