E,DOS
0.24659099999999998,0.001309934649371802
0.49318199999999995,0.0052438773577592685
0.7397729999999999,0.011922642391815803
0.9863639999999999,0.021363581713735414
1.23295,0.03328416085600676
1.47955,0.046919504878599534
1.7261400000000002,0.061525070869646196
1.9727299999999999,0.0773746236825273
2.21932,0.09597354092159599
2.46591,0.1192249494258532
2.7125,0.14781126135899858
2.95909,0.1811910715346296
3.20568,0.21714143027385008
3.4522699999999995,0.25225315089326467
3.69886,0.28521166812225257
3.94545,0.3180966842591974
4.19205,0.35929792933374227
4.43864,0.41392352125685494
4.685230000000001,0.4660405334894923
4.93182,0.5086223960398093
5.1784099999999995,0.545354734193716
5.425,0.5866323448378031
5.67159,0.6438730280056401
5.91818,0.7184603268428006
6.16477,0.8017163396927681
6.41136,0.8842768378549609
6.65795,0.9550508166307273
6.904539999999999,0.9860861545094285
7.15114,1.0023314598564672
7.39773,1.0310088099977515
7.64432,1.0889243745998842
7.890910000000001,1.2206633612002038
8.1375,1.4052903531521626
8.384089999999999,1.5708885829460024
8.63068,1.6611741196225107
8.87727,1.6898782093528626
9.12386,1.704582245893614
9.37045,1.7839293195516095
9.61704,1.9379444538699067
9.86364,2.0737077282145284
10.1102,2.124203840674803
10.3568,2.119185513701254
10.6034,2.143141760785034
10.85,2.279906814469007
11.0966,2.5515247056765866
11.3432,2.8229902222035634
11.5898,2.984384716325821
11.8364,3.0334474239581874
12.083,3.0397929553277123
12.3295,3.0383172264642475
12.5761,3.120538613450203
12.8227,3.3031132312078304
13.0693,3.5118084902957514
13.3159,3.7682389103266343
13.5625,4.0214411964888
13.8091,4.192119154795356
14.0557,4.203178640458108
14.3023,3.9968223870831974
14.5489,3.6643826096700063
14.7955,3.491541320547785
15.042,3.7162807530160724
15.2886,4.314391595308835
15.5352,5.074738765975769
15.7818,5.55443279523236
16.0284,5.557033684030576
16.275,5.291610094706637
16.5216,5.023120211887311
16.7682,4.909913835265105
17.0148,4.948789042599696
17.2614,5.0982780230939175
17.508,5.423974751536054
17.7545,5.9764881235652645
18.0011,6.567062872178463
18.2477,6.993491993932386
18.4943,7.214750167284101
18.7409,7.1929447116667635
18.9875,7.159062562132183
19.2341,7.316376145401849
19.4807,7.613651099809018
19.7273,7.828046019412487
19.9739,8.000966216841036
20.2205,8.209348857400347
20.467,8.64040393275311
20.7136,9.603609225564476
20.9602,10.89068250780736
21.2068,11.857621318724153
21.4534,11.991899010256022
21.7,11.379542523113363
21.9466,10.682709934625537
22.1932,10.307263996817134
22.4398,10.437794285665722
22.6864,11.030094578497147
22.933,11.732669811760237
23.1795,12.257670152827332
23.4261,12.763818292545567
23.6727,13.493361084215962
23.9193,14.352438095879016
24.1659,15.101057135466773
24.4125,15.424275786685998
24.6591,15.282446650895434
24.9057,15.075763283608588
25.1523,15.362666228334977
25.3989,16.080516991256484
25.6455,16.760703842277064
25.892,17.008907184568553
26.1386,16.89283857747748
26.3852,16.84230184058758
26.6318,17.303150540935718
26.8784,18.424987575975035
27.125,19.95019146884647
27.3716,21.39766044980012
27.6182,22.187633284044676
27.8648,22.179913880264856
28.1114,21.74266448556141
28.358,21.361538865169003
28.6045,21.718349142531352
28.8511,23.139467536126347
29.0977,25.395452148349978
29.3443,27.812473511704695
29.5909,29.571473847236092
29.8375,30.654359217247926
30.0841,31.32053768989114
30.3307,31.78050246165118
30.5773,32.71027751522058
30.8239,34.332444242499044
31.0705,36.051672236814056
31.317,37.278849200390816
31.5636,38.52034048578386
31.8102,40.22458225987027
32.0568,42.80790821667026
32.3034,46.12524719903239
32.55,49.231392937650945
32.7966,51.522977076009575
33.0432,53.4108973549245
33.2898,55.106150514252036
33.5364,56.27374250960755
33.783,57.157051261882465
34.0295,58.148615440557315
34.2761,59.51193594274423
34.5227,61.58484098437239
34.7693,64.85401607557215
35.0159,68.78469338773093
35.2625,72.04489433675253
35.5091,73.63405561364638
35.7557,73.63357581623612
36.0023,72.76432526918185
36.2489,72.27126931094085
36.4955,72.90273488151212
36.742,74.63937686283926
36.9886,77.31956057177328
37.2352,80.59745973390392
37.4818,83.70973356078596
37.7284,85.97116959837447
37.975,87.1673008982756
38.2216,86.66473257339527
38.4682,84.51648389668965
38.7148,81.62603875515569
38.9614,79.0146566686635
39.208,76.78845781099778
39.4545,75.55684293427599
39.7011,75.82686826443248
39.9477,77.14594999532002
40.1943,78.00685712107285
40.4409,77.66035790947457
40.6875,75.8749970130919
40.9341,72.92979733850159
41.1807,69.91447210978268
41.4273,68.79931140170869
41.6739,70.35655076010751
41.9205,73.43074264500659
42.167,75.73826507701166
42.4136,75.86400365160334
42.6602,74.16037515886258
42.9068,71.88120072098744
43.1534,70.12971254467195
43.4,69.19550091802628
43.6466,68.78314275871321
43.8932,67.66609942867541
44.1398,65.13284705600088
44.3864,62.18247835681748
44.6329,60.62325589682555
44.8795,61.76902884977368
45.1261,65.49242249428373
45.3727,70.14127158965417
45.6193,73.52578631918034
45.8659,74.69499880560451
46.1125,73.60738446279282
46.3591,71.22046857105573
46.6057,69.18298048980125
46.8523,67.63520372671444
47.0989,67.6824109903917
47.3454,70.11898803349885
47.592,74.25171559222606
47.8386,79.12994967716445
48.0852,83.0359588893823
48.3318,84.40983559821733
48.5784,82.98023166709564
48.825,80.30581870823283
49.0716,78.45576945644602
49.3182,78.04517859477477
49.5648,78.3443666241243
49.8114,78.37694882324635
50.0579,77.52191838041466
50.3045,75.40384177749499
50.5511,73.23986874244567
50.7977,72.96687154814245
51.0443,73.81513537340322
51.2909,74.77162706366123
51.5375,74.44516616821997
