2theta,Intensity,Model,Residual,Background,bcc FeNi
23.18558649,1453.08667,1447.8672950132125,5.219374986787443,1444.6886033185292,3.1786916946833697
23.19289378,1451.8496089999999,1447.1219291304683,4.727679869531585,1443.9045133041,3.217415826368241
23.20020107,1450.6147460000002,1446.3761739793085,4.238572020691663,1443.1193222137717,3.256851765536785
23.20750836,1449.516968,1445.6300471087573,3.886920891242653,1442.3330300475463,3.297017061211013
23.21481565,1448.3813480000001,1444.8835666118875,3.497781388112571,1441.5456368054247,3.3379298064627396
23.22212294,1447.133179,1444.136751146178,2.9964278538218423,1440.7571424874031,3.3796086587748855
23.22943022,1445.356812,1443.389620977435,1.9671910225649754,1439.9675481747963,3.422072802638743
23.23673751,1443.4920650000001,1442.6421939117547,0.8498710882454361,1439.1768517064875,3.465342205267293
23.2440448,1441.4335939999999,1441.8944914534266,-0.4608974534266963,1438.3850541622805,3.5094372911460043
23.25135209,1440.2230220000001,1441.1465347397714,-0.9235127397712404,1437.5921555421755,3.5543791975957877
23.25865938,1438.517334,1440.3983455886878,-1.8810115886878975,1436.7981558461734,3.600189742514469
23.26596667,1437.94165,1439.6499465251086,-1.708296525108608,1436.0030550742722,3.646891450836327
23.27327396,1436.443726,1438.9013608086732,-2.4576348086732196,1435.2068532264739,3.694507582199308
23.28058125,1435.231079,1438.1526124626625,-2.9215334626626372,1434.4095503027793,3.7430621598832814
23.28788854,1433.388306,1437.4037263042703,-4.015420304270265,1433.611146303184,3.7925800010865256
23.29519583,1432.719971,1436.6547279763056,-3.934756976305607,1432.811641227694,3.843086748611598
23.30250311,1431.963989,1435.9056450055057,-3.9416560055055925,1432.0110361726847,3.8946088328209894
23.3098104,1431.328491,1435.1565027366917,-3.8280117366916784,1431.2093289469049,3.9471737897867945
23.31711769,1429.5097660000001,1434.407330519911,-4.8975645199109294,1430.406520645226,4.000809874685009
23.32442498,1428.332642,1433.6581576481708,-5.325515648170722,1429.602611267651,4.055546380519978
23.33173227,1427.113525,1432.9090144224572,-5.7954894224571945,1428.7976008141786,4.111413608278493
23.33903956,1425.94751,1432.1599321936346,-6.212422193634666,1427.9914892848064,4.168442908828222
23.34634685,1424.2563480000001,1431.4109434064005,-7.154595406400404,1427.184276679539,4.226666726861523
23.35365414,1422.522339,1430.66208164537,-8.139742645370006,1426.3759629983706,4.286118646999583
23.36096143,1420.184204,1429.913381683487,-9.729177683487023,1425.5665482413078,4.3468334421790376
23.36826872,1418.7969970000001,1429.1648795327944,-10.367882532794283,1424.7560324083433,4.408847124451116
23.375576,1417.9490970000002,1428.4166135216392,-10.467516521639027,1423.9444166109333,4.472196910705875
23.38288329,1417.6721189999998,1427.668620254997,-9.996501254997156,1423.1316986276815,4.536921627315425
23.39019058,1416.810547,1426.920940817486,-10.110393817486056,1422.3178795685335,4.603061248952546
23.39749787,1416.0897220000002,1426.1736167388938,-10.083894738893605,1421.5029594334892,4.670657305404592
23.40480516,1415.310181,1425.4266910834735,-10.116510083473486,1420.6869382225432,4.739752860930335
23.41211245,1414.7186279999999,1424.6802085184815,-9.961580518481696,1419.8698159357018,4.8103925827797696
23.41941974,1413.776855,1423.9342153862715,-10.15736038627142,1419.0515925729624,4.882622813309072
23.42672703,1412.541138,1423.1887597802327,-10.647621780232612,1418.2322681343248,4.956491645907859
23.43403432,1411.3082279999999,1422.443891624761,-11.135663624761037,1417.4118426197901,5.032049004970724
23.44134161,1409.860107,1421.6996627595183,-11.839555759518362,1416.5903160293574,5.109346730161054
23.44864889,1408.99646,1420.9561280452845,-11.959668045284388,1415.7676894895421,5.188438555742405
23.45595618,1408.423706,1420.213341388451,-11.78963538845096,1414.9439607488212,5.269380639629762
23.46326347,1407.949829,1419.471361945094,-11.521532945094123,1414.119130932204,5.352231012890066
23.47057076,1406.8540039999998,1418.7302501541108,-11.876246154110959,1413.293200039685,5.437050114425811
23.47787805,1405.5622560000002,1417.9900688653465,-12.427812865346368,1412.4661680712707,5.523900794075978
23.48518534,1403.615845,1417.2508834558644,-13.635038455864333,1411.6380350269574,5.612848428907114
23.49249263,1402.104858,1416.5127619528478,-14.407903952847846,1410.8088009067487,5.703961046098995
23.49979992,1400.552124,1415.7757751634967,-15.223651163496697,1409.978465710641,5.797309452855585
23.50710721,1399.821655,1415.0399968124375,-15.21834181243753,1409.1470294386336,5.8929673738038755
23.5144145,1398.961548,1414.3055036871094,-15.343955687109428,1408.3144920907316,5.991011596377748
23.52172178,1398.5079349999999,1413.572376793962,-15.064441793962033,1407.4808548085139,6.091521985447915
23.52902907,1397.371826,1412.840697510189,-15.468871510189047,1406.6461153103228,6.194582199866241
23.53633636,1396.385376,1412.1105537762908,-15.72517777629082,1405.8102747362318,6.300279040058958
23.54364365,1395.004639,1411.3820362640522,-16.377397264052206,1404.9733330862446,6.408703177807717
23.55095094,1393.801758,1410.6552395749577,-16.85348157495764,1404.1352903603574,6.519949214600246
23.55825823,1392.764771,1409.9302624462732,-17.16549144627311,1403.296146558575,6.634115887698335
23.56556552,1391.9451900000001,1409.2072079698123,-17.262017969812177,1402.4559016808944,6.751306288917915
23.57287281,1391.207886,1408.4861838243407,-17.278297824340825,1401.6145557273157,6.871628097024946
23.5801801,1390.827148,1407.7673025225629,-16.940154522562807,1400.772108697839,6.995193824723798
23.58748739,1390.106812,1407.0506816737575,-16.94386967375749,1399.9285605924633,7.122121081294248
23.59479467,1389.133301,1406.3364452389553,-17.203144238955247,1399.0839125678458,7.252532671109602
23.60210196,1388.110352,1405.6247199218822,-17.51436792188224,1398.2381623121819,7.386557609700275
23.60940925,1387.150024,1404.9156413506587,-17.76561735065866,1397.3913109806217,7.524330370036961
23.61671654,1385.699585,1404.2093505022515,-18.509765502251412,1396.5433585731653,7.665991929086296
23.62402383,1384.2769779999999,1403.5059950416187,-19.229017041618818,1395.694305089808,7.811689951810693
23.63133112,1383.347534,1402.8057297058945,-19.458195705894468,1394.8441505305545,7.96157917534003
23.63863841,1382.906616,1402.1087167145242,-19.20210071452425,1393.9928948954012,8.115821819123028
23.6459457,1382.169189,1401.415126207437,-19.24593720743701,1393.1405381843524,8.274588023084592
23.65325299,1381.244385,1400.7251367134004,-19.480751713400423,1392.2870803974056,8.438056315994817
23.66056028,1380.1623539999998,1400.0389356510134,-19.876581651013566,1391.4325215345607,8.606414116452665
23.66786756,1379.1605220000001,1399.35672079571,-20.19619879570996,1390.576862767537,8.779858028173166
23.67517485,1378.216064,1398.6786971250388,-20.462633125038792,1389.7201017544048,8.958595370633953
23.68248214,1377.510376,1398.0050830362554,-20.494707036255477,1388.8622396653736,9.142843370881732
23.68978943,1376.550659,1397.3361072662824,-20.7854482662824,1388.0032765004435,9.33283076583899
23.69709672,1375.8907470000001,1396.6720105366123,-20.781263536612187,1387.143212259618,9.528798276994452
23.70440401,1375.3867189999999,1396.0130463142698,-20.62632731426993,1386.2820469428916,9.73099937137816
23.7117113,1374.4454349999999,1395.359481629742,-20.914046629742188,1385.41978055027,9.93970107947221
23.71901859,1373.525635,1394.7115979567247,-21.18596295672478,1384.5564130817502,10.155184874974632
23.72632588,1373.059937,1394.069692159149,-21.00975515914911,1383.6919445373323,10.377747621816653
23.73363317,1372.254883,1393.4340775113867,-21.17919451138664,1382.8263749170173,10.607702594369396
23.74094045,1371.282471,1392.8050856542607,-21.52261465426068,1381.959705407592,10.845380246668503
23.74824774,1369.9295650000001,1392.1830643477633,-22.25349934776318,1381.0919336369889,11.09113071077452
23.75555503,1368.992554,1391.5683839180965,-22.575829918096588,1380.2230607904858,11.34532312761076
23.76286232,1368.1988529999999,1390.96143519028,-22.762582190280227,1379.3530868680864,11.608348322193672
23.77016961,1367.7810060000002,1390.3626318520933,-22.58162585209311,1378.482011869788,11.88061998230519
23.7774769,1367.30603,1389.7724120766381,-22.466382076638183,1377.6098357955934,12.162576281044627
23.78478419,1366.7109380000002,1389.1912402807136,-22.48030228071343,1376.7365586455007,12.454681635212859
23.79209148,1366.330078,1388.619609032179,-22.289531032178957,1375.862180419509,12.757428612669955
23.79939877,1366.230957,1388.0580411208748,-21.827084120874815,1374.9867011176211,13.071340003253773
23.80670606,1366.229126,1387.5070918093058,-21.277965809305897,1374.1101207398333,13.396971069472482
23.81401334,1365.669067,1386.9673520118452,-21.29828501184511,1373.2324404880083,13.73491152383687
23.82132063,1364.86377,1386.4394480217686,-21.57567802176868,1372.3536579599313,14.085790061837379
23.82862792,1363.928833,1385.9240488511361,-21.99521585113621,1371.47377435596,14.450274495176263
23.83593521,1363.336304,1385.421866432102,-22.08556243210205,1370.5927896760895,14.829076756012427
23.8432425,1362.483765,1384.9336598289783,-22.44989482897836,1369.7107039203202,15.222955908658252
23.85054979,1361.554321,1384.4602390286739,-22.905918028673796,1368.8275170886554,15.63272194001848
23.85785708,1361.099731,1384.00246909118,-22.902738091180026,1367.94322918109,16.059239910090223
23.86516437,1360.4688720000001,1383.5612746997333,-23.092402699733157,1367.057840197629,16.503434502104334
23.87247166,1360.045898,1383.1376451551164,-23.09174715511631,1366.171350138271,16.966295016845333
23.87977895,1359.815918,1382.7326398643547,-22.916721864354713,1365.2837590030122,17.448880861342666
23.88708623,1360.1186519999999,1382.3473948935882,-22.228742893588333,1364.3950680087828,17.95232688480542
23.89439352,1360.11792,1381.9831275407162,-21.865207540716256,1363.5052747232385,18.47785281747762
23.90170081,1360.04895,1381.6411468435751,-21.59219684357504,1362.6143803617924,19.026766481782783
23.9090081,1360.058105,1381.322859554602,-21.26475455460195,1361.722384924452,19.600474630150146
23.91631539,1359.5878910000001,1381.0297796576797,-21.441888657679556,1360.8292884112143,20.20049124646536
23.92362268,1359.257324,1380.7635383140353,-21.506214314035333,1359.9350908220767,20.82844749195858
23.93092997,1358.991333,1380.525894899692,-21.534561899692108,1359.039792157043,21.48610274264906
23.93823726,1359.758667,1380.318749273432,-20.560082273432045,1358.1433924161092,22.175356857322864
23.94554455,1360.5996089999999,1380.1441554346197,-19.54454643461986,1357.2458915992802,22.898263835339574
23.95285184,1360.8946529999998,1380.0043367539247,-19.109683753924855,1356.347289706553,23.657047047371726
23.96015912,1361.3220210000002,1379.901703102056,-18.579682102055813,1355.4475879699203,24.454115132135644
23.96746641,1361.466187,1379.8388693818274,-18.372682381827417,1354.546783926905,25.29208545492249
23.9747737,1361.787231,1379.818677734382,-18.031446734381916,1353.6448788079897,26.173798926392163
23.98208099,1362.342529,1379.8442209311143,-17.501691931114237,1352.741872613179,27.102348317935192
23.98938828,1363.158081,1379.9188696000522,-16.760788600052138,1351.8377653424668,28.08110425758543
23.99669557,1364.322388,1380.0463028246825,-15.723914824682424,1350.93255699586,29.113745828822456
24.00400286,1365.72229,1380.2305428903169,-14.508252890316953,1350.0262475733562,30.20429531696073
24.01131015,1366.955078,1380.4759949644767,-13.520916964476783,1349.1188370749524,31.357157889524363
24.01861744,1368.2307130000002,1380.7874927693324,-12.556779769332252,1348.2103255006523,32.577167268680014
24.02592473,1369.636475,1381.1703517331828,-11.533876733182751,1347.3007128504523,33.86963888273055
24.03323201,1371.412964,1381.6304311139818,-10.217467113981684,1346.3900003714189,35.24043074256287
24.0405393,1373.558716,1382.1742123907743,-8.615496390774297,1345.4781855709307,36.69602681984363
24.04784659,1376.241577,1382.8088893639278,-6.56731236392784,1344.5652696945472,38.24361966938058
24.05515388,1379.579346,1383.5424906158548,-3.9631446158548442,1343.6512527422647,39.89123787359017
24.06246117,1383.825806,1384.3840380213715,-0.5582320213713956,1342.7361347140832,41.64790330728831
24.06976846,1388.040894,1385.3437651534914,2.6971288465085763,1341.8199156100063,43.52384954348513
24.07707575,1391.881592,1386.4334268220566,5.448165177943338,1340.9025954300287,45.530831392028006
24.08438304,1396.182739,1387.6667489827025,8.515990017297554,1339.9841741741566,47.682574808546036
24.09169033,1401.096069,1389.0600939929525,12.035975007047455,1339.0646518423846,49.99544215056798
24.09899762,1406.661011,1390.6334532382973,16.02755776170261,1338.1440284347145,52.489424803582864
24.10630491,1413.467529,1392.4119309614862,21.055598038513835,1337.2223039511482,55.1896270103379
24.11361219,1421.230957,1394.427950366534,26.803006633465884,1336.2994796553203,58.12847071121377
24.12091948,1429.821533,1396.7245248898694,33.09700811013067,1335.375553021463,61.34897186840632
24.12822677,1438.934692,1399.3599929714264,39.574699028573605,1334.4505253117104,64.9094676597161
24.13553406,1450.3911130000001,1402.41484806098,47.97626493902021,1333.5243965260606,68.89045153491931
24.14284135,1463.003174,1406.001351805179,57.00182219482099,1332.59716666451,73.40418514066883
24.15014864,1476.790161,1410.2768271816724,66.51333381832751,1331.668835727064,78.60799145460838
24.15745593,1492.491943,1415.4616396923277,77.03030330767228,1330.7394037137183,84.72223597860938
24.16476322,1510.558716,1421.8629481315015,88.69576786849848,1329.808870624477,92.05407750702432
24.17207051,1531.3751220000001,1429.9052692807452,101.46985271925496,1328.8772364593387,101.02803282140644
24.1793778,1556.366699,1440.1686951231577,116.19800387684222,1327.9445012182996,112.22419390485803
24.18668508,1584.938721,1453.4351387370243,131.50358226297567,1327.01066618007,126.42447255695416
24.19399237,1618.309814,1470.7423803211648,147.5674336788352,1326.0757287887427,144.66665153242207
24.20129966,1656.455811,1493.444194790104,163.01161620989615,1325.139690321519,168.30450446858478
24.20860695,1702.426025,1523.2740240906912,179.15200090930875,1324.2025507783956,199.07147331229558
24.21591424,1756.7593989999998,1562.4072695287741,194.35212947122568,1323.2643101593776,239.14295936939655
24.22322153,1821.781372,1613.5156665768718,208.2657054231281,1322.3249684644607,291.1906981124111
24.23052882,1896.375488,1679.8051467254859,216.57034127451402,1321.3845256936447,358.4206210318413
24.23783611,1986.130127,1765.0270131113928,221.10311388860714,1320.4429818469316,444.58403126446115
24.2451434,2090.7080079999996,1873.451429711354,217.25657828864564,1319.5003369243204,553.9510927870335
24.25245069,2217.869873,2009.792643518038,208.07722948196215,1318.556590925813,691.2360525922251
24.25975797,2358.590576,2179.0772571766647,179.51331882333534,1317.6117451451792,861.4655120314858
24.26706526,2522.138916,2386.452923956296,135.68599204370366,1316.6657969963835,1069.787126959913
24.27437255,2715.700439,2636.9365298528073,78.76390914719286,1315.7187477716889,1321.2177820811182
24.28167984,2964.612305,2935.118364075841,29.493940924159233,1314.7705974710952,1620.3477666047459
24.28898713,3258.42749,3284.842413687733,-26.41492368773288,1313.8213460946054,1971.0210675931273
24.29629442,3623.633545,3688.900996850213,-65.26745185021264,1312.8709936422165,2376.0300032079963
24.30360171,4045.9182130000004,4148.795199820639,-102.87698682063865,1311.9195401139314,2836.875659706707
24.310909,4545.172363000001,4664.628162842619,-119.45579984261803,1310.9669855097463,3353.6611773328727
24.31821629,5105.297363000001,5235.213396166223,-129.9160331662224,1310.013329829666,3925.200066336557
24.32552358,5763.035645,5858.493148629151,-95.45750362915078,1309.0585730736875,4549.434575555463
24.33283086,6480.981445,6532.364204889467,-51.3827598894668,1308.1027165506512,5224.261488338816
24.34013815,7290.925781,7255.983483265986,34.942297734013664,1307.1457576443827,5948.837725621604
24.34744544,8147.23584,8031.4573504530645,115.77848954693582,1306.187697662217,6725.269652790847
24.35475273,9066.044922,8865.34193073635,200.7029912636499,1305.2285366041551,7560.113394132194
24.36206002,9957.741211,9767.848923721507,189.8922872784933,1304.2682744701924,8463.580649251315
24.36936731,10844.69434,10743.973497104722,100.72084289527811,1303.3069112603353,9440.666585844387
24.3766746,11605.88281,11764.796990245999,-158.9141802459999,1302.3444469745782,10462.45254327142
24.38398189,12231.58398,12710.851002859068,-479.2670228590687,1301.380881612923,11409.470121246144
24.39128918,12628.12988,13333.887018186186,-705.7571381861853,1300.4162151753726,12033.470803010812
24.39859647,12761.21094,13373.848626293715,-612.6376862937141,1299.4504476619222,12074.398178631793
24.40590375,12616.62891,12810.65890964509,-194.02999964509036,1298.4835803964852,11512.175329248605
24.41321104,12189.24707,11887.383032579433,301.8640374205661,1297.5156107327448,10589.867421846688
24.42051833,11534.45605,10864.865549495411,669.5905005045897,1296.54653999311,9568.319009502302
24.42782562,10680.77246,9878.360003314607,802.4124566853934,1295.5763681775743,8582.783635137033
24.43513291,9715.501953,8964.607155643705,750.8947973562954,1294.6050952861442,7670.002060357561
24.4424402,8687.479492,8120.734062505682,566.7454294943182,1293.6327213188124,6827.10134118687
24.44974749,7666.358887,7336.427053929194,329.93183307080653,1292.659246275587,6043.767807653607
24.45705478,6706.214355,6604.536299229717,101.67805577028321,1291.6846701564618,5312.851629073255
24.46436207,5825.665527,5922.458689045267,-96.79316204526731,1290.7089929614385,4631.749696083829
24.47166936,5057.700195,5290.765405339873,-233.06521033987246,1289.732214690519,4001.033190649354
24.47897664,4397.036621,4711.482653714645,-314.4460327146444,1288.7543366826776,3422.728317031967
24.48628393,3845.968506,4186.727191149864,-340.7586851498636,1287.775356261469,2898.951834888395
24.49359122,3382.5058590000003,3717.8267262573795,-335.3208672573792,1286.7952747643603,2431.031451493019
24.50089851,3005.402588,3304.852099246299,-299.44951124629915,1285.8140921913564,2019.0380070549425
24.5082058,2696.081543,2946.4761562150634,-250.3946132150636,1284.8318085424544,1661.644347672609
24.51551309,2449.666748,2640.058185544175,-190.391437544175,1283.8484238176534,1356.2097617265215
24.52282038,2251.224365,2381.8707471713005,-130.6463821713005,1282.8639380169561,1099.0068091543442
24.53012767,2094.092773,2167.3999052954214,-73.30713229542152,1281.8783511403599,885.5215541550614
24.53743496,1964.6492920000003,1991.665273534642,-27.015981534641696,1280.8916631878665,710.7736103467754
24.54474225,1865.0688480000001,1849.521146194943,15.547701805057159,1279.903874159476,569.6172720354671
24.55204953,1782.7878420000002,1735.9137806576223,46.8740613423779,1278.914985409233,456.99879524838946
24.55935682,1714.8227539999998,1646.0807356286884,68.74201837131136,1277.9249942305514,368.155741398137
24.56666411,1655.091675,1575.6908184536364,79.40085654636346,1276.9339019759745,298.7569164776618
24.5739714,1607.192993,1520.924959115223,86.26803388477697,1275.9417086455005,244.98325046972244
24.58127869,1568.825195,1478.5084222927128,90.3167727072871,1274.9484142391257,203.56000805358707
24.58858598,1539.3948970000001,1445.7037709961437,93.69112600385643,1273.9540187568546,171.74975223928917
24.59589327,1510.772949,1420.2757819087365,90.49716709126346,1272.9585221986854,147.317259710051
24.60320056,1483.253174,1400.438641676376,82.81453232362401,1271.961924564619,128.47671711175693
24.61050785,1457.740356,1384.7942316390456,72.9461243609544,1270.9642258546546,113.8300057843909
24.61781514,1436.4311519999999,1372.2683894764705,64.16276252352941,1269.965426068793,102.30296340767747
24.62512242,1417.100586,1362.05006921388,55.05051678611994,1268.9655265761476,93.08454263773253
24.63242971,1400.763306,1353.5364230586688,47.22688294133127,1267.9645246399969,85.57189841867186
24.639737,1385.253784,1346.285608405478,38.96817559452211,1266.962421627949,79.32318677752885
24.64704429,1371.90625,1339.977507653185,31.928742346814943,1265.9592175400012,74.01829011318382
24.65435158,1360.025513,1334.3822538873007,25.643259112699297,1264.954912376159,69.42734151114169
24.66165887,1350.516479,1329.3356763436361,21.180802656363767,1263.949506136416,65.38617020722016
24.66896616,1341.6876220000001,1324.720651999749,16.966970000251195,1262.9429988207767,61.77765317897232
24.67627345,1333.581055,1320.45327936213,13.127775637870172,1261.9353904292411,58.5178889328888
24.68358074,1325.2851560000001,1316.472850686814,8.812305313186243,1260.9266809618048,55.54616972500921
24.69088803,1317.811523,1312.7347234565013,5.076799543498737,1259.916870418473,52.81785303802837
24.69819531,1310.744263,1309.2053479384556,1.5389150615444578,1258.9059601834242,50.29938775503138
24.7055026,1304.834351,1305.8588271149424,-1.0244761149424448,1257.8939474898034,47.96487962513898
24.71280989,1299.501831,1302.674624183836,-3.1727931838358927,1256.8808337202836,45.7937904635523
24.72011718,1295.200073,1299.6359823194773,-4.435909319477332,1255.8666188748675,43.76936344460988
24.72742447,1290.5823970000001,1296.7288853761208,-6.146488376120715,1254.8513029535534,41.87758242256745
24.73473176,1286.529663,1293.9413584483605,-7.411695448360433,1253.8348859563393,40.106472492021005
24.74203905,1282.090698,1291.262995589068,-9.172297589067966,1252.8173678832309,38.445627705837005
24.74934634,1277.7615970000002,1288.6846357286572,-10.923038728657048,1251.7987487342216,36.8858869944356
24.75665363,1273.0097660000001,1286.1981348280485,-13.188368828048397,1250.779028509316,35.419106318732474
24.76396092,1269.284424,1283.7962006252883,-14.511776625288348,1249.7582072085142,34.03799341677407
24.7712682,1265.797729,1281.472271617955,-15.674542617955012,1248.7362862310629,32.73598538689212
24.77857549,1262.6657710000002,1279.2204078066472,-16.554636806647068,1247.7132627799701,31.507145026677154
24.78588278,1259.9848630000001,1277.0352320451868,-17.0503690451867,1246.6891382529802,30.346093792206663
24.79319007,1257.439575,1274.9118529916882,-17.472277991688088,1245.6639126500913,29.247940341596827
24.80049736,1254.655273,1272.8458141100978,-18.190541110097683,1244.637585971307,28.208228138790695
24.80780465,1252.5546880000002,1270.8330471480733,-18.27835914807315,1243.6101582166248,27.2228889314485
24.81511194,1250.646118,1268.8698317665694,-18.223713766569517,1242.5816293860435,26.288202380525977
24.82241923,1248.553833,1266.952760219312,-18.3989272193121,1241.551999479565,25.400760739747117
24.82972652,1246.9838869999999,1265.0787062676964,-18.094819267696494,1240.5212684971875,24.557437770508837
24.83703381,1245.187134,1263.2447977037239,-18.057663703723847,1239.4894364389147,23.75536126480912
24.84434109,1243.825195,1261.4483944142237,-17.62319941422379,1238.45650471906,22.99188969516369
24.85164838,1241.813965,1259.6870569264925,-17.873091926492407,1237.422470510498,22.26458641599442
24.85895567,1239.784424,1257.9585418346787,-18.174117834678782,1236.387335226038,21.57120660864081
24.86626296,1237.560791,1256.2607746626475,-18.699983662647355,1235.351098865679,20.90967579696858
24.87357025,1235.810303,1254.5918369040648,-18.781533904064872,1234.3137614294228,20.278075474642026
24.88087754,1233.989502,1252.9499521769292,-18.96045017692927,1233.2753229172695,19.674629259659607
24.88818483,1232.744385,1251.3334737896266,-18.589088789626658,1232.235783329218,19.09769046040859
24.89549212,1231.732788,1249.740873556418,-18.008085556417882,1231.1951426652695,18.545730891148377
24.90279941,1230.639282,1248.1707317209753,-17.53144972097516,1230.153400925421,18.017330795554244
24.9101067,1229.645508,1246.621727864401,-16.976219864400946,1229.1105581096772,17.511169754723852
24.91741398,1228.214111,1245.0926347688533,-16.878523768853256,1228.0666156474208,17.026019121432377
24.92472127,1225.9902339999999,1243.5823026400042,-17.5920686400043,1227.0215706813879,16.560731958616365
24.93202856,1223.074707,1242.0896649227507,-19.014957922750682,1225.975424639456,16.114240283294745
24.93933585,1221.005249,1240.6137237920732,-19.60847479207314,1224.9281775216268,15.68554627044638
24.94664314,1220.144043,1239.1535467040567,-19.00950370405667,1223.8798293279015,15.273717376155298
24.95395043,1218.589966,1237.7082613421371,-19.118295342137117,1222.8303800582753,14.877881283861841
24.96125772,1218.233521,1236.2770510135463,-18.04353001354616,1221.7798297127538,14.497221300792491
24.96856501,1217.241821,1234.859150450692,-17.61732945069184,1220.7281782913333,14.130972159358702
24.9758723,1216.1713869999999,1233.4538419773714,-17.28245497737157,1219.6754257940165,13.778416183354857
24.98317959,1214.4608150000001,1232.0604520040097,-17.599637004009537,1218.6215722208008,13.438879783208892
24.99048687,1213.0522460000002,1230.678349704073,-17.626103704072875,1217.5666190161419,13.111730687931193
24.99779416,1211.612183,1229.3069365252045,-17.694753525204533,1216.510563292637,12.796373232567413
25.00510145,1210.458008,1227.9456548409964,-17.487646840996376,1215.453406493236,12.4922483477606
25.01240874,1208.755127,1226.593977896081,-17.838850896081112,1214.3951486179349,12.198829278146173
25.01971603,1207.904541,1225.2514094305345,-17.346868430534414,1213.3357896667385,11.915619763796093
25.02702332,1207.251831,1223.9174815872113,-16.665650587211303,1212.275329639644,11.64215194756726
25.03433061,1206.334961,1222.5917529846108,-16.2567919846108,1211.2137685366497,11.377984447961193
25.0416379,1204.518066,1221.273806940472,-16.755740940471924,1210.151106357759,11.122700582712842
25.04894519,1203.36084,1219.9632498327637,-16.60240983276367,1209.0873431029695,10.875906729794155
25.05625248,1202.343018,1218.6597095861102,-16.31669158611021,1208.0224787722846,10.637230813825717
25.06355976,1201.57605,1217.3628360431192,-15.786786043119264,1206.9565148252232,10.406321217895938
25.07086705,1200.639526,1216.0722925802495,-15.432766580249563,1205.889448344249,10.182844236000433
25.07817434,1200.296509,1214.7877655573868,-14.491256557386805,1204.821280787377,9.96648477000986
25.08548163,1199.196533,1213.5089560997258,-14.31242309972572,1203.7520121546058,9.756943945119895
25.09278892,1198.077148,1212.2355808471416,-14.158432847141512,1202.6816424459385,9.553938401203132
25.10009621,1196.580933,1210.9673709982756,-14.386437998275596,1201.6101716613712,9.35719933690447
25.1074035,1195.610352,1209.704071422616,-14.093719422616005,1200.5375998009085,9.166471621707467
25.11471079,1194.339966,1208.4454398350538,-14.105473835053772,1199.463926864547,8.981512970506953
25.12201808,1193.094116,1207.1912460279996,-14.097130027999583,1198.3891528522872,8.80209317571227
25.12932537,1191.565796,1205.9412711564767,-14.375475156476568,1197.3132777641304,8.62799339234641
25.13663266,1190.56189,1204.6953070720788,-14.133417072078828,1196.2363016000745,8.459005472004302
25.14393994,1189.270142,1203.453157399375,-14.18301539937488,1195.1582258362223,8.294931563152725
25.15124723,1188.752075,1202.2146301622965,-13.46255516229644,1194.0790475218764,8.135582640420111
25.15855452,1187.44812,1200.9795474421987,-13.53142744219872,1192.998768131637,7.9807793105617115
