Parameters,Values,Std
bcc FeNi Peak 0 Intensity,7333.365232919475,126.17032282944352
bcc FeNi Peak Width,0.0612989380184423,0.0003429830011376913
bcc FeNi Peak Shape,0.020712860222831156,0.0011628261908721517
bcc FeNi a,2.879004414703412,2.5771399057010284e-05
Background 0,-1611.7526951862067,2624.6071622854975
Background 1,370.87721191988237,214.3997619631761
Background 2,-10.310377673177422,4.372611972593622
