File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,bcc FeNi a,bcc FeNi Vol
FeNi_Ambient_010,0.033951023456002344,1.4546098689998757,23,26,0.860255,3,2.879004414703412,23.863107214843446
