# == pyFAI calibration ==
# SplineFile: None
# PixelSize: 7.900e-05, 7.900e-05 m
# PONI: 1.411e-01, 1.028e-01 m
# Distance Sample to Detector: 0.252389948987 m
# Rotations: 0.001947 0.002954 -0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 252.392 mm
# Center: x=1295.273, y=1795.185 pix
# Tilt: 0.203 deg  TiltPlanRot: 123.397 deg
# 
# Wavelength: 8.60255e-11
# Polarization factor: 0.99
# Normalization factor: None
#
# 2th_deg	 I
3.795374979E-01  1.211389542E+02
3.868447869E-01  1.263118210E+02
3.941520759E-01  1.276812439E+02
4.014593649E-01  1.280449982E+02
4.087666539E-01  1.261202393E+02
4.160739429E-01  1.240780411E+02
4.233812319E-01  1.224525528E+02
4.306885209E-01  1.221386642E+02
4.379958099E-01  1.217824402E+02
4.453030989E-01  1.228867035E+02
4.526103879E-01  1.233424683E+02
4.599176769E-01  1.251198959E+02
4.672249660E-01  1.270994797E+02
4.745322550E-01  1.284505005E+02
4.818395440E-01  1.264468689E+02
4.891468330E-01  1.257792282E+02
4.964541220E-01  1.250690231E+02
5.037614110E-01  1.256133118E+02
5.110687000E-01  1.256873474E+02
5.183759890E-01  1.270379486E+02
5.256832780E-01  1.263614731E+02
5.329905670E-01  1.264981003E+02
5.402978560E-01  1.243081512E+02
5.476051450E-01  1.231938171E+02
5.549124340E-01  1.232328033E+02
5.622197231E-01  1.229687729E+02
5.695270121E-01  1.233747406E+02
5.768343011E-01  1.228444214E+02
5.841415901E-01  1.225869446E+02
5.914488791E-01  1.246640396E+02
5.987561681E-01  1.253795395E+02
6.060634571E-01  1.265955276E+02
6.133707461E-01  1.263864670E+02
6.206780351E-01  1.260504990E+02
6.279853241E-01  1.252170334E+02
6.352926131E-01  1.251430054E+02
6.425999021E-01  1.245167770E+02
6.499071911E-01  1.251938553E+02
6.572144801E-01  1.246429901E+02
6.645217692E-01  1.250219116E+02
6.718290582E-01  1.249779968E+02
6.791363472E-01  1.250250320E+02
6.864436362E-01  1.270978546E+02
6.937509252E-01  1.276627197E+02
7.010582142E-01  1.261363525E+02
7.083655032E-01  1.232304459E+02
7.156727922E-01  1.216338806E+02
7.229800812E-01  1.222103195E+02
7.302873702E-01  1.227086716E+02
7.375946592E-01  1.240651474E+02
7.449019482E-01  1.245174866E+02
7.522092372E-01  1.236941910E+02
7.595165263E-01  1.242425232E+02
7.668238153E-01  1.243754578E+02
7.741311043E-01  1.252986832E+02
7.814383933E-01  1.257951279E+02
7.887456823E-01  1.252601852E+02
7.960529713E-01  1.237587051E+02
8.033602603E-01  1.233687592E+02
8.106675493E-01  1.226493912E+02
8.179748383E-01  1.226317673E+02
8.252821273E-01  1.226343079E+02
8.325894163E-01  1.228679581E+02
8.398967053E-01  1.226395493E+02
8.472039943E-01  1.235264511E+02
8.545112833E-01  1.244602814E+02
8.618185724E-01  1.257963181E+02
8.691258614E-01  1.253388367E+02
8.764331504E-01  1.247796631E+02
8.837404394E-01  1.252427216E+02
8.910477284E-01  1.255426865E+02
8.983550174E-01  1.253312607E+02
9.056623064E-01  1.244647369E+02
9.129695954E-01  1.248272552E+02
9.202768844E-01  1.245591278E+02
9.275841734E-01  1.246582031E+02
9.348914624E-01  1.253466263E+02
9.421987514E-01  1.260305939E+02
9.495060404E-01  1.261676178E+02
9.568133295E-01  1.265952454E+02
9.641206185E-01  1.265350037E+02
9.714279075E-01  1.264224472E+02
9.787351965E-01  1.256890259E+02
9.860424855E-01  1.250320282E+02
9.933497745E-01  1.242829514E+02
1.000657063E+00  1.236338120E+02
1.007964353E+00  1.235489426E+02
1.015271642E+00  1.239562531E+02
1.022578931E+00  1.250540009E+02
1.029886220E+00  1.259898071E+02
1.037193509E+00  1.262992325E+02
1.044500798E+00  1.264682846E+02
1.051808087E+00  1.266418533E+02
1.059115376E+00  1.267005005E+02
1.066422665E+00  1.269054718E+02
1.073729954E+00  1.269655762E+02
1.081037243E+00  1.270106583E+02
1.088344532E+00  1.273776932E+02
1.095651821E+00  1.270884247E+02
1.102959110E+00  1.269535980E+02
1.110266399E+00  1.265352402E+02
1.117573688E+00  1.254354477E+02
1.124880977E+00  1.249788513E+02
1.132188266E+00  1.248130493E+02
1.139495555E+00  1.249978104E+02
1.146802844E+00  1.248866959E+02
1.154110133E+00  1.253665237E+02
1.161417422E+00  1.255033340E+02
1.168724711E+00  1.258079987E+02
1.176032000E+00  1.256575012E+02
1.183339289E+00  1.260413818E+02
1.190646578E+00  1.256247406E+02
1.197953867E+00  1.261690674E+02
1.205261156E+00  1.263219452E+02
1.212568445E+00  1.263362656E+02
1.219875734E+00  1.260608521E+02
1.227183023E+00  1.262800522E+02
1.234490312E+00  1.263219223E+02
1.241797601E+00  1.269398727E+02
1.249104890E+00  1.273080597E+02
1.256412179E+00  1.280793762E+02
1.263719468E+00  1.279253464E+02
1.271026757E+00  1.283365936E+02
1.278334046E+00  1.284481659E+02
1.285641335E+00  1.292842560E+02
