File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,bcc FeNiSi a,bcc FeNiSi Vol
FeNiSi_DAC14_P3b_015,0.00278763148756876,0.06311441495874702,24,26,0.860255,3,2.842246172668996,22.960697188054688
