Vj,Vk,xi(Vk/Vj),dxi(Vk/Vj),Vi,xi(Vj/Vi),dxi(Vj/Vi),Vk/Vi,xi(Vk/Vi),dxi(Vk/Vi)
20.587,20.587,1.0,0.0131,17.604,1.276,0.0162,1.1695,1.276,0.0233
20.587,20.211,0.972,0.0196,17.604,1.276,0.0162,1.1481,1.2403,0.0296
20.587,19.088,0.8835,0.017,17.604,1.276,0.0162,1.0843,1.1273,0.026
20.587,18.724,0.85,0.0207,17.604,1.276,0.0162,1.0636,1.0846,0.0298
20.587,18.066,0.804,0.0206,17.604,1.276,0.0162,1.0262,1.0259,0.0293
20.587,17.332,0.7585,0.0217,17.604,1.276,0.0162,0.9845,0.9678,0.0303
20.587,16.724,0.6935,0.0228,17.604,1.276,0.0162,0.95,0.8849,0.0312
20.211,20.587,1.015,0.0243,17.604,1.2375,0.0191,1.1695,1.2561,0.0358
20.211,20.211,1.0,0.0168,17.604,1.2375,0.0191,1.1481,1.2375,0.0282
20.211,19.088,0.9025,0.0173,17.604,1.2375,0.0191,1.0843,1.1168,0.0275
20.211,18.724,0.8755,0.0199,17.604,1.2375,0.0191,1.0636,1.0834,0.0298
20.211,18.066,0.822,0.0216,17.604,1.2375,0.0191,1.0262,1.0172,0.031
20.211,17.332,0.782,0.0204,17.604,1.2375,0.0191,0.9845,0.9677,0.0293
20.211,16.724,0.7155,0.0209,17.604,1.2375,0.0191,0.95,0.8854,0.0293
19.088,20.587,1.1255,0.0183,17.604,1.127,0.0164,1.1695,1.2684,0.0277
19.088,20.211,1.1075,0.0183,17.604,1.127,0.0164,1.1481,1.2482,0.0275
19.088,19.088,1.0,0.0149,17.604,1.127,0.0164,1.0843,1.127,0.0235
19.088,18.724,0.9635,0.0206,17.604,1.127,0.0164,1.0636,1.0859,0.0281
19.088,18.066,0.9125,0.0199,17.604,1.127,0.0164,1.0262,1.0284,0.027
19.088,17.332,0.858,0.0212,17.604,1.127,0.0164,0.9845,0.967,0.0277
19.088,16.724,0.7985,0.018,17.604,1.127,0.0164,0.95,0.8999,0.0241
18.724,20.587,1.1805,0.0188,17.604,1.084,0.0209,1.1695,1.2797,0.032
18.724,20.211,1.1435,0.0177,17.604,1.084,0.0209,1.1481,1.2396,0.0306
18.724,19.088,1.0355,0.0169,17.604,1.084,0.0209,1.0843,1.1225,0.0284
18.724,18.724,1.0,0.0184,17.604,1.084,0.0209,1.0636,1.084,0.0289
18.724,18.066,0.954,0.0194,17.604,1.084,0.0209,1.0262,1.0341,0.029
18.724,17.332,0.9035,0.021,17.604,1.084,0.0209,0.9845,0.9794,0.0296
18.724,16.724,0.824,0.0184,17.604,1.084,0.0209,0.95,0.8932,0.0264
18.066,20.587,1.2325,0.0176,17.604,1.0315,0.0195,1.1695,1.2713,0.0301
18.066,20.211,1.1995,0.0189,17.604,1.0315,0.0195,1.1481,1.2373,0.0304
18.066,19.088,1.096,0.0173,17.604,1.0315,0.0195,1.0843,1.1305,0.0278
18.066,18.724,1.048,0.0208,17.604,1.0315,0.0195,1.0636,1.081,0.0296
18.066,18.066,1.0,0.0171,17.604,1.0315,0.0195,1.0262,1.0315,0.0263
18.066,17.332,0.939,0.0208,17.604,1.0315,0.0195,0.9845,0.9686,0.0282
18.066,16.724,0.8685,0.0181,17.604,1.0315,0.0195,0.95,0.8959,0.0252
17.604,20.587,1.276,0.0162,17.604,1.0,0.016,1.1695,1.276,0.0261
17.604,20.211,1.2375,0.0191,17.604,1.0,0.016,1.1481,1.2375,0.0275
17.604,19.088,1.127,0.0164,17.604,1.0,0.016,1.0843,1.127,0.0244
17.604,18.724,1.084,0.0209,17.604,1.0,0.016,1.0636,1.084,0.0272
17.604,18.066,1.0315,0.0195,17.604,1.0,0.016,1.0262,1.0315,0.0255
17.604,17.332,0.976,0.0199,17.604,1.0,0.016,0.9845,0.976,0.0253
17.604,16.724,0.8975,0.0187,17.604,1.0,0.016,0.95,0.8975,0.0236
17.332,20.587,1.3135,0.0161,17.604,0.976,0.0199,1.1695,1.282,0.0305
17.332,20.211,1.277,0.0187,17.604,0.976,0.0199,1.1481,1.2464,0.0313
17.332,19.088,1.155,0.0164,17.604,0.976,0.0199,1.0843,1.1273,0.028
17.332,18.724,1.11,0.0219,17.604,0.976,0.0199,1.0636,1.0834,0.0307
17.332,18.066,1.064,0.0195,17.604,0.976,0.0199,1.0262,1.0385,0.0285
17.332,17.332,1.0,0.0178,17.604,0.976,0.0199,0.9845,0.976,0.0264
17.332,16.724,0.926,0.0181,17.604,0.976,0.0199,0.95,0.9038,0.0255
16.724,20.587,1.4225,0.0166,17.604,0.8975,0.0187,1.1695,1.2767,0.0305
16.724,20.211,1.3805,0.0182,17.604,0.8975,0.0187,1.1481,1.239,0.0305
16.724,19.088,1.253,0.0167,17.604,0.8975,0.0187,1.0843,1.1246,0.0278
16.724,18.724,1.209,0.0197,17.604,0.8975,0.0187,1.0636,1.0851,0.0287
16.724,18.066,1.152,0.0188,17.604,0.8975,0.0187,1.0262,1.0339,0.0274
16.724,17.332,1.0825,0.02,17.604,0.8975,0.0187,0.9845,0.9715,0.0271
16.724,16.724,1.0,0.0169,17.604,0.8975,0.0187,0.95,0.8975,0.0241
