Fit results
,Deviator,norm,background
value,1.165E-01, 7.94615E+00, 1.09964E+00
error,0.000E+00, 5.01421E-01, 4.10636E-02

Correlation matrix
,norm,background
norm, 1.00000E+00,-7.33738E-01
background,-7.33738E-01, 1.00000E+00

Iteration history
Deviator,Quality,norm,,background,,
1.181E+02, 3.109E+01, 8.000E+00,  , 3.000E+00,  
8.927E+01, 4.588E+01, 7.100E+00, L, 2.792E+00,  
4.979E+01, 2.996E+01, 6.290E+00, L, 2.413E+00,  
2.461E+01, 1.734E+01, 5.561E+00, L, 2.071E+00,  
1.048E+01, 9.507E+00, 5.641E+00,  , 1.764E+00, L
3.233E+00, 4.505E+00, 6.116E+00,  , 1.488E+00, L
4.270E-01, 2.655E-01, 6.603E+00,  , 1.239E+00, L
2.253E-01, 1.884E-01, 6.970E+00,  , 1.183E+00,  
1.205E-01, 7.340E-03, 7.733E+00,  , 1.116E+00,  
1.165E-01, 1.018E-04, 7.918E+00,  , 1.101E+00,  
1.165E-01, 4.480E-09, 7.946E+00,  , 1.100E+00,  
1.165E-01,, 7.946E+00,  , 1.100E+00,  
