Fit results
,Deviator,background
value,2.128E-01, 1.98883E+00
error,0.000E+00, 3.79592E-02

Iteration history
Deviator,Quality,background,,
2.428E+01, 1.992E+01, 3.000E+00,  
8.626E+00, 1.033E+01, 2.600E+00, L
1.514E+00, 1.821E+00, 2.240E+00, L
3.529E-01, 2.179E-01, 2.073E+00,  
2.200E-01, 1.429E-02, 2.008E+00,  
2.128E-01, 2.784E-06, 1.989E+00,  
2.128E-01,, 1.989E+00,  
