@page size 600,600
@view 0.12,0.1,0.97,0.93
@subtitle "PHOENIX module phox, 01/25/18 at 15:03:03 -08:00"
@xaxes scale Normal
@yaxes scale Normal
@xaxis label "energy (meV)"
@yaxis label "normalized data (1/eV)"
@s0 errorbar size 0.0
@type xydy
 -8.10333E+01 -5.43128E-02  0.00000E+00
 -8.07839E+01 -3.53155E-02  3.45031E-02
 -8.05346E+01  3.01379E-02  6.68986E-02
 -8.02853E+01  3.02285E-02  4.92350E-02
 -8.00359E+01 -3.93180E-02  2.19624E-02
 -7.97866E+01 -1.62195E-02  3.63818E-02
 -7.95373E+01 -1.87108E-02  2.22091E-02
 -7.92879E+01 -1.93272E-02  1.26535E-02
 -7.90386E+01 -3.61603E-02  1.31850E-02
 -7.87893E+01 -1.63077E-02  2.39839E-02
 -7.85399E+01 -1.75796E-02  1.88613E-02
 -7.82906E+01 -8.40810E-03  2.86256E-02
 -7.80413E+01  3.83171E-02  3.04324E-02
 -7.77919E+01  1.33811E-02  2.35731E-02
 -7.75426E+01 -9.28660E-04  2.42453E-02
 -7.72933E+01  7.44321E-03  2.68269E-02
 -7.70439E+01 -3.31590E-03  2.49479E-02
 -7.67946E+01 -5.94811E-03  2.20818E-02
 -7.65453E+01  1.79796E-02  3.28915E-02
 -7.62959E+01  3.06155E-02  2.52809E-02
 -7.60466E+01 -1.96220E-02  1.78318E-02
 -7.57973E+01 -1.38689E-02  1.89312E-02
 -7.55479E+01 -1.49238E-03  2.75433E-02
 -7.52986E+01  1.11305E-03  2.92200E-02
 -7.50493E+01  1.90273E-02  2.84533E-02
 -7.47999E+01  1.86063E-02  2.65117E-02
 -7.45506E+01 -5.93407E-03  1.38590E-02
 -7.43013E+01 -2.96743E-02  1.91330E-02
 -7.40519E+01  4.11442E-03  2.84311E-02
 -7.38026E+01 -2.74522E-03  2.18356E-02
 -7.35533E+01 -2.05529E-02  1.67478E-02
 -7.33039E+01 -1.86110E-02  2.41069E-02
 -7.30546E+01  1.46365E-02  2.81157E-02
 -7.28053E+01  3.18814E-02  3.16539E-02
 -7.25559E+01  1.55956E-02  2.62239E-02
 -7.23066E+01  3.12610E-03  2.42530E-02
 -7.20573E+01 -6.70513E-03  2.88042E-02
 -7.18079E+01  3.16659E-02  3.02685E-02
 -7.15586E+01  1.48271E-02  2.28547E-02
 -7.13093E+01 -2.77851E-03  2.86096E-02
 -7.10599E+01  1.39030E-02  2.34487E-02
 -7.08106E+01  2.71311E-04  2.15155E-02
 -7.05613E+01 -2.55303E-02  1.47295E-02
 -7.03119E+01 -1.86272E-02  2.09700E-02
 -7.00626E+01  4.91626E-03  3.01903E-02
 -6.98133E+01 -6.52409E-03  1.12001E-02
 -6.95639E+01 -3.05799E-02  1.90542E-02
 -6.93146E+01 -1.59614E-02  2.38680E-02
 -6.90653E+01  2.97132E-02  3.37294E-02
 -6.88159E+01  5.84099E-02  3.29269E-02
 -6.85666E+01  5.14785E-03  2.55445E-02
 -6.83173E+01 -1.78374E-03  2.79525E-02
 -6.80680E+01  3.92983E-03  2.20793E-02
 -6.78186E+01  8.65745E-04  2.75647E-02
 -6.75693E+01  2.11136E-02  2.71099E-02
 -6.73200E+01 -6.70776E-03  2.00801E-02
 -6.70706E+01 -1.34342E-02  2.53627E-02
 -6.68213E+01  7.87059E-03  2.82305E-02
 -6.65720E+01  8.91676E-03  2.31419E-02
 -6.63226E+01  1.62544E-02  3.04275E-02
 -6.60733E+01  2.62264E-02  2.78026E-02
 -6.58240E+01 -1.67710E-02  2.27192E-02
 -6.55746E+01  3.31048E-03  2.60356E-02
 -6.53253E+01  3.98900E-02  3.36610E-02
 -6.50760E+01  1.55771E-02  2.35918E-02
 -6.48266E+01  1.75322E-02  3.06608E-02
 -6.45773E+01  7.36010E-03  2.33954E-02
 -6.43280E+01 -5.98331E-03  2.22249E-02
 -6.40786E+01 -2.05722E-02  2.11255E-02
 -6.38293E+01 -4.91231E-03  2.75626E-02
 -6.35800E+01  3.67912E-02  3.61256E-02
 -6.33306E+01  5.53817E-02  3.18120E-02
 -6.30813E+01  1.43951E-02  2.63750E-02
 -6.28320E+01  3.82701E-03  3.45206E-02
 -6.25826E+01  6.48342E-02  3.99758E-02
 -6.23333E+01  9.03323E-02  3.47384E-02
 -6.20840E+01  1.08756E-02  1.81743E-02
 -6.18346E+01 -3.86508E-02  1.42081E-02
 -6.15853E+01 -2.38348E-02  2.13805E-02
 -6.13360E+01  6.38705E-03  3.05262E-02
 -6.10866E+01  2.77239E-02  2.87604E-02
 -6.08373E+01  2.35543E-02  3.22785E-02
 -6.05880E+01  2.33386E-02  3.13127E-02
 -6.03386E+01  5.44972E-02  3.98045E-02
 -6.00893E+01  5.53100E-02  3.17017E-02
 -5.98400E+01  3.32471E-02  2.84292E-02
 -5.95906E+01  3.02895E-02  3.02820E-02
 -5.93413E+01 -1.14979E-04  2.47628E-02
 -5.90920E+01  1.59498E-02  2.94427E-02
 -5.88426E+01  2.15492E-02  3.03128E-02
 -5.85933E+01  7.58750E-03  2.64062E-02
 -5.83440E+01  1.57660E-02  3.23582E-02
 -5.80946E+01  6.79457E-02  3.73232E-02
 -5.78453E+01  4.40249E-02  3.17368E-02
 -5.75960E+01  3.19363E-02  3.53994E-02
 -5.73466E+01  5.10343E-02  3.33879E-02
 -5.70973E+01  4.34625E-02  3.21642E-02
 -5.68480E+01  3.72773E-02  2.96784E-02
 -5.65986E+01  4.65160E-03  2.89105E-02
 -5.63493E+01  1.16972E-02  2.72641E-02
 -5.61000E+01  9.15841E-03  2.82218E-02
 -5.58506E+01  4.17532E-02  3.27091E-02
