Fit results
,Deviator,background
value,2.741E-01, 2.80663E+00
error,0.000E+00, 6.57098E-02

Iteration history
Deviator,Quality,background,,
5.818E-01, 5.932E-01, 3.000E+00,  
2.748E-01, 1.218E-03, 2.816E+00,  
2.741E-01, 1.341E-05, 2.808E+00,  
2.741E-01,, 2.807E+00,  
