File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,hcp FeNiSi a,hcp FeNiSi c,extrapeak a,hcp FeNiSi Vol,hcp FeNiSi c/a,extrapeak Vol
FeNiSi_DAC13_P4a_017,0.0014587410302468065,0.049583346557650135,23,28.5,0.860255,3,2.36788262497529,3.798181907420424,2.984992336525453,18.4427947890842,1.6040414619200392,26.596816775678427
