File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,extrapeak a,bcc FeNi a,extrapeak Vol,bcc FeNi Vol
FeNi_DAC11_P2a_011,0.0026452982514716403,0.04200641251723631,23,26,0.860255,3,2.987546532716137,2.8232206839362677,26.665150251568324,22.5026922881423
