Parameters,Values,Std
extrapeak Peak 0 Intensity,0.6253669743002925,0.6468997163132469
bcc FeNi Peak 0 Intensity,37.77140610672698,0.6762889165830771
extrapeak Peak Width,0.18343656333682326,0.02539476308214524
bcc FeNi Peak Width,0.0800095221263055,0.0006712950983238329
extrapeak Peak Shape,0.9999999999989907,1.2634229688091698
bcc FeNi Peak Shape,0.011183705623945517,0.0012401827807638757
extrapeak a,2.987546532716137,0.0003564736298823855
bcc FeNi a,2.8232206839362677,4.1711247556444136e-05
Background 0,-152.37405218548577,33.49244813014921
Background 1,28.260213957170652,2.7260334275971974
Background 2,-0.4960155213155399,0.05541501896539884
