2theta,Intensity,Model,Residual,Background,bcc FeNi,extrapeak
23.00152163,165.157486,165.0651736180481,0.09231238195189917,164.439454397467,0.10438342793002633,0.5213357926511023
23.00880821,165.07775880000003,165.10307484296143,-0.025316042961406993,164.45861557053388,0.10530833107739192,0.5391509413501511
23.01609479,164.78613280000002,165.14184964831614,-0.3557168483161206,164.4779032079149,0.10624557044169843,0.5577008699595508
23.02338138,164.8335876,165.1815266954105,-0.34793909541050994,164.49731733634053,0.10719536749515005,0.5770139915748224
23.03066796,165.1656342,165.22213555738628,-0.05650135738628137,164.51685790252372,0.10815794471980242,0.597119710142763
23.03795454,165.294342,165.2637071227484,0.0306348772516003,164.5365249330215,0.10913353356089732,0.6180486561660122
23.04524112,165.41409299999998,165.30627346575892,0.1078195342410595,164.5563184278335,0.11012236936757584,0.6398326685578359
23.05252771,165.15605159999998,165.34986805895988,-0.19381645895990118,164.57623841438453,0.11112469421406122,0.6625049503612831
23.05981429,165.22215269999998,165.3945256431162,-0.17237294311621554,164.59628483799895,0.1121407515248318,0.6861000535924069
23.06710087,165.2044067,165.44028271069325,-0.2358760106932607,164.61645772592738,0.11317079447815566,0.7106541902877087
23.07438746,165.3552246,165.48717747319895,-0.13195287319894078,164.63675710611562,0.11421508212117752,0.7362052849621524
23.08167404,165.5210876,165.53524981847772,-0.014162218477736133,164.6571829228467,0.11527387514449894,0.7627930204865379
23.08896062,165.8730164,165.5845418728869,0.2884745271131237,164.67773520389187,0.1163474446462715,0.7904592243487497
23.0962472,166.1074829,165.63509794254202,0.47238495745799014,164.6984139492513,0.11743606659055544,0.8192479267001626
23.10353379,166.10849,165.68696486913626,0.4215251308637278,164.71921918756493,0.11854002493301413,0.8492056566383104
23.11082037,165.8896179,165.7401919890193,0.14942591098068192,164.74015086172676,0.11965960572218019,0.8803815215703781
23.11810695,165.8774261,165.7948318337599,0.08259426624010757,164.76120900020294,0.12079510637768183,0.9128277271792736
23.12539354,165.82110600000001,165.85094022964003,-0.029834229640016474,164.78239363215368,0.12194683143815306,0.946599766048195
23.13268012,166.0415649,165.90857639592926,0.13298850407073814,164.80370469943216,0.12311508792232402,0.9817566085747822
23.1399667,166.25097659999997,165.96780378168083,0.2831728183191444,164.82514223102487,0.12430019502002401,1.0183613556359383
23.14725328,166.4552155,166.0286901750511,0.42652532494889783,164.84670622693216,0.12550247800749104,1.0564814701114698
23.15453987,166.8246002,166.09130832562423,0.7332918743757659,164.86839671700818,0.1267222717252374,1.0961893368908069
23.16182645,166.9792786,166.1557361053288,0.8235424946711873,164.89021364171742,0.12795991408782956,1.1375625495235333
23.16911303,167.08793640000002,166.2220575827995,0.8658788172005245,164.91215703074124,0.12921575636500993,1.180684795693235
23.17639961,166.8860779,166.29036329714364,0.5957146028563614,164.9342268840794,0.13049015675599573,1.22564625630825
23.1836862,166.63481140000002,166.36075111620067,0.27406028379934355,164.95642323228049,0.13178348409382182,1.2725443998263624
23.19097278,166.337738,166.43332658755395,-0.09558858755394795,164.97874601442084,0.1330961109828259,1.321484462150275
23.19825936,166.1372375,166.50820432716284,-0.3709668271628459,165.00119526087576,0.13442842471981817,1.372580641567262
23.20554595,166.1602936,166.58550862604096,-0.4252150260409735,165.02377100271406,0.13578082237267786,1.425956800954219
23.21283253,166.4544678,166.66537407642662,-0.21090627642661275,165.04647317797094,0.13715370538247437,1.4817471930732131
23.22011911,166.4436646,166.74794724577302,-0.30428264577301434,165.0693018175425,0.13854749100074307,1.540097937229765
23.22740569,166.6637115,166.83338737401402,-0.1696758740140183,165.0922569214282,0.1399626052064409,1.6011678473793929
23.23469228,166.316925,166.92186779949378,-0.6049427994937844,165.11533852139166,0.1413994868591366,1.6651297912429834
23.24197886,166.43014530000002,167.01357674371386,-0.5834314437138346,165.13854655407965,0.1428585801170347,1.7321716095171578
23.24926544,166.4165649,167.10871938387277,-0.6921544838727698,165.1618810510821,0.1443403466154726,1.802497986175192
23.25655203,166.74662780000003,167.20751891203537,-0.46089111203534117,165.1853420446829,0.1458452600514166,1.8763316073010576
23.26383861,166.8462372,167.31021754849988,-0.4639803484998879,165.20892947048742,0.14737380022090082,1.9539142777915661
23.27112519,167.1022949,167.41707880757644,-0.3147839075764409,165.2326433606064,0.14892646579707963,2.0355089811729736
23.27841177,167.18013,167.5283883848749,-0.3482583848748959,165.25648371503962,0.15050376650286115,2.1214009033324164
23.28569836,167.5439606,167.6444557932055,-0.10049519320551781,165.2804505667657,0.1521062277931808,2.211898998646631
23.29298494,167.5226288,167.7656148988603,-0.24298609886028544,165.30454385000144,0.15373438245558474,2.3073366664032795
23.30027152,167.3692474,167.89222579342135,-0.5229783934213401,165.3287635975512,0.15538878425217048,2.4080734116179765
23.3075581,167.10897830000002,168.02467468041323,-0.915696380413209,165.3531098094154,0.15706999962293433,2.5144948713748803
23.31484469,167.3259888,168.16337416267677,-0.8373853626767698,165.37758251926687,0.15877861271383628,2.627013030696079
23.32213127,167.43374630000002,168.30876159435022,-0.8750152943501917,165.40218165993338,0.16051521646051903,2.74606471795631
23.32941785,167.82257080000002,168.4612982270306,-0.6387274270305738,165.42690726491412,0.16228042717610766,2.872110534940361
23.33670444,167.8324585,168.62146518635777,-0.7890066863577658,165.45175936840258,0.16407487823305705,3.005630939722132
23.34399102,167.8188019,168.78975728665378,-0.9709553866537703,165.47673790218596,0.16589921305905292,3.1471201714087784
23.3512776,167.8123322,168.96667628237364,-1.1543440823736546,165.50184290028335,0.16775410049413977,3.297079281596154
23.35856418,167.9275055,169.15271861878236,-1.2252131187823636,165.5270743626951,0.1696402255863308,3.4560040305009454
23.36585077,168.313736,169.34836035456183,-1.0346243545618279,165.55243232430894,0.17155829531758413,3.624369734935306
23.37313735,168.9567413,169.55403531167056,-0.5972940116705558,165.57791671552297,0.17350902868461426,3.80260956746297
23.38042393,169.6745758,169.77010959817844,-0.09553379817842256,165.60352757105147,0.17549317317113206,3.9910888539558402
23.38771052,170.0493927,169.99684626193616,0.052546438063842515,165.62926492630265,0.17751149776413996,4.190069837869375
23.3949971,170.3104858,170.23436101385906,0.07612478614095153,165.65512871063322,0.17956478517311986,4.3996675180527065
23.40228368,170.59811399999998,170.48257119297588,0.11554280702409869,165.68111895927814,0.1816538492129269,4.619798384484822
23.40957026,170.9985657,170.74113153684317,0.2574341631568302,165.70723567223786,0.18377952456838187,4.850116340036921
23.41685685,171.3500061,171.00936213706515,0.34064396293484833,165.73347888561398,0.18594267336398287,5.089940578087187
23.42414343,171.824585,171.28616623573515,0.5384187642648612,165.75984852737554,0.18814417410073317,5.338173534258887
23.43143001,172.0197449,171.56994741270853,0.4497974872914767,165.78634463345145,0.19038494036472234,5.593217838892373
23.43871659,172.2359467,171.85852508945248,0.3774216105475148,165.81296720384205,0.19266590994100652,5.852891975669431
23.44600318,172.4047852,172.14906368620777,0.2557215137922242,165.83971627534333,0.19498805194682595,6.114359358917619
23.45328976,172.66798400000002,172.43802365228316,0.22996034771685459,165.866591774536,0.19735235504378687,6.374079522703382
23.46057634,172.99732969999997,172.7211564211101,0.2761732788898712,165.89359373804314,0.19975984761596854,6.627802835451003
23.46786293,173.5981293,172.99355275180775,0.6045765481922558,165.92072220318175,0.20221158958010776,6.870618959045895
23.47514951,173.70848080000002,173.24976393238086,0.45871686761915953,165.94797709549084,0.2047086631759474,7.097078173714058
23.48243609,173.8198395,173.48400924790366,0.33583025209634343,165.97535845211462,0.2072521943533305,7.301398601435704
23.48972267,173.8672791,173.69046254278499,0.17681655721500533,166.00286627305252,0.20984334062874632,7.477752929103718
23.49700926,174.2204895,173.86360915738297,0.35688034261704615,166.03050059631641,0.21248329938424543,7.62062526168231
23.50429584,174.3946075,173.99863848684217,0.3959690131578384,166.05826134605672,0.2151732946737427,7.725203846111712
23.51158242,174.6956635,174.0918303616627,0.6038331383373077,166.08614856011116,0.2179146003841306,7.78776720116741
23.51886901,174.6313934,174.140877228642,0.49051617135799574,166.11416227701238,0.2207085311719161,7.80600642045772
23.52615559,174.5273438,174.14509543405615,0.382248365943866,166.14230241986922,0.2235564321986185,7.779236581988299
23.53344217,174.2284851,174.10548983677543,0.122995263224567,166.17056902704053,0.22645970375947178,7.7084611059754256
