File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,bcc FeNi a,extrapeak a,bcc FeNi Vol,extrapeak Vol
FeNi_DAC11_P1b_005,0.004506068619320758,0.06064987091536768,23,26,0.860255,3,2.849413759111847,2.984793759522364,23.13484271340659,26.59150905871382
