# == pyFAI calibration ==
# SplineFile: None
# PixelSize: 1.000e-04, 1.000e-04 m
# PONI: 1.799e-01, 1.278e-01 m
# Distance Sample to Detector: 0.317930680197 m
# Rotations: -0.003850 0.005932 0.000000 rad
# 
# == Fit2d calibration ==
# Distance Sample-beamCenter: 317.939 mm
# Center: x=1290.708, y=1818.174 pix
# Tilt: 0.405 deg  TiltPlanRot: 57.015 deg
# 
# Wavelength: 8.60255e-11
# Polarization factor: 0.99
# Normalization factor: None
#
# 2th_deg	 I
4.932674302E-01  2.620594597E+01
5.005540130E-01  2.672453880E+01
5.078405957E-01  2.641949081E+01
5.151271785E-01  2.625554276E+01
5.224137613E-01  2.604007912E+01
5.297003441E-01  2.670954514E+01
5.369869269E-01  2.740249062E+01
5.442735096E-01  2.889261436E+01
5.515600924E-01  2.958374405E+01
5.588466752E-01  2.954957008E+01
5.661332580E-01  2.853003311E+01
5.734198407E-01  2.730603027E+01
5.807064235E-01  2.766202164E+01
5.879930063E-01  2.785801697E+01
5.952795891E-01  2.822856140E+01
6.025661718E-01  2.786372185E+01
6.098527546E-01  2.793915558E+01
6.171393374E-01  2.813319016E+01
6.244259202E-01  2.781822968E+01
6.317125030E-01  2.751358414E+01
6.389990857E-01  2.753203201E+01
6.462856685E-01  2.736457443E+01
6.535722513E-01  2.765160179E+01
6.608588341E-01  2.764712143E+01
6.681454168E-01  2.779039764E+01
6.754319996E-01  2.775802231E+01
6.827185824E-01  2.741999054E+01
6.900051652E-01  2.763840103E+01
6.972917479E-01  2.769476509E+01
7.045783307E-01  2.759063911E+01
7.118649135E-01  2.712432671E+01
7.191514963E-01  2.737002563E+01
7.264380791E-01  2.754013824E+01
7.337246618E-01  2.780768585E+01
7.410112446E-01  2.825537300E+01
7.482978274E-01  2.828753281E+01
7.555844102E-01  2.827740479E+01
7.628709929E-01  2.787968063E+01
7.701575757E-01  2.729969978E+01
7.774441585E-01  2.674499321E+01
7.847307413E-01  2.668037033E+01
7.920173240E-01  2.661273193E+01
7.993039068E-01  2.683918381E+01
8.065904896E-01  2.681110001E+01
8.138770724E-01  2.673452568E+01
8.211636552E-01  2.702813148E+01
8.284502379E-01  2.683537102E+01
8.357368207E-01  2.728211594E+01
8.430234035E-01  2.727956963E+01
8.503099863E-01  2.784823799E+01
8.575965690E-01  2.764598274E+01
8.648831518E-01  2.749458504E+01
8.721697346E-01  2.726476860E+01
8.794563174E-01  2.727094650E+01
8.867429001E-01  2.790757370E+01
8.940294829E-01  2.840914726E+01
9.013160657E-01  2.804738617E+01
9.086026485E-01  2.782724380E+01
9.158892313E-01  2.766026688E+01
9.231758140E-01  2.782684898E+01
9.304623968E-01  2.800090790E+01
9.377489796E-01  2.811980438E+01
9.450355624E-01  2.816084862E+01
9.523221451E-01  2.819733810E+01
9.596087279E-01  2.797591591E+01
9.668953107E-01  2.778229523E+01
9.741818935E-01  2.767253304E+01
9.814684762E-01  2.765994263E+01
9.887550590E-01  2.788422585E+01
9.960416418E-01  2.753784561E+01
1.003328225E+00  2.729143143E+01
1.010614807E+00  2.694665718E+01
1.017901390E+00  2.692071342E+01
1.025187973E+00  2.704426956E+01
1.032474556E+00  2.720906448E+01
1.039761138E+00  2.719804573E+01
1.047047721E+00  2.699050331E+01
1.054334304E+00  2.658247948E+01
1.061620887E+00  2.649991035E+01
1.068907470E+00  2.663855362E+01
1.076194052E+00  2.678835869E+01
1.083480635E+00  2.684419060E+01
1.090767218E+00  2.697246170E+01
1.098053801E+00  2.717980766E+01
1.105340383E+00  2.719161987E+01
1.112626966E+00  2.750646210E+01
1.119913549E+00  2.751797295E+01
1.127200132E+00  2.776796532E+01
1.134486715E+00  2.746768188E+01
1.141773297E+00  2.726924324E+01
1.149059880E+00  2.710759735E+01
1.156346463E+00  2.701360130E+01
1.163633046E+00  2.723340416E+01
1.170919628E+00  2.711433983E+01
1.178206211E+00  2.701932526E+01
1.185492794E+00  2.711719322E+01
1.192779377E+00  2.738858986E+01
1.200065960E+00  2.749459648E+01
1.207352542E+00  2.749647522E+01
1.214639125E+00  2.722077751E+01
1.221925708E+00  2.731034851E+01
1.229212291E+00  2.707004547E+01
1.236498873E+00  2.658568954E+01
1.243785456E+00  2.637744331E+01
1.251072039E+00  2.641744423E+01
1.258358622E+00  2.648390770E+01
1.265645205E+00  2.647699165E+01
1.272931787E+00  2.684474564E+01
1.280218370E+00  2.746181679E+01
1.287504953E+00  2.766062927E+01
1.294791536E+00  2.791894341E+01
1.302078118E+00  2.786645317E+01
1.309364701E+00  2.791311836E+01
1.316651284E+00  2.745274544E+01
1.323937867E+00  2.706092262E+01
1.331224450E+00  2.678773880E+01
1.338511032E+00  2.671984863E+01
1.345797615E+00  2.676437759E+01
1.353084198E+00  2.687054634E+01
1.360370781E+00  2.650867081E+01
1.367657363E+00  2.657768059E+01
1.374943946E+00  2.665624809E+01
1.382230529E+00  2.708183479E+01
1.389517112E+00  2.726102829E+01
1.396803695E+00  2.731055450E+01
1.404090277E+00  2.732991219E+01
1.411376860E+00  2.746438789E+01
1.418663443E+00  2.744038010E+01
1.425950026E+00  2.736985397E+01
1.433236608E+00  2.735385895E+01
1.440523191E+00  2.739645767E+01
1.447809774E+00  2.737967873E+01
1.455096357E+00  2.758516121E+01
1.462382940E+00  2.730619049E+01
1.469669522E+00  2.735285568E+01
1.476956105E+00  2.710234642E+01
1.484242688E+00  2.736411476E+01
1.491529271E+00  2.723824883E+01
1.498815853E+00  2.729463387E+01
1.506102436E+00  2.707436943E+01
1.513389019E+00  2.700355721E+01
1.520675602E+00  2.710815430E+01
1.527962185E+00  2.720241165E+01
1.535248767E+00  2.729459381E+01
1.542535350E+00  2.718160820E+01
1.549821933E+00  2.727533913E+01
1.557108516E+00  2.720998383E+01
1.564395098E+00  2.726236343E+01
1.571681681E+00  2.718612671E+01
1.578968264E+00  2.726472282E+01
1.586254847E+00  2.725658989E+01
1.593541430E+00  2.727956581E+01
1.600828012E+00  2.727066994E+01
1.608114595E+00  2.733811569E+01
1.615401178E+00  2.731517220E+01
1.622687761E+00  2.761040306E+01
1.629974343E+00  2.792293739E+01
1.637260926E+00  2.799125099E+01
1.644547509E+00  2.803192520E+01
1.651834092E+00  2.800291634E+01
1.659120675E+00  2.791086960E+01
1.666407257E+00  2.761241913E+01
1.673693840E+00  2.741570091E+01
1.680980423E+00  2.747978401E+01
1.688267006E+00  2.770103073E+01
1.695553588E+00  2.792359543E+01
1.702840171E+00  2.827736664E+01
1.710126754E+00  2.860754967E+01
1.717413337E+00  2.881540298E+01
1.724699919E+00  2.874687958E+01
1.731986502E+00  2.877412033E+01
1.739273085E+00  2.858069801E+01
1.746559668E+00  2.856354141E+01
1.753846251E+00  2.830537987E+01
1.761132833E+00  2.823883820E+01
1.768419416E+00  2.813902855E+01
1.775705999E+00  2.821281815E+01
1.782992582E+00  2.795407867E+01
1.790279164E+00  2.813225365E+01
1.797565747E+00  2.820704269E+01
1.804852330E+00  2.798995209E+01
1.812138913E+00  2.771352577E+01
1.819425496E+00  2.749846649E+01
1.826712078E+00  2.757432365E+01
1.833998661E+00  2.800795364E+01
1.841285244E+00  2.820477295E+01
1.848571827E+00  2.852937889E+01
1.855858409E+00  2.844121933E+01
1.863144992E+00  2.843543816E+01
1.870431575E+00  2.827078438E+01
1.877718158E+00  2.819075012E+01
1.885004741E+00  2.801962852E+01
1.892291323E+00  2.796703339E+01
1.899577906E+00  2.769556999E+01
1.906864489E+00  2.768949509E+01
1.914151072E+00  2.759219360E+01
1.921437654E+00  2.780890656E+01
1.928724237E+00  2.803504944E+01
1.936010820E+00  2.812667465E+01
1.943297403E+00  2.814899254E+01
1.950583986E+00  2.818471146E+01
1.957870568E+00  2.841261482E+01
1.965157151E+00  2.860105515E+01
1.972443734E+00  2.859935760E+01
1.979730317E+00  2.851181984E+01
1.987016899E+00  2.821237373E+01
1.994303482E+00  2.830001640E+01
2.001590065E+00  2.814682961E+01
