Parameters,Values,Std
bcc FeNi Peak 0 Intensity,3.334036557337614,0.8288337575351009
extrapeak Peak 0 Intensity,1.7826731661427766,0.8349757996200236
bcc FeNi Peak Width,0.17117788265548037,0.005530537011649153
extrapeak Peak Width,0.25702476549259357,0.04336259521430067
bcc FeNi Peak Shape,0.999999999422159,0.30120230922545754
extrapeak Peak Shape,0.49826872625995544,0.3872432711856573
bcc FeNi a,2.849413759111847,7.03952112937154e-05
extrapeak a,2.984793759522364,0.0004954573815172882
Background 0,734.2446038135155,47.81557817240447
Background 1,-52.165970646769374,3.8989449569624828
Background 2,1.1909417581541832,0.07938175023392026
