,bcc FeNiSi Peak 0 Intensity,bcc FeNiSi Peak Width,bcc FeNiSi Peak Shape,bcc FeNiSi a,Background 0,Background 1,Background 2
bcc FeNiSi Peak 0 Intensity,20.43324711848495,-0.028398146386006864,-0.8482525682603838,-1.6685900149076334e-05,3216.0475043565293,-258.1468255999793,5.176353550583138
bcc FeNiSi Peak Width,-0.02839814638600687,5.798634574758964e-05,0.001254158776126101,1.3123965982725752e-08,-1.9470717036940508,0.15606827094454864,-0.0031278976583104107
bcc FeNiSi Peak Shape,-0.8482525682603838,0.0012541587761261007,0.03557816109914203,6.295200434026035e-07,-120.08426266273823,9.63805003606684,-0.19325705685369005
bcc FeNiSi a,-1.6685900149076334e-05,1.3123965982725749e-08,6.295200434026035e-07,8.750334464125072e-09,-0.010564738961561041,0.0008379064160603133,-1.6599564416308377e-05
Background 0,3216.047504356529,-1.9470717036940504,-120.08426266273823,-0.010564738961561041,1426819.8895839965,-114453.6019097659,2293.166857233912
Background 1,-258.1468255999793,0.15606827094454861,9.63805003606684,0.0008379064160603133,-114453.6019097659,9181.30098916776,-183.96048780447938
Background 2,5.176353550583138,-0.0031278976583104107,-0.19325705685369005,-1.6599564416308377e-05,2293.166857233912,-183.9604878044794,3.6860292943068136
