File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,bcc FeNiSi a,bcc FeNiSi Vol
FeNiSi_DAC15_P1b_005,0.004952904733392703,0.15851099221426418,24,26,0.860255,3,2.823937529996298,22.519837666721013
