@page size 600,600
@view 0.12,0.1,0.97,0.93
@subtitle "PHOENIX module phox, 01/25/18 at 14:55:56 -08:00"
@xaxes scale Normal
@yaxes scale Normal
@xaxis label "energy (meV)"
@yaxis label "data without elastic peak"
@s0 errorbar size 0.0
@type xydy
 -8.06255E+01 -1.88083E+00  0.00000E+00
 -8.03766E+01 -1.88189E+00  0.00000E+00
 -8.01278E+01  4.61707E+00  4.08180E+00
 -7.98789E+01  1.90045E+00  2.00649E+00
 -7.96300E+01  1.09397E+00  1.78705E+00
 -7.93812E+01  9.59973E-01  1.76333E+00
 -7.91323E+01  4.23784E-01  1.78673E+00
 -7.88834E+01  1.57812E-01  1.78082E+00
 -7.86346E+01 -8.33379E-01  4.49371E-01
 -7.83857E+01 -1.50744E+00  8.75360E-01
 -7.81368E+01 -9.84666E-01  9.65707E-01
 -7.78880E+01  3.40353E-01  1.50276E+00
 -7.76391E+01 -7.71231E-01  9.84966E-01
 -7.73902E+01 -7.63551E-01  8.85580E-01
 -7.71414E+01 -6.55876E-01  1.72236E+00
 -7.68925E+01  2.54944E-01  1.36460E+00
 -7.66436E+01 -5.65076E-01  8.26685E-01
 -7.63948E+01 -3.86268E-01  1.55336E+00
 -7.61459E+01  4.30221E-01  1.63371E+00
 -7.58970E+01  1.98976E+00  1.93511E+00
 -7.56481E+01  2.98154E-02  1.20688E+00
 -7.53993E+01  6.07904E-01  1.52135E+00
 -7.51504E+01 -6.45586E-01  9.05211E-01
 -7.49015E+01  3.72858E-01  1.52161E+00
 -7.46527E+01 -1.07897E+00  9.03436E-01
 -7.44038E+01 -1.43919E-01  1.76162E+00
 -7.41549E+01  5.14625E-01  1.50472E+00
 -7.39061E+01  8.91766E-01  1.95779E+00
 -7.36572E+01  2.42590E+00  1.96923E+00
 -7.34083E+01  4.89485E-02  9.57167E-01
 -7.31595E+01 -4.38713E-01  1.52645E+00
 -7.29106E+01  1.80740E-01  9.64279E-01
 -7.26617E+01 -2.36241E-01  1.46831E+00
 -7.24129E+01 -9.12192E-01  3.47326E-01
 -7.21640E+01 -2.55227E-01  1.62143E+00
 -7.19151E+01 -5.86061E-01  1.55635E+00
 -7.16662E+01  7.53051E-01  1.94673E+00
 -7.14174E+01  1.40478E+00  1.89505E+00
 -7.11685E+01  1.37866E+00  2.00926E+00
 -7.09196E+01 -1.04719E+00  3.62081E-01
 -7.06708E+01  5.90221E-01  2.18856E+00
 -7.04219E+01 -8.92743E-01  3.30119E-01
 -7.01730E+01 -8.95245E-01  1.25828E+00
 -6.99242E+01  1.31586E+00  1.82340E+00
 -6.96753E+01 -4.35656E-01  1.28977E+00
 -6.94264E+01  6.45977E-03  1.35419E+00
 -6.91776E+01 -1.88980E+00  2.15374E-01
 -6.89287E+01 -1.03501E+00  1.32579E+00
 -6.86798E+01  1.42311E+00  1.85465E+00
 -6.84310E+01 -1.28496E+00  2.95322E-01
 -6.81821E+01 -2.78576E-02  1.96736E+00
 -6.79332E+01  3.71230E-01  1.31103E+00
 -6.76843E+01 -2.23052E-01  1.34119E+00
 -6.74355E+01  3.42647E-01  1.23008E+00
 -6.71866E+01  2.56207E+00  2.78935E+00
 -6.69377E+01  2.05663E+00  1.70763E+00
 -6.66889E+01  9.72113E-01  1.88729E+00
 -6.64400E+01 -6.02853E-01  6.70226E-01
 -6.61911E+01  4.51736E-01  1.90663E+00
 -6.59423E+01  1.99497E+00  1.86202E+00
 -6.56934E+01 -6.86135E-01  9.88047E-01
 -6.54445E+01  5.89634E-01  1.86888E+00
 -6.51957E+01 -2.35401E-02  1.23001E+00
 -6.49468E+01 -4.34675E-01  1.11622E+00
 -6.46979E+01  2.93569E+00  2.70858E+00
 -6.44491E+01  1.52295E+00  8.67536E-01
 -6.42002E+01 -4.01542E-01  1.76171E+00
 -6.39513E+01  1.02000E+00  2.00213E+00
 -6.37024E+01  4.84587E-01  1.25543E+00
 -6.34536E+01  3.97985E-01  1.97301E+00
 -6.32047E+01  1.47314E+00  1.69214E+00
 -6.29558E+01 -1.59738E+00  9.03582E-02
 -6.27070E+01 -1.56427E+00  9.05395E-01
 -6.24581E+01 -5.09139E-01  1.22522E+00
 -6.22092E+01 -8.38946E-02  1.29868E+00
 -6.19604E+01  3.50024E-01  1.53905E+00
 -6.17115E+01  5.18897E-01  1.39922E+00
