File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,extrapeak a,bcc FeNi a,extrapeak Vol,bcc FeNi Vol
FeNi_DAC11_P1a_006,0.004113386199571617,0.0567180182803262,23,26,0.860255,3,2.9858389001757257,2.848826331321622,26.619452295657783,23.120537404472223
