File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,hcp FeNiSi a,hcp FeNiSi c,extrapeak a,hcp FeNiSi Vol,hcp FeNiSi c/a,extrapeak Vol
FeNiSi_DAC13_P3a_008,0.0018740931000095803,0.06534084150199247,23,28.5,0.860255,3,2.3725391231229285,3.935734160877837,2.977659135085511,19.18594315380884,1.6588700782717987,26.401277524871013
