@page size 600,600
@view 0.12,0.1,0.97,0.93
@subtitle "PHOENIX module psth, 04/17/18 at 11:54:43 +02:00"
@xaxes scale Normal
@yaxes scale Normal
@xaxis label "temperature (K)"
@yaxis label "vibrational free energy (meV/atom)"
@s0 errorbar size 0.0
@type xydy
  2.00000E+02  3.98263E+01  5.08467E-01
  2.09045E+02  3.85347E+01  5.03545E-01
  2.18090E+02  3.71668E+01  4.98299E-01
  2.27136E+02  3.57242E+01  4.92745E-01
  2.36181E+02  3.42085E+01  4.86902E-01
  2.45226E+02  3.26212E+01  4.80789E-01
  2.54271E+02  3.09639E+01  4.74430E-01
  2.63317E+02  2.92381E+01  4.67848E-01
  2.72362E+02  2.74454E+01  4.61071E-01
  2.81407E+02  2.55873E+01  4.54127E-01
  2.90452E+02  2.36651E+01  4.47048E-01
  2.99497E+02  2.16803E+01  4.39868E-01
  3.08543E+02  1.96342E+01  4.32624E-01
  3.17588E+02  1.75282E+01  4.25356E-01
  3.26633E+02  1.53635E+01  4.18108E-01
  3.35678E+02  1.31414E+01  4.10925E-01
  3.44724E+02  1.08630E+01  4.03859E-01
  3.53769E+02  8.52962E+00  3.96963E-01
  3.62814E+02  6.14227E+00  3.90295E-01
  3.71859E+02  3.70205E+00  3.83917E-01
  3.80905E+02  1.21003E+00  3.77893E-01
  3.89950E+02 -1.33280E+00  3.72294E-01
  3.98995E+02 -3.92546E+00  3.67189E-01
  4.08040E+02 -6.56698E+00  3.62654E-01
  4.17085E+02 -9.25647E+00  3.58762E-01
  4.26131E+02 -1.19930E+01  3.55589E-01
  4.35176E+02 -1.47758E+01  3.53208E-01
  4.44221E+02 -1.76040E+01  3.51688E-01
  4.53266E+02 -2.04767E+01  3.51096E-01
  4.62312E+02 -2.33933E+01  3.51489E-01
  4.71357E+02 -2.63529E+01  3.52918E-01
  4.80402E+02 -2.93548E+01  3.55422E-01
  4.89447E+02 -3.23983E+01  3.59032E-01
  4.98492E+02 -3.54828E+01  3.63765E-01
  5.07538E+02 -3.86076E+01  3.69628E-01
  5.16583E+02 -4.17719E+01  3.76617E-01
  5.25628E+02 -4.49753E+01  3.84720E-01
  5.34673E+02 -4.82170E+01  3.93912E-01
  5.43719E+02 -5.14965E+01  4.04165E-01
  5.52764E+02 -5.48133E+01  4.15444E-01
  5.61809E+02 -5.81667E+01  4.27709E-01
  5.70854E+02 -6.15563E+01  4.40919E-01
  5.79899E+02 -6.49814E+01  4.55031E-01
  5.88945E+02 -6.84416E+01  4.70000E-01
  5.97990E+02 -7.19364E+01  4.85784E-01
  6.07035E+02 -7.54654E+01  5.02342E-01
  6.16080E+02 -7.90279E+01  5.19631E-01
  6.25126E+02 -8.26236E+01  5.37615E-01
  6.34171E+02 -8.62520E+01  5.56256E-01
  6.43216E+02 -8.99128E+01  5.75521E-01
  6.52261E+02 -9.36053E+01  5.95377E-01
  6.61307E+02 -9.73294E+01  6.15795E-01
  6.70352E+02 -1.01084E+02  6.36747E-01
  6.79397E+02 -1.04870E+02  6.58208E-01
  6.88442E+02 -1.08686E+02  6.80153E-01
  6.97487E+02 -1.12532E+02  7.02561E-01
  7.06533E+02 -1.16407E+02  7.25413E-01
  7.15578E+02 -1.20312E+02  7.48688E-01
  7.24623E+02 -1.24245E+02  7.72370E-01
  7.33668E+02 -1.28207E+02  7.96443E-01
  7.42714E+02 -1.32197E+02  8.20892E-01
  7.51759E+02 -1.36215E+02  8.45704E-01
  7.60804E+02 -1.40260E+02  8.70865E-01
  7.69849E+02 -1.44333E+02  8.96364E-01
  7.78894E+02 -1.48432E+02  9.22190E-01
  7.87940E+02 -1.52558E+02  9.48333E-01
  7.96985E+02 -1.56710E+02  9.74783E-01
  8.06030E+02 -1.60888E+02  1.00153E+00
  8.15075E+02 -1.65092E+02  1.02857E+00
  8.24121E+02 -1.69321E+02  1.05589E+00
  8.33166E+02 -1.73576E+02  1.08349E+00
