File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,hcp FeNiSi a,hcp FeNiSi c,extrapeak a,hcp FeNiSi Vol,hcp FeNiSi c/a,extrapeak Vol
FeNiSi_DAC13_P6a_026,0.0013246738804795896,0.055634699056132726,23,28.8,0.860255,3,2.330683564129813,3.668510225481923,2.9822079133196335,17.25786203421817,1.5740061336261246,26.522457052532506
