Parameters,Values,Std
hcp FeNi Peak 0 Intensity,40.70089575355205,0.9213689801881818
hcp FeNi Peak 1 Intensity,3.158908445468373,0.341605013408608
hcp FeNi Peak 2 Intensity,36.48732048255377,0.8541811429581485
hcp FeNi Peak Width,0.16575659459745853,0.0019739286872094883
hcp FeNi Peak Shape,0.014304028697752245,0.0031093648144522538
hcp FeNi a,2.298815881011043,0.00012844438134094403
hcp FeNi c,3.6543606346481936,0.0011199335475684013
Background 0,15440.363364770903,258.65152117765655
Background 1,-1818.8508104568705,29.773239004036828
Background 2,73.82001469732128,1.138959056728683
Background 3,-0.9507241465518564,0.014480171138636441
