2theta,Intensity,Model,Residual,Background,hcp FeNi
23.00384673,1084.162842,1090.3980821003734,-6.235240100373403,1090.383779022477,0.014303077896297442
23.00900478,1084.960327,1090.7498084313231,-5.789481431323111,1090.7354350696605,0.014373361662647258
23.01416283,1085.181885,1091.1019713360215,-5.920086336021541,1091.0875271468922,0.014444189129223569
23.01932088,1085.463501,1091.4545700373649,-5.991069037364923,1091.4400544713462,0.014515566018637282
23.02447893,1086.248657,1091.807603758341,-5.5589467583408805,1091.7930162602115,0.014587498129464768
23.02963698,1087.175171,1092.1610717219835,-4.985900721983398,1092.146411730646,0.014659991337463431
23.03479503,1087.92041,1092.5149731514477,-4.594563151447801,1092.500240099851,0.014733051596810496
23.03995308,1087.950439,1092.8693072699423,-4.9188682699423225,1092.854500585001,0.014806684941364353
23.04511113,1087.837036,1093.224073300758,-5.387037300758038,1093.209192403272,0.014880897485950378
23.05026918,1087.635864,1093.579270467266,-5.943406467265959,1093.5643147718383,0.014955695427670529
23.05542723,1088.182983,1093.9348979929377,-5.751914992937827,1093.9198669078905,0.015031085047237725
23.06058528,1088.42688,1094.2909551013042,-5.864075101304252,1094.2758480285938,0.01510707271033608
23.06574333,1088.958008,1094.647441016006,-5.689433016005978,1094.632257351137,0.015183664869006235
23.07090138,1089.352661,1095.0043549607537,-5.651693960753846,1094.9890940926907,0.015260868063057898
23.07605943,1089.407349,1095.3616961593762,-5.954347159376084,1095.3463574704547,0.015338688921508931
23.08121748,1089.688843,1095.7194638357453,-6.030620835745367,1095.7040467015813,0.015417134164052004
23.08637554,1089.863525,1096.0776579087099,-6.214132908709871,1096.0621616979533,0.015496210756473127
23.09153359,1090.678955,1096.4362762134917,-5.75732121349165,1096.420700288194,0.015575925297726589
23.09669164,1092.207886,1096.7953186682869,-4.587432668286965,1096.7796623833456,0.015656284941309283
23.10184969,1092.401855,1097.1547844973636,-4.752929497363539,1097.1390472005787,0.015737296784856334
23.10700774,1093.294067,1097.5146729251048,-4.220605925104792,1097.4988539570804,0.015818968024447787
23.11216579,1093.9438480000001,1097.8749831759922,-3.93113517599204,1097.8590818700359,0.015901305956254802
23.11732384,1094.140259,1098.2357144745865,-4.095455474586515,1098.2197301566084,0.01598431797821749
23.12248189,1095.064087,1098.5968660455876,-3.532779045587631,1098.580798033996,0.0160680115917557
23.12763994,1096.106201,1098.9584371137616,-2.8522361137615917,1098.9422847193582,0.016152394403513938
23.13279799,1095.736694,1099.3204269040311,-3.5837329040311943,1099.304189429904,0.016237474127139963
23.13795604,1096.181885,1099.6828346413654,-3.5009496413654233,1099.6665113827803,0.016323258585099348
23.14311409,1096.625366,1100.0456595508883,-3.4202935508883456,1100.0292497951777,0.0164097557105255
23.14827214,1095.86438,1100.4089008578214,-4.544520857821453,1100.3924038842724,0.016496973549106467
23.15343019,1096.574585,1100.7725577875124,-4.197972787512299,1100.7559728672513,0.016584920261009998
23.15858824,1096.889526,1101.1366295654152,-4.247103565415273,1101.1199559612924,0.0166736041228462
23.16374629,1097.107544,1101.5011154170995,-4.393571417099565,1101.4843523835698,0.016763033529670502
23.16890434,1097.993042,1101.8660145682677,-3.8729725682676417,1101.8491613512706,0.016853216997026306
23.17406239,1098.418823,1102.2313262447176,-3.812503244717618,1102.2143820815545,0.016944163163028853
23.17922044,1098.8378910000001,1102.5970496724171,-3.7591586724170156,1102.5800137916267,0.017035880790491904
23.18437849,1099.748657,1102.9631840774123,-3.2145270774121855,1102.9460556986432,0.017128378769096616
23.18953654,1100.570923,1103.3297286859142,-2.75880568591424,1103.3125070197966,0.017221666117605564
23.1946946,1100.53064,1103.696683436068,-3.166043436068094,1103.6793676838988,0.017315752169307128
23.19985265,1100.633789,1104.0640461314886,-3.430257131488588,1104.0466354856453,0.017410645843152092
23.2050107,1100.1561279999999,1104.4318167098102,-4.275688709810311,1104.4143103530696,0.017506356740514116
23.21016875,1099.7148439999999,1104.7999943977472,-5.085150397747384,1104.7823915033277,0.01760289441953628
23.2153268,1100.2905269999999,1105.1685784222186,-4.878051422218732,1105.1508781536395,0.017700268579209786
23.22048485,1100.9610599999999,1105.5375680101993,-4.5765080101994045,1105.5197695211373,0.01779848906187552
23.2256429,1101.647583,1105.9069623888838,-4.259379388883872,1105.889064823028,0.017897565855776953
23.23080095,1102.502563,1106.2767607855785,-3.774197785578508,1106.2587632764807,0.017997509097666217
23.235959,1104.130249,1106.646962427754,-2.5167134277539844,1106.6288640986786,0.018098329075465318
23.24111705,1104.821167,1107.0175665430306,-2.196399543030566,1106.9993665067996,0.018200036230982146
23.2462751,1105.909302,1107.3885723591807,-1.4792703591806458,1107.3702697180179,0.01830264116268458
23.25143315,1106.0874019999999,1107.7599791041528,-1.6725771041528787,1107.7415729495242,0.018406154628532453
23.2565912,1105.6717529999999,1108.1317860060399,-2.460033006040021,1108.113275418491,0.018510587548869376
23.26174925,1106.174561,1108.5039922931073,-2.329431293107291,1108.4853763420979,0.01861595100937663
23.2669073,1107.143921,1108.8765971937814,-1.7326761937813444,1108.8578749375174,0.01872225626408886
23.27206535,1108.574829,1109.2495999366786,-0.6747709366786694,1109.2307704219402,0.018829514738475224
23.2772234,1110.87854,1109.6229997505693,1.2555402494306236,1109.6040620125368,0.01893773803258576
23.28238145,1112.038574,1109.9967958644186,2.041778135581353,1109.9777489264943,0.019046937924265324
23.2875395,1111.969727,1110.370987507354,1.5987394926460183,1110.3518303809815,0.019157126372437522
23.29269755,1112.633789,1110.7455739087004,1.8882150912995712,1110.7263055931799,0.019268315520458455
23.29785561,1112.643066,1111.1205550253446,1.5225109746554608,1111.1011745074265,0.01938051791806266
23.30301366,1112.753784,1111.4959286330015,1.2578553669984558,1111.4764348873487,0.019493745652791515
23.30817171,1113.818237,1111.871694688187,1.946542311812891,1111.8520866765284,0.019608011658704336
23.31332976,1113.641602,1112.2478524209885,1.3937495790114554,1112.2281290921364,0.019723328851913895
23.31848781,1113.840454,1112.6244010616997,1.2160529383002086,1112.6045613513488,0.019839710350864907
23.32364586,1114.540405,1113.0013398408328,1.539065159167194,1112.9813826713525,0.019957169480152376
23.32880391,1114.342041,1113.3786679890873,0.9633730109128464,1113.3585922693128,0.02007571977442527
23.33396196,1114.6408689999998,1113.7563847374245,0.8844842625753699,1113.736189362442,0.020195374982375197
23.33912001,1114.976807,1114.1344893169417,0.8423176830583543,1114.1141731678708,0.02031614907081515
23.34427806,1114.999268,1114.512980959046,0.4862870409540392,1114.4925429028171,0.020438056228848225
23.34943611,1115.496948,1114.891858895311,0.6050891046888864,1114.8712977844389,0.02056111087212962
23.35459416,1116.446655,1115.2711223575775,1.1755326424224677,1115.2504370299303,0.020685327647225044
23.35975221,1115.9453119999998,1115.650770577887,0.29454142211284307,1115.629959856451,0.020810721436065983
23.36491026,1117.147461,1116.0308027885542,1.1166582114458379,1116.0098654811936,0.020937307360506807
23.37006831,1118.370239,1116.4112182221284,1.9590207778717286,1116.3901531213414,0.021065100786984273
23.37522636,1119.214111,1116.7920161113946,2.422094888605443,1116.7708219940632,0.021194117331282805
23.38038441,1120.85083,1117.1731956894093,3.677634310590747,1117.151871316546,0.021324372863409463
23.38554246,1121.519043,1117.5547561894748,3.964286810525209,1117.5333003059623,0.021455883512578884
23.39070051,1121.752808,1117.9366968451623,3.8161111548376994,1117.9151081794898,0.021588665672314072
23.39585856,1122.271851,1118.3190168903286,3.9528341096713575,1118.297294154323,0.021722736005663677
23.40101661,1122.8238529999999,1118.701715559063,4.122137440936967,1118.6798574476124,0.021858111450539737
23.40617467,1122.823242,1119.0847928288372,3.738449171162756,1119.0627980193458,0.021994809491491386
23.41133272,1123.510986,1119.4682464489626,4.042739551037357,1119.44611360186,0.022132847102662348
23.41649077,1124.143188,1119.8520763967276,4.291111603272384,1119.829804154384,0.022272242343568827
23.42164882,1124.1911619999998,1120.236281907396,3.954880092603844,1120.2138688940886,0.02241301330748261
23.42680687,1125.197144,1120.6208622165539,4.57628178344612,1120.5983070381626,0.02255517839115152
23.43196492,1125.84021,1121.0058165600867,4.834393439913356,1120.9831178037857,0.022698756300931544
23.43712297,1126.0740970000002,1121.3911441742023,4.682952825797884,1121.368300408143,0.022843766059062992
23.44228102,1126.775269,1121.7768442953936,4.99842470460635,1121.7538540683836,0.02299022701009541
23.44743907,1127.204834,1122.162916160558,5.041917839441794,1122.1397780017305,0.02313815882746645
23.45259712,1127.702271,1122.5493590068456,5.152911993154476,1122.5260714253254,0.023287581520236342
23.45775517,1129.723877,1122.936172071808,6.787704928191943,1122.912733556368,0.02343851543998519
23.46291322,1130.624634,1123.323354593317,7.301279406683079,1123.299763612029,0.02359098128787508
23.46807127,1131.638672,1123.7109058096153,7.927766190384773,1123.6871608094934,0.02374500012188259
23.47322932,1132.763916,1124.0988249593,8.66509104070019,1124.0749243659357,0.02390059336420734
23.47838737,1132.849365,1124.4871112813405,8.362253718659531,1124.4630534985317,0.024057782808858983
23.48354542,1133.2753910000001,1124.8757640150982,8.399626984901943,1124.8515474244687,0.024216590629430684
23.48870347,1133.705322,1125.2647824003077,8.440539599692329,1125.2404053609207,0.024377039387061667
23.49386152,1134.365845,1125.6541656771153,8.71167932288472,1125.6296265250767,0.024539152038595115
23.49901957,1135.118042,1126.0439130860448,9.074128913955292,1126.0192101341,0.024702951944938233
23.50417762,1136.140991,1126.4340238680588,9.706967131941155,1126.4091554051793,0.0248684628796271
23.50933567,1136.526367,1126.8244972645248,9.701869735475157,1126.7994615554871,0.02503570903760576
23.51449373,1136.848145,1127.2153332753278,9.632811724672138,1127.1901285599542,0.025204715373599536
23.51965178,1137.33313,1127.606529627254,9.726600372745906,1127.5811541209569,0.025375506297313496
23.52480983,1136.7658689999998,1127.9980863203832,8.76778267961663,1127.9725382127344,0.02554810764874214
23.52996788,1136.5196529999998,1128.3900025978728,8.129650402127027,1128.3642800524722,0.025722545400707918
23.53512593,1136.557251,1128.78227770331,7.77497329668995,1128.7563788573152,0.025898845994736835
23.54028398,1136.26001,1129.1749108808237,7.0850991191762205,1129.1488338444724,0.02607703635124607
23.54544203,1136.9552,1129.5679013750034,7.387298624996674,1129.5416442311234,0.026257143879988804
23.55060008,1137.735596,1129.961248430917,7.77434756908292,1129.9348092344262,0.026439196490767432
23.55575813,1137.910767,1130.354951294185,7.555815705815121,1130.3283280715805,0.02662322260441993
23.56091618,1138.84082,1130.7490092109138,8.09181078908614,1130.7221999597496,0.026809251164088645
23.56607423,1138.999023,1131.1434214277745,7.855601572225623,1131.1164241161277,0.02699731164678102
23.57123228,1139.334839,1131.5381871919571,7.796651808042952,1131.510999757882,0.027187434075227897
23.57639033,1139.622314,1131.9333057512222,7.689008248777782,1131.905926102192,0.027379649030051734
23.58154838,1139.614868,1132.3287763539145,7.286091646085424,1132.3012023662523,0.02757398766225115
23.58670643,1139.0820310000001,1132.7245982489173,6.357432751082797,1132.6968277672113,0.027770481706012217
23.59186448,1139.428589,1133.120770685779,6.307818314221095,1133.0928015222871,0.027969163491857747
23.59702253,1139.956665,1133.5172929145888,6.439372085411151,1133.4891228486285,0.02817006596014155
23.60218058,1139.158081,1133.9141641860938,5.243916813906253,1133.885790963419,0.028373222674901832
23.60733863,1140.12207,1134.3113837516905,5.810686248309366,1134.2828050838525,0.02857866783808157
23.61249668,1140.377441,1134.7089508633949,5.6684901366052145,1134.6801644270909,0.028786436304128152
23.61765473,1139.826782,1135.1068647739305,4.719917226069583,1135.0778682103355,0.02899656359498539
23.62281279,1140.197998,1135.505125509108,4.692872490892114,1135.475916422778,0.029209086329852547
23.62797084,1139.4470210000002,1135.9037307787903,3.5432902212098725,1135.874306738202,0.02942404058828147
23.63312889,1138.5834960000002,1136.3026806095518,2.2808153904484243,1136.2730391451532,0.029641464398430652
23.63828694,1139.141357,1136.70197425692,2.439382743079932,1136.6721128608096,0.029861396110387767
23.64344499,1139.264526,1137.1016109771758,2.1629150228241087,1137.0715271023528,0.030083874822990877
23.64860304,1139.6876220000001,1137.501590027362,2.1860319726381476,1137.4712810869605,0.030308940401433646
23.65376109,1140.61084,1137.9019106653188,2.7089293346812156,1137.8713740318235,0.030536633495352603
23.65891914,1140.4594730000001,1138.3025721496388,2.156900850361353,1138.2718051540814,0.03076699555741636
23.66407719,1140.1411130000001,1138.7035737398273,1.437539260172798,1138.672573670965,0.031000068862428808
23.66923524,1140.739502,1139.1049146961536,1.6345873038462742,1139.0736787996266,0.031235896526964155
23.67439329,1140.975464,1139.5065942797828,1.468869720217299,1139.4751197572532,0.031474522529552594
23.67955134,1141.238159,1139.9086117527434,1.3295472472566416,1139.8768957610118,0.03171599173143006
23.68470939,1141.639771,1140.310966378002,1.328804621998188,1140.279006028104,0.031960349897875356
23.68986744,1141.884033,1140.7136574193896,1.1703755806104255,1140.6814497756695,0.03220764372014954
23.69502549,1142.340576,1141.1166841417607,1.2238918582393126,1141.0842262209226,0.032457920838058756
23.70018354,1143.18396,1141.520045810908,1.663914189092111,1141.4873345810447,0.032711229863162966
23.70534159,1143.799072,1141.9237416935855,1.8753303064145257,1141.890774073183,0.03296762040264722
23.71049964,1144.266357,1142.32777105763,1.9385859423700822,1142.294543914546,0.03322714308388292
23.71565769,1144.1917720000001,1142.7321331718806,1.4596388281195232,1142.698643322301,0.03348984957969761
23.72081574,1143.96167,1143.1368273062583,0.8248426937416298,1143.103071513624,0.033755792634378834
23.7259738,1143.891479,1143.5418535173387,0.34962548266116755,1143.507828490723,0.034025026615631095
23.73113185,1144.571899,1143.947209506822,0.6246894931780389,1143.9129119013742,0.03429760544789325
23.7362899,1145.227295,1144.3528953328955,0.8743996671043988,1144.3183217471233,0.034573585772343554
23.74144795,1145.672974,1144.7589102700576,0.914063729942427,1144.7240572451628,0.03485302489473237
23.746606,1145.745239,1145.1652535939977,0.579985406002379,1145.1301176126635,0.03513598133421013
23.75176405,1145.2595210000002,1145.5719245816629,-0.3124035816626929,1145.5365020668087,0.035422514854297496
23.7569221,1145.352051,1145.9789225112784,-0.6268715112782957,1145.9432098247835,0.03571268649478562
23.76208015,1145.892578,1146.3862466623686,-0.493668662368691,1146.350240103764,0.03600655860460203
23.7672382,1146.0878910000001,1146.7938963158074,-0.7060053158072606,1146.7575921209318,0.036304194875679395
23.77239625,1146.93396,1147.2018707538282,-0.2679107538281187,1147.1652650934502,0.0366056603778594
23.7775543,1147.9963380000002,1147.610169260103,0.38616873989712985,1147.573258238508,0.036911021594876664
