2theta,Intensity,Model,Residual,Background,hcp FeNi
23.78271235,1148.088013,1148.0187911197593,0.06922188024077514,1147.9815707732978,0.037220346461459254
23.7878704,1148.771606,1148.427735619377,0.34387038062300235,1148.3902019149755,0.03753370440159092
23.79302845,1149.366577,1148.8370020471107,0.5295749528893339,1148.7991508807427,0.03785116636798402
23.7981865,1149.59375,1149.2465896926383,0.3471603073617189,1149.2084168877554,0.038172804882806464
23.80334455,1150.084106,1149.656497847295,0.4276081527050337,1149.6179991532154,0.03849869407972198
23.8085026,1150.580322,1150.066725804024,0.5135961959761062,1150.0278968942766,0.038828909747294124
23.81366065,1150.991943,1150.4772728575147,0.514670142485329,1150.4381093281409,0.03916352937381634
23.8188187,1151.396606,1150.8881383041796,0.5084676958204,1150.848635671986,0.03950263219363515
23.82397675,1151.8964839999999,1151.2993214422047,0.5971625577951727,1151.2594751429697,0.03984629923503077
23.8291348,1151.658691,1151.710821571667,-0.052130571667021286,1151.6706269582974,0.040194613369737744
23.83429286,1151.653809,1152.1226387931927,-0.46882979319275364,1152.0820911331393,0.0405476600532816
23.83945091,1151.9198,1152.5347708139052,-0.6149708139053018,1152.4938652892743,0.040905524631057
23.84460896,1152.208008,1152.9472177377575,-0.7392097377573918,1152.9059494412577,0.041268296499771547
23.84976701,1153.126099,1153.3599788727436,-0.23387987274350053,1153.3183428063076,0.04163606643596045
23.85492506,1154.337524,1153.7730535289004,0.5644704710996393,1153.7310446015654,0.04200892733493887
23.86008311,1154.513184,1154.186441018514,0.3267429814859497,1154.1440540442418,0.04238697427218689
23.86524116,1154.659668,1154.600140656069,0.0595273439309949,1154.557370351502,0.04277030456715136
23.87039921,1154.701172,1155.0141517583588,-0.3129797583587788,1154.9709927405092,0.04315901784963866
23.87555726,1154.759155,1155.4284736446014,-0.6693186446013897,1155.3849204284725,0.043553216128979284
23.88071531,1155.130737,1155.8431056364248,-0.7123686364247988,1155.7991526325586,0.043953003866176454
23.88587336,1155.497314,1156.258047057984,-0.7607330579839982,1156.2136885699347,0.04435848804927903
23.89103141,1155.54248,1156.6732972360653,-1.1308172360652406,1156.628527457793,0.044769778272240095
23.89618946,1155.393555,1157.0888555001238,-1.6953005001237216,1157.0436685133063,0.04518698681757377
23.90134751,1155.135742,1157.504721182408,-2.3689791824081112,1157.459110953665,0.045610228743149205
23.90650556,1156.0467529999999,1157.9208936180096,-1.8741406180097329,1157.874853996036,0.04603962197351822
23.91166361,1156.925293,1158.3373721450157,-1.4120791450156958,1158.2908968576194,0.04647528739622857
23.91682166,1157.452026,1158.7541561045182,-1.3021301045182554,1158.7072387555545,0.046917348963628466
23.92197971,1158.563599,1159.171244840853,-0.6076458408529106,1159.1238789070521,0.0473659338007575
23.92713776,1159.0786130000001,1159.5886377016047,-0.5100247016046069,1159.5408165292847,0.04782117231998776
23.93229581,1159.760498,1160.0063340377715,-0.24583603777136886,1159.9580508394283,0.04828319834318637
23.93745386,1160.600708,1160.424333203895,0.17637479610493756,1160.3755810546627,0.0487521492322836
23.94261192,1160.7303470000002,1160.8426353694645,-0.1122883694642951,1160.7934072025055,0.04922816695905221
23.94776997,1161.2441410000001,1161.2612382745658,-0.01709727456568544,1161.2115268800153,0.049711394550561366
23.95292802,1161.240845,1161.6801420959707,-0.4392970959706872,1161.6299401141823,0.050201981788369245
23.95808607,1160.996216,1162.099346203835,-1.1031302038350077,1162.048646122128,0.050700081706954725
23.96324412,1160.546021,1162.518849972771,-1.9728289727709125,1162.4676441210704,0.051205851700705456
23.96840217,1160.648071,1162.9386527819158,-2.290581781915762,1162.8869333281837,0.05171945373209374
23.97356022,1161.3867189999999,1163.3587540151868,-1.9720350151869752,1163.3065129606275,0.052241054559296805
23.97871827,1161.667725,1163.7791530615893,-2.111428061589322,1163.7263822356035,0.05277082598588248
23.98387632,1162.587769,1164.1998493154015,-1.6120803154014993,1164.146540370266,0.053308945135545314
23.98903437,1164.078857,1164.6208421765807,-0.541985176580738,1164.5669865818254,0.05385559475532539
23.99419242,1164.534302,1165.0421310509946,-0.5078290509945873,1164.9877200874434,0.05441096355120834
23.99935047,1165.63147,1165.4637153508495,0.16775464915053817,1165.4087401042889,0.05497524656056847
24.00450852,1166.078735,1165.8855944951315,0.19314050486855194,1165.830045849565,0.05554864556654117
24.00966657,1165.633911,1166.3077679099918,-0.673856909991855,1166.2516365404317,0.05613136956010282
24.01482462,1166.1254880000001,1166.7302350293378,-0.6047470293376591,1166.6735113940813,0.05672363525645391
24.01998267,1166.305176,1167.1529952953413,-0.8478192953411963,1167.095669627668,0.057325667673178156
24.02514072,1166.079346,1167.5760481591776,-1.4967021591776302,1167.518110458399,0.05793770077867434
24.03029877,1166.658203,1167.9993930816688,-1.3411900816688558,1167.9408331034483,0.05855997822049508
24.03545682,1167.0373539999998,1168.4230295341313,-1.385675534131451,1168.3638367799867,0.059192754144486194
24.04061487,1167.064087,1168.8469569993165,-1.7828699993165174,1168.7871207051994,0.05983629411707319
24.04577293,1167.75,1169.2711757951408,-1.5211757951408345,1169.2106849176962,0.060490877444553975
24.05093098,1168.67041,1169.6956837855755,-1.025273785575564,1169.6345269923277,0.06115679324774993
24.05608903,1168.999146,1170.1204813165598,-1.12133531655968,1170.0586469671616,0.06183434939809187
24.06124708,1169.5548099999999,1170.5455679283507,-0.9907579283508312,1170.4830440593942,0.06252386895652381
24.06640513,1169.673462,1170.9709431792899,-1.297481179289889,1170.9077174861723,0.0632256931175962
24.07156318,1169.542236,1171.3966066478197,-1.8543706478196782,1171.3326664647066,0.06394018311321373
24.07672123,1169.553101,1171.8225579345265,-2.269456934526488,1171.757890212164,0.06466772236240786
24.08187928,1169.013428,1172.2487966646231,-3.235368664623138,1172.1833879457245,0.06540871889860424
24.08703733,1168.8908689999998,1172.6753224906752,-3.7844534906753324,1172.6091588825657,0.0661636081095357
24.09219538,1169.424805,1173.1021350957,-3.677330095699972,1173.035202239871,0.06693285582898498
24.09735343,1169.960083,1173.529234196639,-3.569151196639041,1173.461517234815,0.06771696182401953
24.10251148,1170.826416,1173.9566195482994,-3.130203548299278,1173.8881030845732,0.06851646372623135
24.10766953,1172.2775880000002,1174.3842909477958,-2.106702947795611,1174.314959006335,0.0693319414608515
24.11282758,1173.355225,1174.8122482394967,-1.4570232394967206,1174.7420842172633,0.07016402223343635
24.11798563,1174.2028810000002,1175.240491320698,-1.0376103206979224,1175.169477934558,0.07101338614015289
24.12314368,1175.713013,1175.6690201478643,0.04399285213571602,1175.5971393753898,0.0718807724746206
24.12830173,1175.632568,1176.0978347437429,-0.46526674374285903,1176.025067756931,0.07276698681172082
24.13345978,1176.30603,1176.5269352053313,-0.22090520533129165,1176.4532622963743,0.07367290895689892
24.13861783,1177.184082,1176.956321712732,0.22776028726798359,1176.8817222108737,0.07459950185822328
24.14377588,1177.2073970000001,1177.3859945392242,-0.17859753922402888,1177.3104467176363,0.0755478215878476
24.14893393,1177.69043,1177.8159540623406,-0.1255240623404461,1177.739435033831,0.07651902850965499
24.15409199,1178.28186,1178.2462016108016,0.035658389198488294,1178.1686872090868,0.0775144017146928
24.15925004,1177.627686,1178.6767361413677,-1.0490501413676157,1178.5982007961775,0.07853534519022268
24.16440809,1177.9995119999999,1179.1075592591737,-1.1080472591738726,1179.0279758442412,0.07958341493260634
24.16956614,1178.583862,1179.5386718990464,-0.954809899046495,1179.4580115704612,0.08066032858536551
24.17472419,1178.851929,1179.9700751785872,-1.118146178587267,1179.8883071919881,0.08176798659915163
24.17988224,1179.3901369999999,1180.401770419658,-1.0116334196582102,1180.3188619260327,0.08290849362549307
24.18504029,1179.6660160000001,1180.8337591720128,-1.167743172012706,1180.7496749897546,0.08408418225819374
24.19019834,1179.2597660000001,1181.2660432396872,-2.0062772396870514,1181.1807456003407,0.08529763934637002
24.19535639,1179.609375,1181.6986247100815,-2.0892497100815035,1181.6120729749618,0.08655173511968861
24.20051444,1180.283936,1182.1315059861868,-1.847569986186727,1182.043656330803,0.08784965538362427
24.20567249,1180.861206,1182.5646898221116,-1.7034838221115933,1182.4754948850514,0.08919493706033427
24.21083054,1181.788086,1182.998179362241,-1.2100933622409684,1182.907587854872,0.0905915073689524
24.21598859,1182.262817,1183.4319781844133,-1.1691611844132694,1183.3399344574555,0.092043726957762
24.22114664,1182.416382,1183.8660903472864,-1.4497083472863324,1183.772533909967,0.09355643731950888
24.22630469,1182.916138,1184.30052044245,-1.3843824424500326,1184.20538542961,0.09513501284010975
24.23146274,1183.424438,1184.7352736513815,-1.310835651381467,1184.6384882335315,0.09678541784992849
24.23662079,1184.278687,1185.1703558079964,-0.8916688079964388,1185.071841538931,0.09851426906543367
24.24177884,1184.813721,1185.6057734668213,-0.7920524668213602,1185.505444562994,0.10032890382734803
24.24693689,1185.31604,1186.0415339774315,-0.7254939774315972,1185.9392965228726,0.10223745455890293
24.25209494,1185.916626,1186.477645565664,-0.5610195656640826,1186.3733966357795,0.10424892988447042
24.25725299,1186.53064,1186.914117421724,-0.38347742172413746,1186.8077441188598,0.10637330286424629
24.26241105,1186.410034,1187.3509606434175,-0.9409266434174697,1187.2423390321164,0.10862161130109593
24.2675691,1186.5974119999998,1187.7881849515425,-1.1907729515426126,1187.6771789075847,0.11100604395774091
24.27272715,1187.076172,1188.2258038839216,-1.1496318839215292,1188.1122638048018,0.11354007911973985
24.2778852,1187.4494630000002,1188.6638315298376,-1.2143685298374294,1188.5475929409095,0.1162385889280412
24.28304325,1187.663452,1189.102283507779,-1.438831507779014,1188.9831655331054,0.11911797467367846
24.2882013,1188.395386,1189.5411771064892,-1.1457911064892414,1189.4189807985713,0.12219630791790752
24.29335935,1187.953857,1189.9805314366379,-2.0266744366379044,1189.8550379544668,0.12549348217114067
24.2985174,1188.45459,1190.4203675936176,-1.9657775936175312,1190.291336217997,0.12903137562065572
24.30367545,1189.756226,1190.8607088316996,-1.10448283169967,1190.7278748063163,0.13283402538338482
24.3088335,1189.644043,1191.301580750367,-1.6575377503670552,1191.1646529366262,0.13692781374089585
24.31399155,1190.6519779999999,1191.7430114928725,-1.0910334928726115,1191.6016698260846,0.14134166678793886
24.3191496,1191.249634,1192.1850319577793,-0.935397957779287,1192.0389246918858,0.1461072658934983
24.32430765,1191.271118,1192.6276760235319,-1.3565580235319885,1192.4764167511985,0.1512592723333092
24.3294657,1191.875854,1193.0709807866162,-1.1951267866163562,1192.9141452212116,0.1568355654045866
24.33462375,1192.266602,1193.5149868133838,-1.2483848133838364,1193.3521093191066,0.16287749427711565
24.3397818,1192.43042,1193.9597384058118,-1.529318405811864,1193.7903082620433,0.16943014376862264
24.34493985,1193.128052,1194.4052838813889,-1.2772318813888432,1194.2287412672322,0.17654261415657982
24.3500979,1193.931763,1194.8516758668673,-0.9199128668672074,1194.667407551815,0.18426831505239355
24.35525595,1194.247559,1195.298971606254,-1.051412606254189,1195.1063063329875,0.19266527326667535
24.360414,1195.318115,1195.747233282425,-0.42911828242495176,1195.5454368279388,0.20179645448620329
24.36557205,1195.356079,1196.196528352295,-0.8404493522950816,1195.9847982538322,0.21173009846289473
24.37073011,1195.398804,1196.6469307694722,-1.2481267694722646,1196.4243906803313,0.22254008914084863
24.37588816,1195.663574,1197.0985178500493,-1.4349438500494216,1196.8642116201136,0.23430622993577957
24.38104621,1195.703979,1197.5513758841762,-1.8473968841763053,1197.3042611423807,0.24711474179538623
24.38620426,1196.450439,1198.00559702896,-1.5551580289600224,1197.7445384642997,0.2610585646602103
24.39136231,1197.5271,1198.4612805738393,-0.934180573839285,1198.185042803083,0.2762377707563005
24.39652036,1197.875366,1198.9185333421906,-1.0431673421905998,1198.6257733758703,0.29275996632036366
24.40167841,1198.263428,1199.377470100238,-1.1140421002380663,1199.0667293998758,0.3107407003621913
24.40683646,1198.5097660000001,1199.838213971017,-1.3284479710168853,1199.5079100922467,0.3303038787702714
24.41199451,1198.469727,1200.3008968520296,-1.8311698520296886,1199.949314670188,0.35158218184156387
24.41715256,1198.631958,1200.765659833947,-2.1337018339470433,1200.3909423508649,0.37471748308203906
24.42231061,1199.320923,1201.2326536183386,-1.9117306183386518,1200.832792351457,0.39986126688159135
24.42746866,1199.3061519999999,1201.7020389315703,-2.3958869315704305,1201.2748638891517,0.42717504241860377
24.43262671,1200.26709,1202.1739869320136,-1.9068969320135238,1201.7171561811192,0.4568307508944028
24.43778476,1201.621216,1202.648679607493,-1.0274636074930186,1202.1596684445522,0.489011162940851
24.44294281,1202.028076,1203.1263101593868,-1.0982341593867204,1202.6023998966011,0.5239102627857186
24.44810086,1203.033325,1203.6070833699696,-0.5737583699694824,1203.0453497544677,0.561733615501967
24.45325891,1203.810913,1204.091215948753,-0.28030294875293293,1203.4885172353388,0.6026987134141112
24.45841696,1204.364014,1204.578936853858,-0.21492285385807008,1203.9319015563724,0.6470352974856199
24.46357501,1205.345215,1205.0704875840397,0.2747274159603421,1204.3755019347664,0.6949856492732748
24.46873306,1205.9436039999998,1205.5661224364849,0.377481563514948,1204.8193175876768,0.746804848808125
24.47389112,1205.872437,1206.0661096995893,-0.1936726995893423,1205.2633485933657,0.8027611062236428
24.47904917,1206.8066410000001,1206.5707279421754,0.23591305782474592,1205.7075924472774,0.8631354948980058
24.48420722,1207.306274,1207.0802719546245,0.22600204537548052,1206.152049227283,0.9282227273414941
24.48936527,1206.955444,1207.59504895169,-0.6396049516899893,1206.5967181505148,0.9983308011751959
