File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,hcp FeNi a,hcp FeNi c,hcp FeNi Vol,hcp FeNi c/a
FeNi_DAC11_P14a_006,0.0016491265390560523,0.06125269395429847,23,29.5,0.860255,4,2.298815881011043,3.6543606346481936,16.724394879333964,1.58967086700348
