Parameters,Values,Std
hcp FeNi Peak 0 Intensity,1.3856139642136018,0.17153288478471873
hcp FeNi Peak 1 Intensity,2.6178632500799157,0.3266039928185567
hcp FeNi Peak 2 Intensity,5.055982989121485,0.618249463149504
extrapeak Peak 0 Intensity,18.077742836424214,0.9890772025190828
hcp FeNi Peak Width,0.32054658978021844,0.010627999564984912
extrapeak Peak Width,0.12017491593165318,0.0032066108766852135
hcp FeNi Peak Shape,0.9999999999999969,0.17753894319270067
extrapeak Peak Shape,0.03652945144060469,0.0071394444145717086
hcp FeNi a,2.4540781283062962,0.0001659188554987606
hcp FeNi c,3.947425063796975,0.0003893437502535109
extrapeak a,2.9652816427772852,0.0001538934916068837
Background 0,32.11728114094165,8.50115046056973
Background 1,24.460034135318754,0.6733174244842477
Background 2,-0.4682850932903926,0.013198872269550991
