File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,hcp FeNi a,hcp FeNi c,extrapeak a,hcp FeNi Vol,hcp FeNi c/a,extrapeak Vol
FeNi_DAC11_P3b_014,0.0029675742189599215,0.056277951008931085,22,29,0.860255,3,2.4540781283062962,3.947425063796975,2.9652816427772852,20.58833829575456,1.6085164601182953,26.073410785671566
