Parameters,Values,Std
extrapeak Peak 0 Intensity,1.410005356349747,0.7899756050629859
bcc FeNi Peak 0 Intensity,29.839548747974384,0.5915267308327864
extrapeak Peak Width,0.15165421615586303,0.021752854403498917
bcc FeNi Peak Width,0.08085959651286832,0.0007285915758374657
extrapeak Peak Shape,0.36588174075344104,0.30321611456936526
bcc FeNi Peak Shape,0.017083582869856267,0.0015257170964787516
extrapeak a,2.9860749047052706,0.00025262327067230884
bcc FeNi a,2.8263701322150996,4.0307901116835724e-05
Background 0,3.793155760338267,27.793174479962275
Background 1,6.691411918971377,2.2590921266649606
Background 2,0.01873614989010003,0.04587514617194836
