File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,extrapeak a,bcc FeNi a,extrapeak Vol,bcc FeNi Vol
FeNi_DAC11_P2b_010,0.002987107508702101,0.04085993994444589,23,26,0.860255,3,2.9860749047052706,2.8263701322150996,26.625764901361748,22.578085071597364
