Fit results
,Deviator,norm,background
value,1.219E-01,-1.57561E+01, 6.52604E+00
error,0.000E+00, 2.60165E+00, 3.96378E-01

Correlation matrix
,norm,background
norm, 1.00000E+00,-9.87994E-01
background,-9.87994E-01, 1.00000E+00

Iteration history
Deviator,Quality,norm,,background,,
4.344E+01,-5.362E+00,-1.200E+01,  , 3.000E+00,  
4.886E+01, 1.626E+01,-1.070E+01, L, 2.600E+00,  
3.403E+01, 1.504E+01,-9.530E+00, L, 2.907E+00,  
2.075E+01, 5.364E+00,-8.477E+00, L, 3.298E+00,  
1.570E+01, 1.119E+01,-9.425E+00,  , 3.728E+00, L
6.622E+00, 5.222E+00,-8.382E+00, L, 4.190E+00,  
2.514E+00, 2.728E+00,-7.444E+00, L, 4.508E+00,  
6.579E-01, 4.938E-01,-6.600E+00, L, 4.796E+00,  
3.551E-01, 5.995E-02,-6.600E+00,T , 5.003E+00,  
3.070E-01, 4.846E-02,-7.360E+00, L, 5.182E+00,  
3.591E-01,-2.513E-01,-8.196E+00, L, 5.472E+00,  
8.541E-01, 6.976E-02,-9.115E+00, L, 5.858E+00,  
7.906E-01, 6.279E-01,-1.013E+01, L, 6.012E+00,  
3.176E-01, 2.905E-01,-1.124E+01, L, 6.004E+00,  
1.606E-01, 9.275E-03,-1.206E+01,  , 5.962E+00,  
1.522E-01, 2.888E-02,-1.250E+01,  , 6.021E+00,  
1.622E-01, 5.898E-02,-1.385E+01, L, 6.317E+00,  
1.253E-01, 6.271E-03,-1.533E+01, L, 6.487E+00,  
1.220E-01, 2.177E-04,-1.553E+01,  , 6.491E+00,  
1.219E-01, 1.101E-05,-1.571E+01,  , 6.519E+00,  
1.219E-01,,-1.576E+01,  , 6.526E+00,  
