File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,a,c,V,c/a,NRIXS exp,da,dc,P
FeNi_DAC11_P14a_006,0.0016491265390560525,0.06125269395429848,23,29.5,0.8602549999999999,4,2.298815881011043,3.6543606346481936,16.724394879333964,1.5896708670034798,FeNi_DAC11_P14,0.00012844438134094403,0.0011199335475684013,104.09664932145968
FeNi_DAC11_P3a_015,0.0034696779314969052,0.06469307487528418,22,29.0,0.8602549999999999,3,2.453560788734064,3.9486341743575717,20.585962457192462,1.6093484182207305,FeNi_DAC11_P3,0.00012951056449061026,0.00038663272170410076,17.971086282072193
FeNi_DAC11_P3b_014,0.002967574218959921,0.056277951008931085,22,29.0,0.8602549999999999,3,2.454078128306296,3.947425063796975,20.58833829575456,1.6085164601182953,FeNi_DAC11_P3,0.0001659188554987606,0.0003893437502535109,17.94214613749404
FeNi_DAC11_P4a_017,0.003039619334183021,0.0586620670480445,22,29.0,0.8602549999999999,3,2.4379137271115,3.927547479865837,20.215697999804632,1.6110280836390758,FeNi_DAC11_P4,0.00020127524355875482,0.0008670097664721674,22.73018501011695
FeNi_DAC11_P4b_016,0.0037815555397776304,0.0815685621940935,22,29.0,0.8602549999999999,3,2.438974431179512,3.9222990467922094,20.206254979017785,1.6081755497926022,FeNi_DAC11_P4,0.00020084242493290715,0.0007022197120962776,22.85826317954014
FeNi_DAC11_P5a_021,0.002789295300916587,0.05467897109288418,22,29.0,0.8602549999999999,3,2.3965839646163007,3.824315734633246,19.02259099976793,1.595736177449359,FeNi_DAC11_P5,0.00029477702969181127,0.0015180251423739187,41.985031901138484
FeNi_DAC11_P5b_020,0.00210832573123809,0.041796492919004544,22,29.0,0.8602549999999999,3,2.400780531030509,3.8373750557074415,19.154455061769053,1.5983864439538291,FeNi_DAC11_P5,0.00037522673113632985,0.0020341462340614327,39.52033521679125
FeNi_DAC11_P6a_023,0.0017008147945046295,0.034374774326832544,22,29.0,0.8602549999999999,3,2.3886853436716504,3.790969384048189,18.73263186692113,1.5870526413583996,FeNi_DAC11_P6,0.0002083774327834672,0.0011961937442117627,47.74348264418951
FeNi_DAC11_P6b_022,0.0016591231526989904,0.03332674730399244,22,29.0,0.8602549999999999,3,2.38920063935338,3.78595333568748,18.71591796690768,1.5846108833756725,FeNi_DAC11_P6,0.0001947825738555396,0.0011192562216276619,48.0902302759671
FeNi_DAC11_P7a_027,0.0020847517398422345,0.04311475599275946,22,29.0,0.8602549999999999,3,2.3582415280452595,3.7486704861798135,18.054458381188237,1.5896041357931119,FeNi_DAC11_P7,0.0002137523009325654,0.0013215356904547216,63.24097695400735
FeNi_DAC11_P7b_026,0.0023700176254013022,0.04660828426131142,22,29.0,0.8602549999999999,3,2.3598452142273922,3.7482421911640342,18.076956474852377,1.5883423915119794,FeNi_DAC11_P7,0.0001480015596960975,0.000907764598943601,62.676815093967605
FeNi_DAC11_P8a_030,0.002006154968217876,0.04402366908197655,22,30.0,0.8602549999999999,4,2.341631128192056,3.708599177835029,17.610735518373254,1.5837674573016085,FeNi_DAC11_P8,0.00012100819103906756,0.0007418349512044884,75.15264238403489
FeNi_DAC11_P8b_029,0.0020762951378712727,0.045551994621118086,22,30.0,0.8602549999999999,4,2.3412930302509944,3.706901093335206,17.597589177391104,1.5832708872574632,FeNi_DAC11_P8,0.00012089008868515732,0.0007322198895602784,75.52947373617752
FeNi_DAC11_P9a_034,0.0018448042831379864,0.04065365403644965,22,30.0,0.8602549999999999,4,2.3287542744784515,3.691993455417794,17.339592399230515,1.5853941722746399,FeNi_DAC11_P9,0.00010656585927224341,0.0007069482666549942,83.22432467483033
FeNi_DAC11_P9b_033,0.002816068230944752,0.06392267918008758,22,30.0,0.8602549999999999,4,2.3311423640907774,3.6811594151827696,17.324186517165028,1.5791225245990257,FeNi_DAC11_P9,0.00018389231590626144,0.001131002331070795,83.70238413484563
