File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,a,V,NRIXS exp,da,P
Fe_Ambient_020,0.02923522434830266,0.40627211299153343,23,26,0.8602549999999999,3,2.8625398460019413,23.456036137472505,Fe_Ambient,1.0798631076581516e-05,0.4896824100243428
