2theta,Intensity,Model,Residual,Background,hcp FeNiSi
23.11700506,1080.14502,1081.3904231913718,-1.2454031913719064,1072.7899613647292,8.60046182664266
23.12437069,1080.011841,1081.5231026987706,-1.5112616987705678,1072.685075044625,8.838027654145607
23.13173631,1079.892578,1081.665221538685,-1.772643538685088,1072.5802564309256,9.084965107759542
23.13910193,1080.172241,1081.8172341605762,-1.6449931605761776,1072.4755053811857,9.341728779390339
23.14646755,1081.067993,1081.9796189348037,-0.9116259348038511,1072.3708218954052,9.608797039398498
23.15383317,1082.0036619999998,1082.1528794818942,-0.14921748189431128,1072.266205973584,9.886673508310299
23.1611988,1082.267456,1082.3375460974914,-0.07009009749140205,1072.1616574738273,10.175888623664134
23.16856442,1082.259888,1082.5341759001526,-0.274287900152558,1072.0571766800167,10.476999220135992
23.17593004,1082.3901369999999,1082.7433554861987,-0.3532184861987844,1071.9527634501655,10.79059203603311
23.18329566,1082.52417,1082.965701063134,-0.44153106313410717,1071.8484177842738,11.11728327886013
23.19066129,1082.380615,1083.2018600894194,-0.8212450894193353,1071.744139540813,11.457720548606503
23.19802691,1082.4316410000001,1083.4525109603132,-1.0208699603131208,1071.6399290029317,11.812581957381498
23.20539253,1081.809937,1083.718365805291,-1.908428805290896,1071.5357860290098,12.182579776281036
23.21275815,1081.633423,1084.0001699497177,-2.366746949717708,1071.4317106190474,12.568459330670331
23.22012377,1082.160034,1084.2987027528416,-2.1386687528415678,1071.3277027730444,12.97099997979716
23.2274894,1082.518921,1084.6147783226197,-2.095857322619622,1071.2237623499311,13.391015972688686
23.23485502,1081.733032,1084.9492437288166,-3.216211728816461,1071.1198896319386,13.82935409687804
23.24222064,1081.428467,1085.3029811297238,-3.8745141297238206,1071.0160844779055,14.286896651818331
23.24958626,1082.03064,1085.676905141477,-3.646265141476988,1070.9123468878317,14.76455825364525
23.25695188,1083.451294,1086.0719617126827,-2.620667712682689,1070.8086768617172,15.263284850965496
23.26431751,1084.569946,1086.4891264320208,-1.9191804320207666,1070.7050742589513,15.784052173069538
23.27168313,1085.474976,1086.9293990770586,-1.4544230770586637,1070.6015393608477,16.327859716210973
23.27904875,1085.894409,1087.393802799182,-1.4993937991819166,1070.498072026703,16.895730772478913
23.28641437,1086.38208,1087.8833764234762,-1.5012964234761057,1070.394672256518,17.48870416695816
23.29377999,1086.791382,1088.3991680503507,-1.607786050350569,1070.2913400502925,18.10782800005815
23.30114562,1086.90979,1088.9422271200997,-2.0324371200997575,1070.188075267874,18.754151852225803
23.30851124,1087.983521,1089.5135907020115,-1.5300697020113603,1070.0848781896589,19.42871251235268
23.31587686,1088.946167,1090.1142748340544,-1.1681078340543536,1069.9817486754034,20.13252615865095
23.32324248,1089.999634,1090.7452558179323,-0.7456218179322605,1069.878686725107,20.866569092825323
23.33060811,1090.047485,1091.4074529665972,-1.3599679665971962,1069.7756921989849,21.631760767612406
23.33797373,1090.045776,1092.101702568958,-2.055926568958057,1069.6727653766989,22.428937192259212
23.34533935,1090.0209960000002,1092.8287369581042,-2.8077409581039774,1069.5699061183727,23.258830839731434
23.35270497,1090.478638,1093.5891502851096,-3.1105122851095075,1069.4671144240056,24.122035861103896
23.36007059,1090.385864,1094.383363971349,-3.997499971348816,1069.364390293598,25.018973677750875
23.36743622,1091.543579,1095.2115873253756,-3.6680083253756948,1069.261733587823,25.949853737552626
23.37480184,1092.7813720000001,1096.073767093891,-3.2923950938909456,1069.159144585426,26.914622508465094
23.38216746,1094.594116,1096.9695427931877,-2.375426793187671,1069.0566231469884,27.912919646199242
23.38953308,1095.670532,1097.898185387406,-2.227653387406008,1068.9541692725102,28.944016114895895
23.3968987,1097.600342,1098.8585363831755,-1.258194383175578,1068.8517829619914,30.00675342118419
23.40426433,1099.142212,1099.8489427158918,-0.7067307158918084,1068.7494640765638,31.0994786393281
23.41162995,1101.237549,1100.8671814854913,0.3703675145086436,1068.6472128940554,32.219968591435894
23.41899557,1102.331177,1101.9103964624574,0.42078053754266875,1068.5450292755065,33.36536718695093
23.42636119,1104.1665039999998,1102.9750217375822,1.191482262417594,1068.442913220917,34.532108516665126
23.43372682,1105.710327,1104.0567170703644,1.6536099296356497,1068.3408645917857,35.71585247857867
23.44109244,1108.2070310000001,1105.150301864972,3.0567291350280357,1068.2388836652067,36.91141819976547
23.44845806,1110.501831,1106.2497157553532,4.252115244646802,1068.136970302587,38.1127454527661
23.45582368,1111.893311,1107.3479816778342,4.545329322165799,1068.035124503927,39.312857173907226
23.4631893,1112.724365,1108.4371992729878,4.28716572701228,1067.9333462692261,40.50385300376155
23.47055493,1113.966797,1109.5085674142433,4.458229585756726,1067.8316354604422,41.67693195380119
23.47792055,1115.1876220000001,1110.5524346620018,4.635187337998332,1067.7299923537519,42.82244230824991
23.48528617,1116.302612,1111.5584047698776,4.744207230122356,1067.628416811021,43.92998795885659
23.49265179,1116.9272460000002,1112.5154721113947,4.411773888605467,1067.5269088322493,44.988563279145396
23.50001741,1117.467896,1113.4122109021914,4.055685097808691,1067.4254684174375,45.986742484753925
23.50738304,1117.3286130000001,1114.237009624551,3.09160337544904,1067.3240954290009,46.9129141955503
23.51474866,1117.286499,1114.9783412994673,2.3081577005327745,1067.2227901421993,47.75555115726803
23.52211428,1117.471558,1115.6250780239716,1.8464799760283768,1067.1215524193572,48.50352560461437
23.5294799,1117.367554,1116.1668152480968,1.2007387519031454,1067.0203822604744,49.14643298762237
23.53684553,1116.810547,1116.5942078310202,0.21633916897985728,1066.919279528334,49.6749283026862
23.54421115,1116.0310060000002,1116.8992896124994,-0.8682836124992264,1066.8182444974618,50.081045115037575
23.55157677,1115.525024,1117.0757666169027,-1.550742616902653,1066.717277030549,50.35848958635376
23.55894239,1114.546509,1117.119253366095,-2.572744366095094,1066.6163771275956,50.502876238499475
23.56630801,1113.815552,1117.027444963844,-3.211892963843866,1066.5155447886013,50.511900175242566
23.57367364,1112.72229,1116.8002084361558,-4.077918436155869,1066.4147798768086,50.38542855934722
23.58103926,1112.521606,1116.4395894643521,-3.917983464352119,1066.314082665825,50.12550679852701
23.58840488,1112.528687,1115.9497290214047,-3.4210420214046735,1066.213453018801,49.73627600260376
23.5957705,1112.340332,1115.3367020955848,-2.99637009558478,1066.1128909357362,49.22381115984858
23.60313612,1111.637451,1114.6082860224767,-2.970835022476649,1066.012396416631,48.59588960584585
23.61050175,1110.698608,1113.7736747696645,-3.075066769664545,1065.9119693251853,47.861705444479114
23.61786737,1110.111816,1112.8431647201226,-2.731348720122469,1065.8116099340905,47.03155478603199
23.62523299,1109.606323,1111.8278139926667,-2.2214909926667588,1065.711318106955,46.11649588571154
23.63259861,1108.453125,1110.7391164149865,-2.2859914149864835,1065.6110938437791,45.12802257120727
23.63996424,1107.182617,1109.5886877965843,-2.406070796584345,1065.5109370086298,44.077750787954436
23.64732986,1105.938354,1108.3879930793871,-2.449639079387225,1065.4108478734643,42.977145205922845
23.65469548,1105.8591310000002,1107.1480982784358,-1.2889672784356208,1065.3108263022582,41.83727197617757
23.6620611,1105.423584,1105.8794832771935,-0.4558992771935664,1065.2108722950115,40.66861098218192
23.66942672,1105.2753910000001,1104.591893446812,0.68349755318809,1065.1109858517243,39.48090759508767
23.67679235,1103.708618,1103.2942359085202,0.4143820914796379,1065.0111668369223,38.28306907159789
23.68415797,1102.7677,1101.9945257024178,0.7731742975822726,1064.9114155216455,37.08311018077238
23.69152359,1100.797852,1100.6998501635621,0.09800183643778837,1064.8117317703282,35.88811839323403
23.69888921,1100.368774,1099.4163808231044,0.9523931768956118,1064.7121155829702,34.7042652401342
23.70625483,1098.931885,1098.1494002527534,0.782484747246599,1064.6125669595717,33.53683329318159
23.71362046,1097.8927,1096.9033468404666,0.9893531595334935,1064.513085765117,32.39026107534966
23.72098608,1095.4433589999999,1095.6818804716177,-0.23852147161778703,1064.413672269729,31.26820820188859
23.7283517,1093.425049,1094.4879391543493,-1.0628901543493612,1064.3143263383004,30.173612816049047
23.73571732,1091.903564,1093.3238165748835,-1.4202525748835342,1064.2150479708312,29.108768604052308
23.74308294,1092.267944,1092.1912320244132,0.07671197558670428,1064.1158371673214,28.07539485709179
23.75044857,1091.23645,1091.0913990802812,0.1450509197188694,1064.016693793214,27.074705287067157
23.75781419,1090.800415,1090.0250984882744,0.7753165117255776,1063.917618117715,26.1074803705595
23.76517981,1089.6210939999999,1088.9927317934882,0.6283622065116106,1063.8186100061748,25.174121787313364
23.77254543,1089.24585,1087.9943848747089,1.2514651252911335,1063.7196694585946,24.274715416114375
23.77991106,1088.34082,1087.0298772256215,1.310942774378418,1063.6207963407833,23.40908088483816
23.78727668,1088.099976,1086.098813714749,2.0011622852509845,1063.5219909212135,22.576822793535584
23.7946423,1087.025635,1085.2006178989677,1.8250171010322447,1063.423253065603,21.777364833364775
23.80200792,1086.472046,1084.3345733331093,2.137472666890744,1063.3245827739518,21.009990559157508
23.80937354,1085.4494630000002,1083.4998534662532,1.9496095337469797,1063.22598004626,20.27387341999304
23.81673917,1084.620117,1082.695547398818,1.924569601181929,1063.1274447487963,19.56810265002172
23.82410479,1083.314331,1081.9206870588816,1.3936439411183983,1063.028977149115,18.891709909766533
23.83147041,1082.45105,1081.174259946485,1.2767900535147874,1062.9305771133932,18.243682833091878
23.83883603,1081.33667,1080.4552296899699,0.8814403100300297,1062.8322446416307,17.622985048339242
23.84620165,1080.4261470000001,1079.7625483245276,0.6635986754724854,1062.7339797338277,17.02856859069992
23.85356728,1079.20166,1079.095166395406,0.10649360459387935,1062.6357822567113,16.459384138694716
23.8609329,1078.670044,1078.452045469508,0.21799853049196827,1062.5376524769188,15.914392992589155
23.86829852,1078.207886,1077.8321598472137,0.37572615278622834,1062.4395902610856,15.392569586128085
23.87566414,1077.837158,1077.2345058525477,0.6026521474523179,1062.3415956092122,14.89291024333556
23.88302977,1077.4311519999999,1076.6581044936895,0.7730475063103768,1062.2436683883918,14.414436105297588
23.89039539,1077.1092529999999,1076.1020078382123,1.007245161787523,1062.1458088645288,13.95619897368345
23.89776101,1077.32373,1075.565296692304,1.758433307696123,1062.048016904625,13.517279787678971
23.90512663,1076.7126460000002,1075.0470853821253,1.6655606178749167,1061.9502925086806,13.096792873444679
23.91249225,1076.014282,1074.5465219632292,1.4677600367708692,1061.8526356766956,12.693886286533647
23.91985788,1074.81311,1074.0627880756188,0.7503219243812964,1061.7550462762229,12.307741799395805
23.9272235,1074.0842289999998,1073.5951016384736,0.4891273615262435,1061.6575245722483,11.937577066225195
23.93458912,1073.3282470000001,1073.1427126728845,0.1855343271156471,1061.5600704322335,11.582642240650987
23.94195474,1073.1209720000002,1072.704905451054,0.416066548946219,1061.4626838561776,11.242221594876462
23.94932036,1072.814575,1072.2809971252261,0.5335778747739823,1061.3653648440813,10.915632281144886
23.95668599,1071.971313,1071.8703363198513,0.10097668014873307,1061.2681132639561,10.602223055895028
23.96405161,1070.772461,1071.4723043684628,-0.6998433684627798,1061.1709293798704,10.301374988592418
23.97141723,1069.9727779999998,1071.0863109112674,-1.1135329112676118,1061.073813059744,10.012497851523522
23.97878285,1069.9125980000001,1070.7117950275738,-0.7991970275736549,1060.9767643035768,9.735030723996907
23.98614848,1070.002686,1070.3482230341638,-0.3455370341637263,1060.879782979748,9.46844005441595
23.9935141,1069.3842769999999,1069.9950892797208,-0.6108122797209035,1060.7828693515914,9.212219928129377
24.00087972,1068.630493,1069.6519120173855,-1.0214190173855968,1060.6860232873944,8.96588872999116
24.00824534,1067.956909,1069.3182342360615,-1.3613252360614752,1060.5892447871568,8.728989448904656
24.01561096,1068.550171,1068.9936220210527,-0.44345102105262413,1060.4925338508785,8.501088170174276
24.02297659,1068.460205,1068.6776630180418,-0.21745801804172515,1060.3958903473967,8.281772670645138
24.03034221,1068.575806,1068.3699670553417,0.20583894465835328,1060.2993145391292,8.07065251621256
24.03770783,1068.1838380000002,1068.0701625239806,0.11367547601957995,1060.2028062948207,7.867356229159978
24.04507345,1068.2186279999999,1067.777897095337,0.4407309046628143,1060.106365614472,7.671531480865139
24.05243907,1067.658691,1067.4928363164486,0.16585468355151534,1060.0099924980825,7.482843818366042
24.0598047,1067.951782,1067.2146623073695,0.7371196926305856,1059.913686814948,7.300975492421453
24.06717032,1068.192505,1066.9430743737607,1.2494306262392456,1059.8174488265693,7.125625547191487
24.07453594,1068.975464,1066.677785893623,2.297678106377134,1059.7212784021494,6.956507491473516
24.08190156,1068.1152339999999,1066.418525029254,1.6967089707459309,1059.6251755416893,6.793349487564635
24.08926719,1066.984375,1066.165033236624,0.8193417633760873,1059.529140114851,6.635893121772765
24.09663281,1065.4727779999998,1065.9170659046943,-0.4442879046944199,1059.4331723824016,6.483893522292704
24.10399843,1065.169678,1065.6743895989703,-0.5047115989702888,1059.3372722139113,6.337117385058899
24.11136405,1065.163818,1065.4367827896638,-0.27296478966377435,1059.2414396093804,6.195343180283315
24.11872967,1066.688477,1065.2040348825378,1.4844421174620948,1059.1456745688088,6.058360313728949
24.1260953,1067.3592529999999,1064.9759453244978,2.38330767550201,1059.0499769623182,5.925968362179664
24.13346092,1067.36084,1064.7523242799518,2.608515720048217,1058.9543470497572,5.79797723019455
