File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,hcp FeNiSi a,hcp FeNiSi c,hcp FeNiSi Vol,hcp FeNiSi c/a
FeNiSi_DAC13_P1a_021,0.002517187680078371,0.08213066502407582,22,29,0.860255,3,2.4324959643855966,3.8936359519097565,19.952174381151966,1.6006751949096107
