Parameters,Values,Std
hcp FeNiSi Peak 0 Intensity,10.094075890335844,0.9470418251000918
hcp FeNiSi Peak 1 Intensity,9.499902024854675e-17,0.1150240987066925
hcp FeNiSi Peak 2 Intensity,9.658703940252535,0.9079436644635714
hcp FeNiSi Peak Width,0.40098986568343165,0.015243989734674104
hcp FeNiSi Peak Shape,0.9999999999998757,0.15512853902527915
hcp FeNiSi a,2.4324959643855966,0.00024114054369299466
hcp FeNiSi c,3.8936359519097565,0.0020194349495476125
Background 0,1734.8401996776415,19.785537922373095
Background 1,-43.03364926099727,1.5642386145588119
Background 2,0.6226822382375402,0.03064039999805826
