Date,Folder,Index,chi2,Det balance,Det bal stat,E/T calib,E/T calib stat,Negativity of DOS,Neg DOS stat,Norm of DOS,Norm DOS stat,LM factor,fLM stat,KE,KE stat,MFC,MFC stat,Average,Avg stat
Nov 2013,2013Nov_DAC14_P1,FeNiSi_DAC14_P1,1.72,0.59,O,0.32,O,1.62,A,0.63,O,0.24,O,0.14,O,0.17,O,0.79,O
Feb 2014,2014Feb_DAC13_P1,FeNiSi_DAC13_P1,0.77,0.91,O,0.27,O,0.25,O,0.15,O,0.09,O,0.15,O,0.51,O,0.28,O
Feb 2014,2014Feb_DAC13_P2,FeNiSi_DAC13_P2,0.78,0.04,O,1.01,A,0.52,O,0.27,O,0.1,O,0.08,O,0.56,O,0.37,O
Feb 2014,2014Feb_DAC15_P1,FeNiSi_DAC15_P1,2.87,0.63,O,2.93,S,1.63,A,0.67,O,0.25,O,0.4,O,0.25,O,0.82,O
Mar 2015,2015Mar_Ambient,FeNiSi_Ambient,2.06,0.71,O,1.99,A,0.72,O,0.05,O,0.01,O,0.16,O,0.53,O,0.41,O
Mar 2015,2015Mar_DAC13_P3,FeNiSi_DAC13_P3,1.05,0.37,O,0.11,O,0.98,O,0.25,O,0.07,O,0.02,O,0.3,O,0.47,O
Mar 2015,2015Mar_DAC13_P4,FeNiSi_DAC13_P4,1.16,0.0,O,0.55,O,0.12,O,0.32,O,0.09,O,0.0,O,0.17,O,0.18,O
Mar 2015,2015Mar_DAC13_P5,FeNiSi_DAC13_P5,1.21,0.63,O,0.42,O,0.52,O,0.11,O,0.13,O,0.19,O,0.39,O,0.31,O
Mar 2015,2015Mar_DAC13_P6,FeNiSi_DAC13_P6,0.81,0.86,O,0.18,O,0.22,O,0.22,O,0.2,O,0.26,O,0.78,O,0.4,O
