Date,Index,T,Asymmetry,Background,Normalization,Norm Fixed
Nov 2013,FeNiSi_DAC14_P1,300.0,1.0,2.22,11.0,True
Feb 2014,FeNiSi_DAC13_P1,300.0,1.03,2.81,0.0,True
Feb 2014,FeNiSi_DAC13_P2,300.0,0.99,3.47,5.0,True
Feb 2014,FeNiSi_DAC15_P1,300.0,1.05,2.33,12.0,True
Mar 2015,FeNiSi_Ambient,300.0,1.0,0.866,0.0,True
Mar 2015,FeNiSi_DAC13_P3,300.0,0.99,3.27,1.0,True
Mar 2015,FeNiSi_DAC13_P4,300.0,0.99,3.4,-3.0,True
Mar 2015,FeNiSi_DAC13_P5,300.0,1.05,4.24,-2.0,True
Mar 2015,FeNiSi_DAC13_P6,300.0,0.98,3.58,0.0,True
