Date,Folder,Index,fLM,dfLM,KE,dKE,MFC,dMFC,IF,dIF,highTIF,dhighTIF
Nov 2013,2013Nov_DAC14_P1,FeNiSi_DAC14_P1,0.7844,0.0031,14.1912,0.1521,170.3342,10.1671,1.4682,0.1765,1.4582,0.087
Feb 2014,2014Feb_DAC13_P1,FeNiSi_DAC13_P1,0.8414,0.0018,14.6833,0.116,255.2607,6.7618,2.0392,0.1346,2.1852,0.0579
Feb 2014,2014Feb_DAC13_P2,FeNiSi_DAC13_P2,0.8529,0.0016,14.8392,0.1167,262.3128,6.9574,2.2202,0.1355,2.2456,0.0596
Feb 2014,2014Feb_DAC15_P1,FeNiSi_DAC15_P1,0.779,0.0031,14.1641,0.1216,158.1569,6.536,1.4368,0.1411,1.3539,0.056
Mar 2015,2015Mar_Ambient,FeNiSi_Ambient,0.7692,0.0022,14.0994,0.0742,162.4805,3.1838,1.3616,0.0861,1.3909,0.0273
Mar 2015,2015Mar_DAC13_P3,FeNiSi_DAC13_P3,0.8629,0.0015,14.9436,0.1165,285.4955,6.6771,2.3413,0.1352,2.444,0.0572
Mar 2015,2015Mar_DAC13_P4,FeNiSi_DAC13_P4,0.8712,0.0016,15.1782,0.1599,322.1394,11.3287,2.6136,0.1855,2.7577,0.097
Mar 2015,2015Mar_DAC13_P5,FeNiSi_DAC13_P5,0.8799,0.0015,15.2634,0.1864,346.4992,14.2158,2.7125,0.2163,2.9662,0.1217
Mar 2015,2015Mar_DAC13_P6,FeNiSi_DAC13_P6,0.8914,0.0018,15.572,0.1959,401.7795,12.4577,3.0705,0.2273,3.4395,0.1066
