Emin,Emax,M,N,chi2,AICc,Prob,V_D,dV_D
0.0,18.0,1,72,0.19150385981114468,2.2486467169540014,0.32487221503512576,5244.222528428857,12.384923620423134
0.0,18.25,1,73,0.2020337268126097,2.258371754981624,0.3232963521490677,5240.224645101185,12.586500349549905
0.0,18.5,1,74,0.21391934272581165,2.269474898281367,0.3215065220678088,5236.037455424448,12.815365422071993
0.0,18.75,1,75,0.22617342742514673,2.2809679479730915,0.3196642751790363,5231.620402325769,13.027052529907055
0.0,19.0,1,76,0.24333891509767488,2.297392969151729,0.3170497794157833,5226.721517058697,13.36882586920638
0.0,19.25,1,77,0.2843081151884505,2.337641448521784,0.3107331653666974,5219.20996627911,14.284174856326157
0.0,19.5,1,78,0.3474943641370463,2.400125943084415,0.3011752458453415,5209.672916866168,15.596363116736038
0.0,19.75,1,79,0.39436538197050697,2.446313433918559,0.29429967826653947,5201.220586492167,16.401792900469715
0.0,20.0,1,80,0.4084762893569541,2.4597583406390053,0.2923278974334266,5196.753886162502,16.530105602831334
0.0,20.25,1,81,0.43645943879197696,2.487092350184382,0.28835982823944606,5190.33973445972,16.887271077433276
0.0,20.5,1,82,0.5032365981176945,2.553236598117694,0.2789791310509651,5180.852581022747,17.918231002789295
0.0,20.75,1,83,0.594355962763341,2.643738678812724,0.2666364018711396,5169.56965764723,19.227822979532014
0.0,21.0,1,84,0.6559552139694653,2.7047357017743434,0.25862714453495816,5159.975612133558,19.936060798586553
0.0,21.25,1,85,0.6880154309220389,2.7362082020063765,0.2545891776564671,5153.408909057,20.19933495996676
0.0,21.5,1,86,0.7320595896194331,2.7796786372384803,0.24911532961107793,5145.9649415788845,20.61502575120337
0.0,21.75,1,87,0.7839613005851304,2.831020124114542,0.2428017379053759,5138.113429356569,21.114161296743788
0.0,22.0,1,88,0.8403008113907738,2.8868124392977506,0.23612210359318817,5129.496920196734,21.60723862362485
0.0,22.25,1,89,0.9077038250398428,2.9536808365340956,0.22835806571199396,5120.21781692341,22.198664851092214
0.0,22.5,1,90,0.9778966346856459,3.023351180140191,0.2205401333344463,5110.7259705882525,22.772212813211958
0.0,22.75,1,91,1.0224189809829813,3.0673628012077003,0.21573997830324587,5103.600231545079,23.060123922819148
0.0,23.0,1,93,1.093768117593243,3.137724161549287,0.20828205571558187,5090.282048000346,23.37282061784079
0.0,23.25,1,94,1.1458755219773855,3.189353782846951,0.20297410058123325,5082.34024456603,23.66741257901095
0.0,23.5,1,95,1.1760551486165163,3.2190659013046883,0.19998099325954893,5076.107441718149,23.736640675399432
0.0,23.75,1,96,1.2029687868384455,3.245521978327807,0.19735305652311486,5070.249700498064,23.77528211043083
0.0,24.0,1,97,1.257514135142085,3.29961939829998,0.19208645935931698,5062.743184567214,24.080914227076054
0.0,24.25,1,98,1.3618254188022765,3.403492085468943,0.18236482912130567,5051.998865440611,24.78250991601359
0.0,24.5,1,99,1.4772639941628474,3.518501107564909,0.17217385052375098,5040.498355732031,25.51116300665656
0.0,24.75,1,100,1.5815852858186359,3.622401612349248,0.1634577378468676,5029.520755983019,26.088961613136032
0.0,25.0,1,101,1.7144042916822222,3.7548083320862626,0.1529867188830902,5017.513298582964,26.854466500561085
0.0,25.25,1,102,1.9468313786988662,3.9868313786988665,0.13622931283782352,5000.660413848748,28.23086029272487
0.0,25.5,1,103,2.2823385829217187,4.321942543317759,0.11521316339588529,4979.379607852903,30.09570970945333
0.0,25.75,1,104,2.6181118772153886,4.657327563489899,0.09742584234140095,4959.869433073438,31.811515571106916
0.0,26.0,1,105,3.0194755491273804,5.058310500583691,0.07972634065046226,4937.34216119,33.65364534631642
0.0,26.25,1,106,3.4140628662052386,5.452524404666777,0.06546352233866964,4914.929295555676,35.24188938230646
0.0,26.5,1,107,3.820326490497593,5.85842172859283,0.05343919228494393,4892.722115921801,36.73211408232299
0.0,26.75,1,108,4.253907975245687,6.291643824302291,0.0430315413613658,4869.650991138254,38.17441929890121
0.0,27.0,1,109,4.658431439536622,6.695814617106715,0.03515785170566462,4847.078180531481,39.32373983282913
0.25,1.0,1,3,9.93124090331961e-05,6.000099312409033,0.04978459619239472,5249.9027760124545,9.575055404079647
0.25,1.25,1,4,0.0008447068841302085,4.000844706884131,0.13527813598292399,5214.554443505061,18.107457063769598
0.25,1.5,1,5,0.0045968541851816825,3.3379301875185146,0.18844198454577746,5157.3590178565455,28.90933229331749
0.25,1.75,1,6,0.008578124721807877,3.008578124721808,0.22217519040332212,5110.629300064164,28.197847574896667
0.25,2.0,1,7,0.009026858863305658,2.809026858863306,0.24548647389118766,5089.987408941695,22.258656485901753
0.25,2.25,1,8,0.008035982943288337,2.674702649609955,0.2625401320056435,5083.327490558211,16.44932304397209
0.25,2.5,1,9,0.007293660977643873,2.578722232406215,0.2754467053237748,5088.0597960675605,12.950235500822277
0.25,2.75,1,10,0.011042549998939683,2.5110425499989395,0.28492728403658407,5103.681160549277,13.720044034450456
0.25,3.0,1,11,0.030285497463069543,2.4747299419075137,0.29014775929387204,5128.643400911175,20.579673117547934
0.25,3.25,1,12,0.08044789306048528,2.4804478930604854,0.28931941860360016,5164.049384178905,30.850512121163806
0.25,3.5,1,13,0.0977245675863246,2.4613609312226883,0.29209375028856993,5185.868123719467,31.535414733909292
0.25,3.75,1,14,0.09371701035833045,2.427050343691664,0.2971479334251045,5178.155750483746,28.83619044739687
0.25,4.0,1,15,0.11281326166933806,2.420505569361646,0.29812190925239884,5156.585825059378,29.250513222716318
0.25,4.25,1,16,0.10529259338767291,2.3910068791019583,0.3025515993933009,5156.643075585378,26.305073096879028
0.25,4.5,1,17,0.15195863059028888,2.4186252972569555,0.2984023161969667,5179.423920601044,30.10097239238964
0.25,4.75,1,18,0.18549907967449178,2.435499079674492,0.29589531882171816,5195.228327676103,32.278406959724684
0.25,5.0,1,19,0.19046342579807823,2.4257575434451373,0.2973400719784,5206.980305252198,31.21018647302521
0.25,5.25,1,20,0.19320085655067698,2.4154230787728994,0.29888047359223624,5217.417418949341,30.02130624287752
0.25,5.5,1,21,0.2156769374887765,2.42620325327825,0.29727381566451727,5231.082171267633,30.71596237049173
0.25,5.75,1,22,0.24558297108807345,2.4455829710880734,0.2944071853858318,5245.669970935906,31.81745946117875
0.25,6.0,1,23,0.2553575997824215,2.445833790258612,0.2943702662178695,5256.0666495674195,31.507482269656027
0.25,6.25,1,24,0.2448153328371167,2.426633514655298,0.2972098698224763,5257.810526866209,29.89913943356757
0.25,6.5,1,25,0.23838262738950322,2.412295670867764,0.2993481997674664,5253.137680636855,28.5115555449285
0.25,6.75,1,26,0.22905791327124012,2.3957245799379066,0.3018387664902362,5252.075151156692,27.055347258452624
0.25,7.0,1,27,0.22779928395230206,2.3877992839523023,0.3030372202293363,5257.889154277554,26.244039066015215
0.25,7.25,1,28,0.2284171177038439,2.3822632715499976,0.3038771911201169,5263.613196712116,25.69057703425707
0.25,7.5,1,29,0.22275317075943196,2.3709013189075803,0.30560842313539566,5266.846434651603,24.70407375555434
0.25,7.75,1,30,0.21602848170074415,2.358885624557887,0.30744999824867714,5268.689417020345,23.778419240027393
0.25,8.0,1,31,0.20885172728279455,2.346782761765553,0.3093161515753996,5268.99164558847,22.811118863361735
0.25,8.25,1,32,0.2025902425764816,2.3359235759098147,0.3110001800217787,5267.759481963976,21.997455285618635
0.25,8.5,1,33,0.1962968986158778,2.325329156680394,0.3126519842797389,5267.368414674481,21.069091754159494
0.25,8.75,1,34,0.19036128384074122,2.3153612838407414,0.31421411142856365,5267.171587215658,20.322200962899576
0.25,9.0,1,35,0.18706825563795196,2.3082803768500733,0.3153285435110357,5264.485701842645,19.713804968691296
0.25,9.25,1,36,0.18828417381446846,2.305931232637998,0.3156991372243939,5259.504107002796,19.256473147082456
0.25,9.5,1,37,0.18604409688992227,2.3003298111756365,0.3165845585115241,5256.653492909951,18.771131016029265
0.25,9.75,1,38,0.185606313246208,2.296717424357319,0.3171568881679815,5252.9165806649935,18.33755529894055
0.25,10.0,1,39,0.18117595469016684,2.2892840627982753,0.31833785235231266,5251.812342046574,17.760480696206617
0.25,10.25,1,40,0.18071542490001585,2.2859785827947525,0.3188644170723969,5254.682077048901,17.478972671491054
0.25,10.5,1,41,0.18435401173516167,2.2869181142992643,0.31871466066761234,5258.339920563507,17.438620803043545
0.25,10.75,1,42,0.19598664595928747,2.2959866459592875,0.3172727950435822,5263.904644952356,17.723345015046984
0.25,11.0,1,43,0.2058647125089528,2.303425688118709,0.31609488418455073,5268.553570128139,17.962891609913477
0.25,11.25,1,44,0.21040615369655194,2.305644248934647,0.31574444072843066,5272.363971434235,17.949042133988225
0.25,11.5,1,45,0.2120024933344265,2.3050257491483803,0.31584209976272803,5275.808346580793,17.76655265170011
0.25,11.75,1,46,0.20734976884355344,2.2982588597526443,0.31691254391365054,5276.122646764054,17.34746195576304
0.25,12.0,1,47,0.2096852164489253,2.2985741053378144,0.3168625952101041,5272.414886672149,17.18040494066492
0.25,12.25,1,48,0.21400322590312965,2.30095974764226,0.3164848601341711,5268.0094850455325,17.063976044924654
0.25,12.5,1,49,0.2105561320276759,2.2956625150063994,0.3173242181771184,5266.626066522535,16.678958802722732
0.25,12.75,1,50,0.20674114938039503,2.2900744827137287,0.3182120669206065,5267.5228002908225,16.312862388154212
0.25,13.0,1,51,0.20484531408123527,2.28647796714246,0.31878480906209566,5269.360512386462,16.04648394205683
0.25,13.25,1,52,0.20085099957826008,2.28085099957826,0.3196829678374836,5269.560119852863,15.66588102415312
0.25,13.5,1,53,0.19996407846038472,2.2783954510094047,0.32007570741300406,5267.420083255472,15.440774838433
0.25,13.75,1,54,0.19931675099604124,2.2762398279191185,0.3204208746849946,5265.271375449226,15.234520619971386
0.25,14.0,1,55,0.19640764833853558,2.271879346451743,0.3211202314339126,5264.2264960623315,14.954091749841036
0.25,14.25,1,56,0.192944691094538,2.267018765168612,0.3219015960141154,5264.630273903085,14.642086033669553
0.25,14.5,1,57,0.18988084042389425,2.262608113151167,0.32261227733001857,5265.332222609476,14.373864167072833
0.25,14.75,1,58,0.18663235318783294,2.2580609246164047,0.32334660121530673,5265.6872906055905,14.074273805863657
0.25,15.0,1,59,0.18427596912748817,2.2544514077239795,0.3239306906365233,5264.675363887913,13.84945420382885
0.25,15.25,1,60,0.18489257083206612,2.2538580880734456,0.32402680211410834,5262.410643504895,13.71683286897295
0.25,15.5,1,61,0.18514652160920606,2.2529431317786974,0.3241750712075882,5260.226241587361,13.564496085193083
0.25,15.75,1,62,0.1840710077958736,2.2507376744625405,0.3245327455214569,5258.577579216079,13.369418394506702
0.25,16.0,1,63,0.1811530417697819,2.2467268122615853,0.32518422661433016,5258.311361206206,13.108824461095917
0.25,16.25,1,64,0.17828023880239974,2.2427963678346576,0.32582391423822676,5258.253924537228,12.867898923924546
0.25,16.5,1,65,0.1754988779085766,2.2389909414006404,0.32644445387353566,5258.179228385081,12.625949446347501
0.25,16.75,1,66,0.17280072819812653,2.2353007281981263,0.3270473347089879,5258.133891325191,12.408975561440084
0.25,17.0,1,67,0.17184619331406759,2.2333846548525287,0.3273608081849468,5256.755371938367,12.253896326044956
0.25,17.25,1,68,0.1736235033489151,2.2342295639549756,0.3272225423292132,5254.354106110881,12.17660879311443
0.25,17.5,1,69,0.1773076017793065,2.23700909431662,0.32676809569370424,5251.716850386168,12.186403055610219
0.25,17.75,1,70,0.18443442533745713,2.2432579547492217,0.32574872488753337,5248.315696058168,12.299953092984756
0.25,18.0,1,71,0.1942382639895483,2.252209278482302,0.3242940415052472,5244.220068397925,12.473522832236704
0.25,18.25,1,72,0.20487755813813524,2.2620204152809924,0.32270709053385527,5240.221927402534,12.67526530093261
0.25,18.5,1,73,0.21688832722866597,2.27322635539768,0.3209040283367304,5236.034477156245,12.904480104252178
0.25,18.75,1,74,0.22926910925213118,2.2848246648076866,0.31904844184781417,5231.6171643649905,13.116387187768492
0.25,19.0,1,75,0.2466241260762191,2.301418646624164,0.31641225117448224,5226.717992456242,13.459254364895346
0.25,19.25,1,76,0.28809474385936173,2.3421487979134157,0.31003366241687597,5219.205990230608,14.37949315329985
0.25,19.5,1,77,0.3520610581693917,2.405394391502725,0.3003829267527725,5209.668379593887,15.699052862811374
0.25,19.75,1,78,0.3994799682511912,2.4521115471985597,0.29344772236101396,5201.21559598072,16.50836478209948
0.25,20.0,1,79,0.41370534995115693,2.465653401899209,0.2914675206181247,5196.748697354932,16.636122433901978
0.25,20.25,1,80,0.4419752148579062,2.4932572661399575,0.28747233971217084,5190.334252537592,16.99419091802292
0.25,20.5,1,81,0.509516040527012,2.560148951919417,0.2780165941294794,5180.846630846021,18.030245068139575
0.25,20.75,1,82,0.6016800582732292,2.651680058273229,0.26557977061422877,5169.563163457448,19.346523807758707
0.25,21.0,1,83,0.6639386478686351,2.713321363918018,0.25751928152859105,5159.968712804883,20.05761155562068
0.25,21.25,1,84,0.6962870934752164,2.7450675812800944,0.2534639207240282,5153.4017718560835,20.320990135570913
0.25,21.5,1,85,0.7407549170504895,2.788947688134827,0.24796346950067866,5145.957528307888,20.73769015615498
0.25,21.75,1,86,0.7931625077154594,2.840781555334507,0.2416195789107007,5138.105726907872,21.23830230946944
0.25,22.0,1,87,0.8500473389691806,2.8971061624985923,0.23490993790558243,5129.488922094669,21.73278312079372
0.25,22.25,1,88,0.9181099024783919,2.9646215303853687,0.2271122784202716,5120.209504635015,22.32614506192802
0.25,22.5,1,89,0.9889787027865006,3.0349557142807533,0.21926420579693687,5110.717354279118,22.901482283217216
0.25,22.75,1,90,1.0338741244676692,3.0793286699222144,0.21445307374634623,5103.591414844975,23.189541574228844
0.25,23.0,1,92,1.1057504019895672,3.1501948464340117,0.20698738632177768,5090.272924912487,23.501076236675555
0.25,23.25,1,93,1.1582907277651635,3.2022467717212075,0.20166983764962146,5082.330932270422,23.79585587835065
0.25,23.5,1,94,1.1886587750670428,3.232137035936608,0.19867826568508368,5076.098020507461,23.864057045714375
0.25,23.75,1,95,1.21572216055134,3.2587329132395118,0.19605374334073,5070.240188375775,23.90153196901934
0.25,24.0,1,96,1.2707041667912453,3.3132573582806066,0.1907810813679086,5062.733507920369,24.20742755836927
0.25,24.25,1,97,1.3759598144215464,3.418065077579441,0.18104085792653885,5051.988923465317,24.911341031465696
0.25,24.5,1,98,1.4924374009229022,3.5341040675895687,0.17083586558776281,5040.488143676708,25.642401987617053
0.25,24.75,1,99,1.5976630505287328,3.6389001639307947,0.16211487631997187,5029.510314266229,26.22178817342635
0.25,25.0,1,100,1.7316552314915743,3.7724715580221866,0.1516415481496288,5017.502593704976,26.98979836206592
0.25,25.25,1,101,1.9662252221155496,4.00662926251959,0.13488743930502115,5000.649314986209,28.371699435278387
0.25,25.5,1,102,2.3048503941042333,4.344850394104234,0.11390104919204935,4979.3680147998,30.244361778149297
0.25,25.75,1,103,2.643683335889995,4.683287296286035,0.09616943953390668,4959.85739734161,31.967101507264754
0.25,26.0,1,104,3.048681369192982,5.087897055467492,0.07855560761339977,4937.329647711043,33.81663676167823
0.25,26.25,1,105,3.446767113876173,5.4856020653324835,0.06438973630841001,4914.916354190042,35.410918672917234
0.25,26.5,1,106,3.85657293557631,5.895034474037848,0.05246981448029115,4892.708778061219,36.906598975059104
0.25,26.75,1,107,4.293885929050404,6.331981167145642,0.04217234588328362,4869.637273331868,38.35402873260325
0.25,27.0,1,108,4.701798995930524,6.739534844987128,0.03439763652975263,4847.064148761527,39.50700475245795
0.5,1.25,1,3,0.0009642091037654803,6.000964209103765,0.0497630715805239,5210.733822762549,19.93747138337498
0.5,1.5,1,4,0.005401521316755284,4.005401521316755,0.13497026815900912,5154.016516804021,31.77564112212135
0.5,1.75,1,5,0.009677281756398011,3.3430106150897316,0.18796390908286012,5108.286833444943,30.161233559528323
0.5,2.0,1,6,0.009780327605875456,3.0097803276058754,0.22204168070644223,5088.4362668012645,23.26535624279862
0.5,2.25,1,7,0.008437885926961928,2.8084378859269616,0.24555877698148626,5082.345017103999,16.89854421814407
0.5,2.5,1,8,0.007572304614099129,2.6742389712807655,0.2626010061467527,5087.406398834692,13.218195985904572
0.5,2.75,1,9,0.011861844036463265,2.5832904154650347,0.27481827780354157,5103.23739746277,14.238200787295941
0.5,3.0,1,10,0.03328598338955803,2.533285983389558,0.2817759600539235,5128.33220960538,21.597805177579545
0.5,3.25,1,11,0.08830328884233823,2.532747733286783,0.28185180322884423,5163.849400182938,32.35047927920896
0.5,3.5,1,12,0.10649699997043081,2.5064969999704307,0.2855755961032835,5185.729637179271,32.945674762716635
0.5,3.75,1,13,0.10140622720552013,2.465042590841884,0.2915565500046885,5178.024709091938,30.0158980902203
0.5,4.0,1,14,0.1213255675361298,2.4546589008694633,0.29307420271678114,5156.44917143889,30.351331170350246
0.5,4.25,1,15,0.11265985759578832,2.4203521652880964,0.29814477668702394,5156.524738366097,27.2232657456333
0.5,4.5,1,16,0.1619953010724858,2.4477095867867713,0.2940943062875859,5179.3370373913895,31.093107793065034
0.5,4.75,1,17,0.19703117280785115,2.4636978394745177,0.2917526514588669,5195.159868828284,33.28069954382658
0.5,5.0,1,18,0.20162481106835686,2.4516248110683567,0.29351914685628144,5206.927034023864,32.12401831267128
0.5,5.25,1,19,0.2039054136907339,2.4391995313377928,0.2953483518216437,5217.376168393375,30.85262010365949
0.5,5.5,1,20,0.22701228725402073,2.449234509476243,0.2938701562110782,5231.052499687225,31.523182666992412
0.5,5.75,1,21,0.25785514659420505,2.468381462383679,0.2910702211312306,5245.651073221028,32.612878258577744
0.5,6.0,1,22,0.26751460815818223,2.4675146081581825,0.29119640620082227,5256.05491882525,32.25820732513857
0.5,6.25,1,23,0.25594101359893345,2.446417204075124,0.2942844089008236,5257.800468220425,30.579386937432176
0.5,6.5,1,24,0.24874363783064823,2.4305618196488297,0.2966266772416742,5253.125886409782,29.13205688852874
0.5,6.75,1,25,0.23859837197798303,2.412511415456244,0.29931591013199066,5252.063587333005,27.619685594436515
0.5,7.0,1,26,0.23690925854600128,2.403575925212668,0.30065616906763726,5257.880862327842,26.769756140523743
0.5,7.25,1,27,0.23720148919783648,2.397201489197837,0.3016159545340041,5263.60776442918,26.185613637818037
0.5,7.5,1,28,0.23100281128777592,2.3848489651339295,0.30348457831721315,5266.842618575486,25.16256324299157
0.5,7.75,1,29,0.22374348982949646,2.3718916379776447,0.3054571356695007,5268.686498139589,24.204063473743737
0.5,8.0,1,30,0.21605324913223908,2.3589103919893817,0.30744619089886693,5268.988980878415,23.205420773130573
0.5,8.25,1,31,0.20934290206005451,2.347273936542813,0.30924019675662767,5267.756483995356,22.365078447104406
0.5,8.5,1,32,0.20262868687317195,2.3359620202065052,0.31099420198763844,5267.365442954192,21.409845281019678
0.5,8.75,1,33,0.19630969941025678,2.3253419574747727,0.31264998318926135,5267.168671941852,20.640645036688205
0.5,9.0,1,34,0.19273637579625794,2.317736375796258,0.313841189199355,5264.482069644161,20.01336908717037
0.5,9.25,1,35,0.19382072458990796,2.315032845802029,0.3142657155988875,5259.499185676586,19.54044088875475
0.5,9.5,1,36,0.1913580163126948,2.3090050751362243,0.31521430518183746,5256.647947117105,19.040036223972805
0.5,9.75,1,37,0.19075979682189276,2.305045511107607,0.3158389789487976,5252.910255801815,18.59292609756872
0.5,10.0,1,38,0.18607020218842749,2.2971813132995385,0.3170833339118779,5251.805974351544,18.00113107711478
0.5,10.25,1,39,0.18546927698157734,2.2935773850896854,0.31765522180383726,5254.676624797591,17.709633493620412
0.5,10.5,1,40,0.1890798205633032,2.29434297845804,0.317533647708784,5258.335509545057,17.662915024789093
0.5,10.75,1,41,0.20088575282176574,2.3034498553858684,0.31609106463287084,5263.901702742585,17.94566038473228
0.5,11.0,1,42,0.21088559431398324,2.310885594313983,0.3149180612037843,5268.551790521905,18.182768681983468
0.5,11.25,1,43,0.2154157741981099,2.312976749807866,0.31458896196628117,5272.36311183638,18.16355646732605
0.5,11.5,1,44,0.21693278359690094,2.3121708788349964,0.31471574656398943,5275.808283151852,17.97396840290686
0.5,11.75,1,45,0.21206226358660293,2.3050855194005564,0.3158326609227939,5276.122653648612,17.54540210830416
0.5,12.0,1,46,0.2143448426853227,2.3052539335944133,0.3158060666910296,5272.414107138208,17.372089157895477
