File name,wR,Red. chi^2,Start,End,Wavelength,Bg num,hcp FeNiSi a,hcp FeNiSi c,extrapeak a,hcp FeNiSi Vol,hcp FeNiSi c/a,extrapeak Vol
FeNiSi_DAC13_P2b_031,0.002117325056001435,0.06933353910017256,22,28.5,0.860255,4,2.403350508574324,3.845248827277884,2.983610008365452,19.234872299186524,1.5999534040329804,26.559883509425852
