 -7.44100E+01 -9.72274E-01
 -7.41600E+01 -8.99817E-01
 -7.39100E+01 -1.01974E+00
 -7.36600E+01 -9.60595E-01
 -7.34400E+01 -1.11765E+00
 -7.31900E+01 -1.00107E+00
 -7.29300E+01 -1.03841E+00
 -7.26900E+01 -9.07614E-01
 -7.24400E+01 -8.13978E-01
 -7.21900E+01 -7.10775E-01
 -7.19400E+01 -7.42072E-01
 -7.16900E+01 -8.51454E-01
 -7.14400E+01 -8.68620E-01
 -7.11800E+01 -8.81102E-01
 -7.09300E+01 -9.55922E-01
 -7.06900E+01 -9.80838E-01
 -7.04400E+01 -9.20085E-01
 -7.01900E+01 -8.95139E-01
 -6.99400E+01 -8.54575E-01
 -6.96900E+01 -7.09210E-01
 -6.94400E+01 -5.91669E-01
 -6.91900E+01 -4.26643E-01
 -6.89400E+01 -6.10494E-01
 -6.86900E+01 -5.97945E-01
 -6.84500E+01 -7.40507E-01
 -6.82300E+01 -6.82592E-01
 -6.79800E+01 -6.90422E-01
 -6.77300E+01 -7.76475E-01
 -6.74800E+01 -8.31158E-01
 -6.72300E+01 -9.32553E-01
 -6.69800E+01 -9.57480E-01
 -6.67400E+01 -9.48134E-01
 -6.64900E+01 -9.23202E-01
 -6.62400E+01 -8.71741E-01
 -6.59900E+01 -9.49692E-01
 -6.57300E+01 -9.18526E-01
 -6.54800E+01 -9.59037E-01
 -6.52200E+01 -9.73053E-01
 -6.49700E+01 -9.82394E-01
 -6.47100E+01 -9.94847E-01
 -6.44600E+01 -9.20085E-01
 -6.42100E+01 -1.06328E+00
 -6.39500E+01 -1.09125E+00
 -6.37100E+01 -1.09280E+00
 -6.34600E+01 -1.03374E+00
 -6.32400E+01 -8.62379E-01
 -6.29900E+01 -8.81102E-01
 -6.27400E+01 -8.46771E-01
 -6.24900E+01 -1.00574E+00
 -6.22400E+01 -1.01508E+00
 -6.19800E+01 -1.03219E+00
 -6.17300E+01 -8.03043E-01
 -6.14800E+01 -8.18664E-01
 -6.12300E+01 -7.01383E-01
 -6.09800E+01 -7.38943E-01
 -6.07300E+01 -6.51258E-01
 -6.04800E+01 -7.42072E-01
 -6.02300E+01 -8.63939E-01
 -5.99700E+01 -6.60660E-01
 -5.97200E+01 -6.63794E-01
 -5.94700E+01 -8.10854E-01
 -5.92200E+01 -1.05862E+00
 -5.89700E+01 -1.17040E+00
 -5.87200E+01 -1.11454E+00
