14.41243940	-10941.84196969	-16342.83195630	1.00000000	5.00000000	6203.00000000	21027.00000000	29865408.00000000	0.00000000	14070746.00000000	0.00000000	299.38903809	299.49920654	300.01962280	299.56991577	398.00000000	1.32296121	0.00133164	
14.41243965	-10941.84196969	-16342.91679630	1.00000000	5.00000000	6207.00000000	21068.00000000	29861560.00000000	0.00000000	14076950.00000000	1.00000000	299.38934326	299.49911499	300.01943970	299.56988525	393.00000000	1.32221925	-0.00074197	
14.41243991	-10941.84196969	-16343.00163630	1.00000000	5.00000000	6201.00000000	21038.00000000	29860530.00000000	0.00000000	14074199.00000000	1.00000000	299.38934326	299.49911499	300.01943970	299.56988525	393.00000000	1.31949508	-0.00272417	
14.41244016	-10941.84196969	-16343.08647630	1.00000000	5.00000000	6192.00000000	20991.00000000	29856848.00000000	0.00000000	14073743.00000000	0.00000000	299.38922119	299.49917603	300.01907349	299.56988525	392.00000000	1.31847847	-0.00101664	
14.41244041	-10941.84196969	-16343.17131630	1.00000000	5.00000000	6206.00000000	21100.00000000	29875748.00000000	1.00000000	14091572.00000000	0.00000000	299.38922119	299.49917603	300.01907349	299.56988525	387.00000000	1.32115674	0.00267825	
14.41244066	-10941.84196969	-16343.25615630	1.00000000	5.00000000	6203.00000000	21092.00000000	29854104.00000000	0.00000000	14061188.00000000	0.00000000	299.38916016	299.49905396	300.01889038	299.56985474	396.00000000	1.32206523	0.00090852	
14.41244091	-10941.84196969	-16343.34099630	1.00000000	5.00000000	6198.00000000	21027.00000000	29850032.00000000	0.00000000	14058207.00000000	1.00000000	299.38916016	299.49905396	300.01889038	299.56985474	396.00000000	1.32150555	-0.00055967	
14.41244116	-10941.84196969	-16343.42583630	1.00000000	5.00000000	6202.00000000	21121.00000000	29834556.00000000	0.00000000	14064125.00000000	1.00000000	299.38934326	299.49905396	300.01916504	299.56994629	399.00000000	1.32179928	0.00029374	
14.41244142	-10941.84196969	-16343.51067630	1.00000000	5.00000000	6237.00000000	21201.00000000	29890686.00000000	0.00000000	14134299.00000000	0.00000000	299.38937378	299.49911499	300.01922607	299.56997681	401.00000000	1.32116175	-0.00063758	
14.41244167	-10941.84196969	-16343.59551630	1.00000000	5.00000000	6235.00000000	21234.00000000	29892452.00000000	0.00000000	14131274.00000000	0.00000000	299.38937378	299.49911499	300.01922607	299.56997681	392.00000000	1.32895184	0.00779007	
14.41244188	-10941.84196969	-16343.66823630	1.00000000	5.00000000	6232.00000000	21208.00000000	29887620.00000000	0.00000000	14121922.00000000	0.00000000	299.38928223	299.49914551	300.01959229	299.56979370	386.00000000	1.33064258	0.00169081	
14.41244214	-10941.84196969	-16343.75307630	1.00000000	5.00000000	6229.00000000	21161.00000000	29885244.00000000	0.00000000	14121750.00000000	0.00000000	299.38928223	299.49914551	300.01959229	299.56979370	382.00000000	1.32981718	-0.00082540	
14.41244239	-10941.84196969	-16343.83791630	1.00000000	5.00000000	6224.00000000	21147.00000000	29887166.00000000	0.00000000	14120788.00000000	0.00000000	299.38925171	299.49896240	300.01907349	299.56982422	383.00000000	1.32487869	-0.00493851	
14.41244264	-10941.84196969	-16343.92275630	1.00000000	5.00000000	6229.00000000	21183.00000000	29885978.00000000	0.00000000	14119634.00000000	0.00000000	299.38922119	299.49923706	300.01858521	299.56988525	382.00000000	1.32531321	0.00043446	
14.41244289	-10941.84196969	-16344.00759630	1.00000000	5.00000000	6226.00000000	21128.00000000	29883430.00000000	0.00000000	14109083.00000000	0.00000000	299.38922119	299.49923706	300.01858521	299.56988525	384.00000000	1.32269382	-0.00261935	
14.41244314	-10941.84196969	-16344.09243630	1.00000000	5.00000000	6222.00000000	21141.00000000	29886610.00000000	0.00000000	14118968.00000000	0.00000000	299.38922119	299.49908447	300.01876831	299.57003784	393.00000000	1.32184267	-0.00085120	
14.41244339	-10941.84196969	-16344.17727630	1.00000000	5.00000000	6211.00000000	21086.00000000	29881750.00000000	0.00000000	14120372.00000000	0.00000000	299.38922119	299.49908447	300.01876831	299.57003784	390.00000000	1.32207978	0.00023711	
14.41244365	-10941.84196969	-16344.26211630	1.00000000	5.00000000	6225.00000000	21158.00000000	29885896.00000000	0.00000000	14116604.00000000	0.00000000	299.38928223	299.49923706	300.01873779	299.56976318	389.00000000	1.32283366	0.00075396	
14.41244390	-10941.84196969	-16344.34695630	1.00000000	5.00000000	6228.00000000	21197.00000000	29883366.00000000	0.00000000	14112481.00000000	1.00000000	299.38931274	299.49914551	300.01864624	299.56976318	390.00000000	1.32458401	0.00175028	
14.41244415	-10941.84196969	-16344.43179630	1.00000000	5.00000000	6213.00000000	21028.00000000	29858344.00000000	0.00000000	14069833.00000000	0.00000000	299.38931274	299.49914551	300.01864624	299.56988525	390.00000000	1.32326818	-0.00131581	
14.41244440	-10941.84196969	-16344.51663630	1.00000000	5.00000000	6222.00000000	21092.00000000	29859756.00000000	0.00000000	14069278.00000000	0.00000000	299.38928223	299.49890137	300.01892090	299.57000732	396.00000000	1.32430482	0.00103663	
14.41244465	-10941.84196969	-16344.60147630	1.00000000	5.00000000	6225.00000000	21120.00000000	29876428.00000000	0.00000000	14106180.00000000	1.00000000	299.38928223	299.49890137	300.01892090	299.57000732	391.00000000	1.32487869	0.00057391	
14.41244490	-10941.84196969	-16344.68631630	1.00000000	5.00000000	6221.00000000	21131.00000000	29881760.00000000	1.00000000	14106148.00000000	1.00000000	299.38925171	299.49917603	300.01898193	299.56988525	388.00000000	1.32459950	-0.00027917	
